tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc
This study	335	0335x063021	0335x	0335x0630212	0335x0630212 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.353	0.046	0.016	u	6.4	Recalculated from original measurements; supercedes published results.	l	16.3	0.903	0.814	1.766e-05	12.6	14	5	5e-05	-1	16.6	0.9745
This study	335	0335x063021	0335x	0335x0630213	0335x0630213 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	823	373	K	-0.085	0.162	0.014	u	74.1	Recalculated from original measurements; supercedes published results.	l	36.3	1.007	0.272	3.398e-06	21.7	17	9	4e-05	18	4.4	0.6447
This study	335	0335x063021	0335x	0335x0630214	0335x0630214 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	823	673	K	-0.259	0.053	0.014	u	13.3	Recalculated from original measurements; supercedes published results.	l	15.6	0.687	0.381	1.038e-05	12.2	6	9	4e-05	20	9.7	0.9888
This study	335	0335x063021	0335x	0335x0630215	0335x0630215 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	723	373	K	-0.33	0.107	0.035	u	6.6	Recalculated from original measurements; supercedes published results.	l	40.4	0.692	0.421	1.318e-05	14.1	14	7	4e-05	6	5.7	0.8684
This study	335	0335x063060	0335x	0335x0630601	0335x0630601 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	498	K	-0.092	0.025	0.002	u	3.1	Recalculated from original measurements; supercedes published results.	l	21.7	0.393	0.244	4.595e-06	11.8	5	3	5e-05	-1	11.6	0.9981
This study	335	0335x063060	0335x	0335x0630602	0335x0630602 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	273	K	-0.135	0.087	0.012	u	0.4	Recalculated from original measurements; supercedes published results.	l	26.5	0.884	0.755	6.726e-06	4.5	13	5	5e-05	-1	8.9	0.9186
This study	335	0335x064091	0335x	0335x0640911	0335x0640911 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	573	K	-0.419	0.065	0.027	u	2.9	Recalculated from original measurements; supercedes published results.	l	2.8	0.395	0.674	2.097e-05	6	7	5	5e-05	-1	4	0.9791
This study	335	0335x064091	0335x	0335x0640913	0335x0640913 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	598	K	-0.394	0.045	0.018	u	2.8	Recalculated from original measurements; supercedes published results.	l	4.6	0.549	0.164	1.969e-05	5.5	6	5	5e-05	-1	9.6	0.9918
This study	335	0335x064091	0335x	0335x0640914	0335x0640914 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	598	K	-0.535	0.029	0.016	u	0.4	Recalculated from original measurements; supercedes published results.	l	3.8	0.528	0.36	2.14e-05	15.8	8	8	4e-05	5	12.1	0.9948
This study	335	0335x064091	0335x	0335x0640915	0335x0640915 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.465	0.065	0.03	u	8.9	Recalculated from original measurements; supercedes published results.	l	16.5	0.852	0.73	1.862e-05	9.8	15	8	4e-05	6	11.6	0.9458
This study	335	0335x072002	0335x	0335x0720021	0335x0720021 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	473	K	-0.148	0.073	0.011	u	4.9	Recalculated from original measurements; supercedes published results.	l	17.2	0.827	0.425	7.401e-06	13.7	10	4	5e-05	-1	9.1	0.9575
This study	335	0335x072002	0335x	0335x0720023	0335x0720023 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-0.085	0.072	0.006	u	10.6	Recalculated from original measurements; supercedes published results.	l	4.7	0.822	0.385	4.252e-06	17.3	12	4	5e-05	-1	8.7	0.9488
This study	335	0335x091058	0335x	0335x0910582	0335x0910582 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.553	0.073	0.041	u	12.2	Recalculated from original measurements; supercedes published results.	l	6.7	0.779	0.62	2.765e-05	23	13	4	5e-05	-1	7.1	0.9419
This study	335	0335x091058	0335x	0335x0910583	0335x0910583 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.276	0.061	0.017	u	14.9	Recalculated from original measurements; supercedes published results.	l	1	0.977	0.726	1.378e-05	20.4	13	4	5e-05	-1	13.7	0.9599
This study	335	0335x091058	0335x	0335x0910584	0335x0910584 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.505	0.019	0.01	u	2.2	Recalculated from original measurements; supercedes published results.	l	12.5	0.933	0.762	2.02e-05	4.9	16	9	4e-05	5	40.2	0.9948
This study	335	0335x091058	0335x	0335x0910585	0335x0910585 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	573	K	-0.52	0.068	0.036	u	3.4	Recalculated from original measurements; supercedes published results.	l	20.2	0.797	0.388	2.079e-05	14.4	9	8	4e-05	3	7.9	0.9676
This study	335	0335x094127	0335x	0335x0941271	0335x0941271 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.548	0.032	0.017	u	2.2	Recalculated from original measurements; supercedes published results.	l	0.6	0.9	0.68	2.194e-05	4.6	16	9	4e-05	5	23.7	0.9861
This study	335	0335x094127	0335x	0335x0941272	0335x0941272 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	423	K	-0.487	0.05	0.024	u	2.9	Recalculated from original measurements; supercedes published results.	l	10.8	0.917	0.645	1.946e-05	3.5	15	9	4e-05	6	15	0.968
This study	335	0335x094127	0335x	0335x0941273	0335x0941273 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	798	373	K	-0.316	0.037	0.012	u	10.4	Recalculated from original measurements; supercedes published results.	l	24.8	0.873	0.522	1.263e-05	10.4	16	9	4e-05	8	20.3	0.9807
This study	335	0335x094129	0335x	0335x0941291	0335x0941291 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	598	K	-0.41	0.046	0.019	u	5	Recalculated from original measurements; supercedes published results.	l	6.3	0.531	0.493	2.052e-05	9	6	4	5e-05	-1	7.9	0.9917
This study	335	0335x094129	0335x	0335x0941293	0335x0941293 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	273	K	-0.344	0.032	0.011	u	14.8	Recalculated from original measurements; supercedes published results.	l	34.4	0.692	0.597	1.72e-05	13.3	12	4	5e-05	-1	18.4	0.9895
This study	335	0335x101145	0335x	0335x1011452	0335x1011452 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-0.382	0.042	0.016	u	7.5	Recalculated from original measurements; supercedes published results.	l	10	0.857	0.829	1.911e-05	11.4	12	4	5e-05	-1	15.7	0.9828
This study	335	0335x101145	0335x	0335x1011453	0335x1011453 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-0.503	0.035	0.017	u	8.6	Recalculated from original measurements; supercedes published results.	l	3.5	0.806	0.738	2.517e-05	9.4	12	4	5e-05	-1	18.5	0.9881
This study	335	0335x102095	0335x	0335x1020951	0335x1020951 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.361	0.124	0.045	u	20.9	Recalculated from original measurements; supercedes published results.	l	21.6	0.932	0.79	1.805e-05	18.1	13	4	5e-05	-1	6.3	0.8372
This study	335	0335x102095	0335x	0335x1020952	0335x1020952 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.357	0.098	0.035	u	6.6	Recalculated from original measurements; supercedes published results.	l	2.4	0.918	0.745	1.787e-05	15	13	4	5e-05	-1	8.1	0.897
This study	335	0335x103141	0335x	0335x1031411	0335x1031411 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.371	0.048	0.018	u	10.3	Recalculated from original measurements; supercedes published results.	l	36.8	0.942	0.823	1.855e-05	11.8	13	4	5e-05	-1	16.7	0.9749
This study	335	0335x103141	0335x	0335x1031412	0335x1031412 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.388	0.034	0.013	u	11.6	Recalculated from original measurements; supercedes published results.	l	38.4	0.884	0.814	1.942e-05	14.3	13	4	5e-05	-1	22	0.9874
This study	335	0335x121103	0335x	0335x1211031	0335x1211031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	423	K	-0.412	0.054	0.022	u	8.7	Recalculated from original measurements; supercedes published results.	l	9.1	0.643	0.652	2.06e-05	15.8	12	5	5e-05	-1	8.9	0.9713
This study	335	0335x121103	0335x	0335x1211033	0335x1211033 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.228	0.099	0.023	u	7.3	Recalculated from original measurements; supercedes published results.	l	4.9	0.849	0.785	1.139e-05	17.9	14	5	5e-05	-1	7.2	0.8861
This study	335	0335x122117	0335x	0335x1221171	0335x1221171 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	473	K	-0.064	0.095	0.006	u	5.2	Recalculated from original measurements; supercedes published results.	l	46.1	0.654	0.426	3.2e-06	15.6	11	5	5e-05	-1	4.7	0.9204
This study	335	0335x131054	0335x	0335x1310542	0335x1310542 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	398	K	-0.497	0.072	0.036	u	6.3	Recalculated from original measurements; supercedes published results.	l	2.6	0.342	0.24	2.484e-05	23.6	11	4	5e-05	-1	3.7	0.9542
This study	335	0335x131054	0335x	0335x1310543	0335x1310543 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.232	0.08	0.018	u	4.5	Recalculated from original measurements; supercedes published results.	l	28.3	0.933	0.596	1.159e-05	17.4	14	5	5e-05	-1	8.8	0.9253
This study	335	0335x132054	0335x	0335x1320541	0335x1320541 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	573	K	-0.151	0.145	0.022	u	4.8	Recalculated from original measurements; supercedes published results.	l	12.1	0.533	0.315	7.574e-06	28.6	7	5	5e-05	-1	2.5	0.8975
This study	335	0335x132054	0335x	0335x1320543	0335x1320543 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	398	K	-0.339	0.049	0.017	u	3.6	Recalculated from original measurements; supercedes published results.	l	23.9	0.926	0.63	1.694e-05	12.2	13	5	5e-05	-1	14.1	0.9734
This study	335	0335x133006	0335x	0335x1330061	0335x1330061 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	398	K	-0.486	0.045	0.022	u	14.3	Recalculated from original measurements; supercedes published results.	l	11.7	0.391	0.369	2.428e-05	14.5	11	4	5e-05	-1	7.4	0.9817
This study	335	0335x133006	0335x	0335x1330062	0335x1330062 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.614	0.024	0.014	u	3.9	Recalculated from original measurements; supercedes published results.	l	10.5	0.929	0.829	2.456e-05	3.2	16	9	4e-05	8	33.2	0.9922
This study	335	0335x133006	0335x	0335x1330063	0335x1330063 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	773	373	K	-0.634	0.041	0.026	u	2	Recalculated from original measurements; supercedes published results.	l	10.5	0.838	0.684	2.536e-05	8.1	15	8	4e-05	5	17.9	0.9787
This study	335	0335x133006	0335x	0335x1330064	0335x1330064 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	823	373	K	-0.424	0.054	0.023	u	5.3	Recalculated from original measurements; supercedes published results.	l	27.9	0.937	0.541	1.697e-05	11	17	9	4e-05	9	14.2	0.9571
This study	335	0335x141075	0335x	0335x1410751	0335x1410751 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.551	0.077	0.042	u	10.6	Recalculated from original measurements; supercedes published results.	l	0.4	0.613	0.416	2.755e-05	24.1	14	5	5e-05	-1	5.9	0.9308
This study	335	0335x141075	0335x	0335x1410752	0335x1410752 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.249	0.12	0.03	u	15.9	Recalculated from original measurements; supercedes published results.	l	8.7	1.043	0.744	1.246e-05	17.6	14	5	5e-05	-1	7.4	0.8336
This study	335	0335x142049	0335x	0335x1420492	0335x1420492 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	273	K	-0.498	0.235	0.117	u	12	Recalculated from original measurements; supercedes published results.	l	20.1	1.356	0.784	2.491e-05	8.2	14	5	5e-05	-1	4.7	0.4482
This study	335	0335x142049	0335x	0335x1420493	0335x1420493 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	743	273	K	-0.898	0.238	0.214	u	19.4	Recalculated from original measurements; supercedes published results.	l	9.5	1.268	0.503	4.49e-05	21.3	13	5	5e-05	-1	4.3	0.4739
This study	395	0395a171p11	0395a	0395a171p111	0395a171p111 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-0.455	0.131	0.06	u	12.6	Recalculated from original measurements; supercedes published results.	l	4	0.527	0.451	1.364e-05	12.5	8	4	3e-05	-1	3.4	0.8998
This study	395	0395a262p8a	0395a	0395a262p8a1	0395a262p8a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.411	0.191	0.079	u	10.8	Recalculated from original measurements; supercedes published results.	l	66.5	0.488	0.517	1.232e-05	9.1	9	4	3e-05	-1	1.9	0.7602
This study	395	0395a262p8b	0395a	0395a262p8b1	0395a262p8b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.684	0.142	0.097	u	14.7	Recalculated from original measurements; supercedes published results.	l	0.2	0.726	0.572	2.052e-05	11.5	9	4	3e-05	-1	4.3	0.8634
This study	395	0395a301p01	0395a	0395a301p011	0395a301p011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	373	K	-0.402	0.035	0.014	u	46.2	Recalculated from original measurements; supercedes published results.	l	3	0.935	0.387	1.205e-05	28.2	12	5	3e-05	-1	23.9	0.988
This study	395	0395a301p01	0395a	0395a301p012	0395a301p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-0.465	0.033	0.015	u	7.2	Recalculated from original measurements; supercedes published results.	l	9.4	0.929	0.675	1.396e-05	5.9	12	6	3e-05	-1	25.4	0.9893
This study	395	0395a332p14	0395a	0395a332p141	0395a332p141 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-0.334	0.049	0.016	u	11.7	Recalculated from original measurements; supercedes published results.	l	11.3	0.802	0.402	1.003e-05	13	8	4	3e-05	-1	13.2	0.9858
This study	395	0395a332p14	0395a	0395a332p142	0395a332p142 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.242	0.051	0.012	u	23.2	Recalculated from original measurements; supercedes published results.	l	23.1	0.612	0.307	7.247e-06	11.8	9	4	3e-05	-1	9.8	0.9818
This study	395	0395a411p02	0395a	0395a411p021	0395a411p021 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.38	0.083	0.032	u	4.6	Recalculated from original measurements; supercedes published results.	l	13.7	0.861	0.495	1.141e-05	7	11	5	3e-05	-1	8.9	0.9384
This study	395	0395a411p03	0395a	0395a411p031	0395a411p031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.245	0.127	0.031	u	8	Recalculated from original measurements; supercedes published results.	l	13.2	0.768	0.428	7.342e-06	19.8	11	5	3e-05	-1	5	0.8596
This study	395	0395a411p03	0395a	0395a411p032	0395a411p032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.701	0.054	0.038	u	17.9	Recalculated from original measurements; supercedes published results.	l	6.6	0.992	0.42	2.104e-05	14.1	15	6	3e-05	-1	16.9	0.9625
This study	395	0395a512p16	0395a	0395a512p161	0395a512p161 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	373	K	-0.364	0.127	0.046	u	14.5	Recalculated from original measurements; supercedes published results.	l	66.6	0.929	0.202	1.091e-05	15.6	28	12	3e-05	-1	3.6	0.6258
This study	395	0395a512p16	0395a	0395a512p162	0395a512p162 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	473	523	K	-0.205	0.359	0.074	u	165.4	Recalculated from original measurements; supercedes published results.	l	2	0.171	0.056	6.147e-06	21.5	6	2	3e-05	-1	0.3	0.5504
This study	395	0395a541p6a	0395a	0395a541p6a1	0395a541p6a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	423	K	-0.537	0.035	0.019	u	44.8	Recalculated from original measurements; supercedes published results.	l	14.7	0.5	0.226	1.61e-05	7.8	5	3	3e-05	-1	9.6	0.9962
This study	395	0395a541p6b	0395a	0395a541p6b1	0395a541p6b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.633	0.018	0.011	u	0.5	Recalculated from original measurements; supercedes published results.	l	1.5	0.854	0.679	1.898e-05	4.5	11	5	3e-05	-1	39.6	0.9971
This study	395	0395a542p08	0395a	0395a542p081	0395a542p081 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-0.704	0.026	0.018	u	7.6	Recalculated from original measurements; supercedes published results.	l	45.8	0.883	0.644	2.111e-05	7.4	12	5	3e-05	-1	30.1	0.9932
This study	395	0395a542p08	0395a	0395a542p082	0395a542p082 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	823	373	K	-0.98	0.085	0.083	u	14.4	Recalculated from original measurements; supercedes published results.	l	3.9	0.722	0.337	2.94e-05	29.9	15	7	3e-05	-1	7.7	0.9093
This study	395	0395a571p17	0395a	0395a571p173	0395a571p173 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	423	K	-0.27	0.023	0.006	u	13.1	Recalculated from original measurements; supercedes published results.	l	2.6	0.887	0.3	8.088e-06	16.2	12	6	3e-05	-1	34.3	0.9948
This study	395	0395a601p08	0395a	0395a601p081	0395a601p081 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	623	423	K	-0.629	0.069	0.043	u	11.7	Recalculated from original measurements; supercedes published results.	l	2.2	0.669	0.355	1.887e-05	5.1	6	3	3e-05	-1	6.9	0.9813
This study	395	0395a601p08	0395a	0395a601p082	0395a601p082 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	423	K	-0.465	0.041	0.019	u	11.5	Recalculated from original measurements; supercedes published results.	l	3.1	0.653	0.177	1.396e-05	10.7	7	3	3e-05	-1	11.1	0.9917
This study	395	0395a661000	0395a	0395a6610001	0395a6610001 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	623	423	K	-1.232	0.088	0.109	u	14.5	Recalculated from original measurements; supercedes published results.	l	11.6	0.654	0.355	3.695e-05	7	6	3	3e-05	-1	4.9	0.969
This study	395	0395a661000	0395a	0395a6610002	0395a6610002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	823	373	K	-0.393	0.217	0.085	u	57.3	Recalculated from original measurements; supercedes published results.	l	14.3	0.919	0.212	1.178e-05	14.1	14	7	3e-05	-1	2.9	0.5158
This study	395	0395a672000	0395a	0395a6720001	0395a6720001 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	373	K	-0.299	0.103	0.031	u	14.5	Recalculated from original measurements; supercedes published results.	l	5.5	0.862	0.32	8.972e-06	26	8	3	3e-05	-1	6.5	0.937
This study	395	0395a672000	0395a	0395a6720002	0395a6720002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-1.938	0.136	0.264	u	7	Recalculated from original measurements; supercedes published results.	l	62.4	0.881	0.601	5.813e-05	4.5	13	6	3e-05	-1	4.3	0.8057
This study	395	0395x111p11	0395x	0395x111p111	0395x111p111 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	573	K	-0.126	0.049	0.006	u	13	Recalculated from original measurements; supercedes published results.	l	3.5	0.553	0.061	3.778e-06	15.3	9	6	3e-05	-1	9.7	0.983
This study	395	0395x111p11	0395x	0395x111p112	0395x111p112 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	423	K	-0.188	0.036	0.007	u	12.8	Recalculated from original measurements; supercedes published results.	l	3.4	0.76	0.291	5.633e-06	13.6	13	6	3e-05	-1	18.5	0.9856
This study	396	0396b112039	0396b	0396b1120391	0396b1120391 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.093	0.108	0.01	u	19.9	Recalculated from original measurements; supercedes published results.	l	3.2	0.816	0.23	4.674e-06	20.4	13	6	5e-05	-1	6.8	0.8757
