tab	pmag_specimens
er_specimen_name	er_sample_name	er_site_name	er_location_name	er_analyst_mail_names	er_citation_names	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
mc105d1	mc105d	mc105	McMurdo	Lisa Tauxe	This study	mc105d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	423	K		-1.105	0.039	0.043		u	1.8	116.9	l	13.9	0.755	0.679	2.1	78.1	0.000027636	4.7	11	5	0.000025		-1		16.6	0.9864	-1
mc105f1	mc105f	mc105	McMurdo	Lisa Tauxe	This study	mc105f1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		188.4	l					70.6						1.5		13			0
mc105g1	mc105g	mc105	McMurdo	Lisa Tauxe	This study	mc105g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		183.5	l					70.6						1.3		13			0
mc105h1	mc105h	mc105	McMurdo	Lisa Tauxe	This study	mc105h1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		197.3	l					72						1.4		13			0
mc105j1	mc105j	mc105	McMurdo	Lisa Tauxe	This study	mc105j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	423	K		-1.255	0.021	0.027		u	1.5	172.9	l	16.4	0.786	0.703	2.2	40.4	0.000031377	4.9	11	5	0.000025		-1		31.5	0.9958	-1
mc106a1	mc106a	mc106	McMurdo	Lisa Tauxe	This study	mc106a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		23.8	l					-80.2						0.9		13			0
mc106b1	mc106b	mc106	McMurdo	Lisa Tauxe	This study	mc106b1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		32.2	l					-80.4						0.9		12			0
mc106c1	mc106c	mc106	McMurdo	Lisa Tauxe	This study	mc106c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		14.5	l					-74.9						1.2		12			0
mc106d1	mc106d	mc106	McMurdo	Lisa Tauxe	This study	mc106d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		24.4	l					-74.8						1.3		12			0
mc106e1	mc106e	mc106	McMurdo	Lisa Tauxe	This study	mc106e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		10.0	l					-72.8						0.9		12			0
mc107c1	mc107c	mc107	McMurdo	Lisa Tauxe	This study	mc107c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		89.8	l					-86.9						1.4		9			0
mc107d2	mc107d	mc107	McMurdo	Lisa Tauxe	This study	mc107d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	803	573	K					A	u		74.6	p					6						2.7		7			0
mc107e1	mc107e	mc107	McMurdo	Lisa Tauxe	This study	mc107e1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		111.3	l					-87.1						1.2		12			0
mc107e2	mc107e	mc107	McMurdo	Lisa Tauxe	This study	mc107e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	423	K		-0.61	0.138	0.084		u	6.2	353.9	l	7.1	1.117	0.737	1.5	-56.1	0.00001524	4.7	11	5	0.000025		-1		7	0.8352	-1
mc107h1	mc107h	mc107	McMurdo	Lisa Tauxe	This study	mc107h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		102.0	l					-82.7						1.6		13			0
mc107k1	mc107k	mc107	McMurdo	Lisa Tauxe	This study	mc107k1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		87.8	l					-86.8						0.8		12			0
mc107l1	mc107l	mc107	McMurdo	Lisa Tauxe	This study	mc107l1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		94.3	l					-81.5						1		12			0
mc108a1	mc108a	mc108	McMurdo	Lisa Tauxe	This study	mc108a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		86.7	l					-72.7						1.6		12			0
mc108b1	mc108b	mc108	McMurdo	Lisa Tauxe	This study	mc108b1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		70.8	l					-70.2						2.1		12			0
mc108c1	mc108c	mc108	McMurdo	Lisa Tauxe	This study	mc108c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		98.8	l					-76						10.5		6			0
mc108d1	mc108d	mc108	McMurdo	Lisa Tauxe	This study	mc108d1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.03	T					A	u		57.5	l					-74.4						1.4		7			0
mc108g2	mc108g	mc108	McMurdo	Lisa Tauxe	This study	mc108g2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.03	T					A	u		62.4	l					-69.4						1.7		7			0
mc108h1	mc108h	mc108	McMurdo	Lisa Tauxe	This study	mc108h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		54.7	l					-65.6						22.1		6			0
mc108k1	mc108k	mc108	McMurdo	Lisa Tauxe	This study	mc108k1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		71.7	l					-74.2						1.8		12			0
mc109a1	mc109a	mc109	McMurdo	Lisa Tauxe	This study	mc109a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	573	K		-1.438	0.031	0.044		u	0.5	175.8	l	10.7	0.861	0.724	4.5	53	0.000035957	2	9	5	0.000025		-1		23.5	0.9933	-1
mc109a2	mc109a	mc109	McMurdo	Lisa Tauxe	This study	mc109a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		155.1	l					75.4						0.4		13			0
mc109c1	mc109c	mc109	McMurdo	Lisa Tauxe	This study	mc109c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	573	K		-1.392	0.013	0.019		u	1.3	161.3	l	11.2	0.842	0.776	1.9	36.5	0.000034801	2	9	5	0.000025		-1		53.9	0.9988	-1
mc109d1	mc109d	mc109	McMurdo	Lisa Tauxe	This study	mc109d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	573	K		-1.346	0.022	0.029		u	0.9	161.3	l	10	0.772	0.724	2.8	34.2	0.000033654	2.3	8	5	0.000025		-1		29.5	0.9972	-1
mc109e1	mc109e	mc109	McMurdo	Lisa Tauxe	This study	mc109e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	523	K		-1.214	0.015	0.018		u	1.5	161.2	l	20.2	0.765	0.724	1.9	44.4	0.000030343	2.2	9	5	0.000025		-1		43.2	0.9984	-1
mc109i1	mc109i	mc109	McMurdo	Lisa Tauxe	This study	mc109i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		175.7	l					77.9						2.1		13			0
mc10a	mc10a	mc10	McMurdo	Lisa Tauxe	This study	mc10a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	673	373	K		-0.739	0.101	0.075		u	9.2	3.6	l	20.6	0.406	0.389	1	-27.6	0.000029544	4.5	7	5	0.00004		-1		3	0.9495	-1
mc10b	mc10b	mc10	McMurdo	Lisa Tauxe	This study	mc10b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	673	373	K		-0.741	0.169	0.126		u	9.1	11.5	l	28.4	0.379	0.425	0.8	-29.3	0.000029657	4	7	5	0.00004		-1		1.6	0.8617	-1
mc10c	mc10c	mc10	McMurdo	Lisa Tauxe	This study	mc10c-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		348.4	l					-76.4						0.8		11			0
mc10d	mc10d	mc10	McMurdo	Lisa Tauxe	This study	mc10d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-0.934	0.052	0.049		u	1.7	3.2	l	10.7	0.865	0.854	1.8	-63.1	0.000037372	1.5	11	4	0.00004		-1		13.8	0.9756	-1
mc10e	mc10e	mc10	McMurdo	Lisa Tauxe	This study	mc10e-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.16	0.005	T					A	u		316.9	l					-76.5						1		12			0
mc10f	mc10f	mc10	McMurdo	Lisa Tauxe	This study	mc10f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		352.9	l					-75.8						0.6		9			0
mc10g	mc10g	mc10	McMurdo	Lisa Tauxe	This study	mc10g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		341.8	l					-77						1.6		8			0
mc10h	mc10h	mc10	McMurdo	Lisa Tauxe	This study	mc10h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		358.1	l					-73.6						0.8		10			0
mc110a1	mc110a	mc110	McMurdo	Lisa Tauxe	This study	mc110a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		58.2	p					14.1						12.6		12			0
mc110a2	mc110a	mc110	McMurdo	Lisa Tauxe	This study	mc110a2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		266.6	l					78.4						0.7		11			0
mc110b2	mc110b	mc110	McMurdo	Lisa Tauxe	This study	mc110b2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		263.9	l					71.8						0.6		10			0
mc110d1	mc110d	mc110	McMurdo	Lisa Tauxe	This study	mc110d1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		248.3	l					80.5						0.9		12			0
mc110g1	mc110g	mc110	McMurdo	Lisa Tauxe	This study	mc110g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		237.3	l					81.2						1.2		12			0
mc110i1	mc110i	mc110	McMurdo	Lisa Tauxe	This study	mc110i1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		226.9	l					84.3						1		12			0
mc111a2	mc111a	mc111	McMurdo	Lisa Tauxe	This study	mc111a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		48.4	l					-68.7						0.4		9			0
mc111b1	mc111b	mc111	McMurdo	Lisa Tauxe	This study	mc111b1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.015	T					A	u		55.0	l					-69.7						0.8		8			0
mc111d1	mc111d	mc111	McMurdo	Lisa Tauxe	This study	mc111d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		45.6	l					-66.2						1.3		13			0
mc111d2	mc111d	mc111	McMurdo	Lisa Tauxe	This study	mc111d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	698	K		-1.104	0.015	0.017		u	1.3	334.4	l	3.8	0.625	0.752	1.7	-43.9	0.000027594	1.7	8	7	0.000025		-1		33.6	0.9986	-1
mc111e1	mc111e	mc111	McMurdo	Lisa Tauxe	This study	mc111e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		51.6	l					-65.8						0.9		9			0
mc111e2	mc111e	mc111	McMurdo	Lisa Tauxe	This study	mc111e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	698	K		-1.128	0.012	0.014		u	1.8	332.0	l	1.2	0.637	0.727	1.1	-47.3	0.000028202	1.7	7	5	0.000025		-1		34.2	0.9992	-1
mc111f1	mc111f	mc111	McMurdo	Lisa Tauxe	This study	mc111f1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.02	T					A	u		43.9	l					-69.3						0.7		8			0
mc112a1	mc112a	mc112	McMurdo	Lisa Tauxe	This study	mc112a1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		246.7	l					73.5						1.1		9			0
mc112c1	mc112c	mc112	McMurdo	Lisa Tauxe	This study	mc112c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	793	273	K					A	u		80.6	p					14						9.8		10			0
mc112d1	mc112d	mc112	McMurdo	Lisa Tauxe	This study	mc112d1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		254.4	l					79.4						1.8		11			0
mc112g1	mc112g	mc112	McMurdo	Lisa Tauxe	This study	mc112g1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		219.4	l					76.9						1.4		13			0
mc112h3	mc112h	mc112	McMurdo	Lisa Tauxe	This study	mc112h3-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		226.5	l					77.6						1.5		8			0
mc112j1	mc112j	mc112	McMurdo	Lisa Tauxe	This study	mc112j1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		223.3	l					69.3						2.4		8			0
mc113a1	mc113a	mc113	McMurdo	Lisa Tauxe	This study	mc113a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		267.0	l					73.9						1.9		13			0
mc113a2	mc113a	mc113	McMurdo	Lisa Tauxe	This study	mc113a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	573	K		-0.438	0.088	0.039		u	5.3	166.0	l	17.3	0.945	0.633	2.2	23.3	0.000010962	5.7	9	6	0.000025		-1		8.6	0.9465	-1
mc113b1	mc113b	mc113	McMurdo	Lisa Tauxe	This study	mc113b1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		265.4	l					72.7						1		10			0
mc113c1	mc113c	mc113	McMurdo	Lisa Tauxe	This study	mc113c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		272.7	l					72.1						1.3		10			0
mc113h1	mc113h	mc113	McMurdo	Lisa Tauxe	This study	mc113h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		254.0	l					78.5						1.3		13			0
mc113j1	mc113j	mc113	McMurdo	Lisa Tauxe	This study	mc113j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	803	473	K		-0.46	0.045	0.02		u	3.9	172.4	l	9.8	0.908	0.69	1.8	28.6	0.000011495	5.1	10	6	0.000025		-1		16.5	0.9842	-1
mc113m1	mc113m	mc113	McMurdo	Lisa Tauxe	This study	mc113m1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.485	0.029	0.014		u	3.7	179.8	l	12.1	0.95	0.74	1.2	13.9	0.000012137	4.6	11	6	0.000025		-1		27.3	0.9925	-1
mc114a1	mc114a	mc114	McMurdo	Lisa Tauxe	This study	mc114a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		46.6	l					-70.2						1		13			0
mc114b2	mc114b	mc114	McMurdo	Lisa Tauxe	This study	mc114b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.06	0.01	T					A	u		48.0	l					-71						2.1		7			0
mc114c1	mc114c	mc114	McMurdo	Lisa Tauxe	This study	mc114c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		54.7	l					-68.9						2.5		11			0
mc114d2	mc114d	mc114	McMurdo	Lisa Tauxe	This study	mc114d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.02	T					A	u		53.8	l					-65.3						2.3		7			0
mc114i1	mc114i	mc114	McMurdo	Lisa Tauxe	This study	mc114i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.015	T					A	u		59.2	l					-72.7						4.3		8			0
mc115a1	mc115a	mc115	McMurdo	Lisa Tauxe	This study	mc115a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		81.8	l					69.1						0.8		13			0
mc115a2	mc115a	mc115	McMurdo	Lisa Tauxe	This study	mc115a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	473	K		-0.996	0.013	0.013		u	1	169.5	l	4.5	0.888	0.849	0.9	30.7	0.00002491	2.6	11	5	0.000025		-1		55.7	0.9986	-1
mc115b1	mc115b	mc115	McMurdo	Lisa Tauxe	This study	mc115b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.972	0.043	0.041		u	2.1	170.9	l	0.4	0.927	0.82	1.8	42.4	0.000024302	3.8	12	5	0.000025		-1		17.7	0.9819	-1
mc115e1	mc115e	mc115	McMurdo	Lisa Tauxe	This study	mc115e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	423	K		-0.989	0.089	0.088		u	5	158.4	l	24.7	0.585	0.53	2.3	41.4	0.000024723	9.2	8	5	0.000025		-1		5	0.9528	-1
mc115g2	mc115g	mc115	McMurdo	Lisa Tauxe	This study	mc115g2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		81.5	l					65.9						1.1		13			0
mc115h1	mc115h	mc115	McMurdo	Lisa Tauxe	This study	mc115h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	813	573	K					A	u		74.2	l					63.4						2.9		8			0
mc116a1	mc116a	mc116	McMurdo	Lisa Tauxe	This study	mc116a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		239.7	l					-73						0.8		13			0
mc116b1	mc116b	mc116	McMurdo	Lisa Tauxe	This study	mc116b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	523	K		-1.541	0.071	0.109		u	0.4	354.1	l	4.5	0.763	0.668	1.3	-58.7	0.000038525	2.2	9	5	0.000025		-1		9.2	0.9654	-1
mc116c1	mc116c	mc116	McMurdo	Lisa Tauxe	This study	mc116c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		275.9	l					-82.5						1.3		11			0
mc116i2	mc116i	mc116	McMurdo	Lisa Tauxe	This study	mc116i2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		286.7	l					-77.8						2		11			0
mc116j2	mc116j	mc116	McMurdo	Lisa Tauxe	This study	mc116j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	793	423	K		-1.641	0.125	0.204		u	3.1	6.4	l	3.3	0.827	0.704	0.8	-15.1	0.000041015	4.2	9	5	0.000025		-1		5.4	0.8944	-1
mc117a1	mc117a	mc117	McMurdo	Lisa Tauxe	This study	mc117a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-1.02	0.016	0.017		u	0.8	194.4	l	16.1	0.921	0.921	0.3	64.3	0.000025501	1	12	5	0.000025		-1		46.5	0.9973	-1
mc117a2	mc117a	mc117	McMurdo	Lisa Tauxe	This study	mc117a2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		166.4	l					68.4						0.8		13			0
mc117b1	mc117b	mc117	McMurdo	Lisa Tauxe	This study	mc117b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-1.047	0.02	0.021		u	1	193.4	l	14.5	0.914	0.921	2.3	65.3	0.000026184	1.3	12	5	0.000025		-1		37.8	0.9958	-1
mc117d2	mc117d	mc117	McMurdo	Lisa Tauxe	This study	mc117d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	423	K		-1.072	0.022	0.023		u	0.8	189.3	l	15.4	0.902	0.908	2	48.4	0.000026788	1.5	11	5	0.000025		-1		33.5	0.9958	-1
mc117e2	mc117e	mc117	McMurdo	Lisa Tauxe	This study	mc117e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	423	K		-1.086	0.025	0.028		u	1.2	194.9	l	16.3	0.885	0.855	0.7	53.7	0.000027157	2.8	11	5	0.000025		-1		28.7	0.9942	-1
mc117h1	mc117h	mc117	McMurdo	Lisa Tauxe	This study	mc117h1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		158.6	l					71.4						1.9		13			0
mc118a1	mc118a	mc118	McMurdo	Lisa Tauxe	This study	mc118a1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		62.1	l					-57.9						1.5		13			0
mc118c1	mc118c	mc118	McMurdo	Lisa Tauxe	This study	mc118c1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		65.9	l					-54						2.4		11			0
