tab	er_samples
er_sample_name	er_site_name	er_location_name	cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_sample_alternatives	er_scientist_mail_names	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
mc211c	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211d	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211e	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211f	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211g	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211h	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211i	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211j	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc212a	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212b	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212c	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212d	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212e	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212f	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212g	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212h	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212i	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212j	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212k	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc212l	mc212	McMurdo			This study			:SO-NO					Not Specified							-77.56505	Not Specified	166.35938		Not Specified
mc213a	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213b	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213c	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213d	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213e	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213f	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213g	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213h	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213i	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213j	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc213k	mc213	McMurdo			This study			:SO-NO					Not Specified							-77.22331	Not Specified	166.42877		Not Specified
mc214a	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214b	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214c	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214d	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214e	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214f	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214g	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214h	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214i	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc214j	mc214	McMurdo			This study			:SO-NO					Not Specified							-77.22355	Not Specified	166.4294		Not Specified
mc215a	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215b	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215c	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215d	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215e	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215f	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215g	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215h	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215i	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc215j	mc215	McMurdo			This study			:SO-NO					Not Specified							-77.47730	Not Specified	166.89491		Not Specified
mc216a	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216b	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216c	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216d	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216e	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216f	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216g	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216h	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216i	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc216j	mc216	McMurdo			This study			:SO-NO					Not Specified							-77.42391	Not Specified	166.81075		Not Specified
mc217a	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217b	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217c	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217d	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217e	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217f	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217g	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217h	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217i	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217j	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc217k	mc217	McMurdo			This study			:SO-NO					Not Specified							-77.50885	Not Specified	167.44064		Not Specified
mc218a	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218b	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218c	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218d	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218e	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218f	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218g	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218h	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218i	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218j	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218k	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc218l	mc218	McMurdo			This study			:SO-NO					Not Specified							-77.56218	Not Specified	166.97756		Not Specified
mc219a	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219b	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219c	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219d	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219e	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219f	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219g	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219h	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219i	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219j	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219k	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc219l	mc219	McMurdo			This study			:SO-NO					Not Specified							-77.84783	Not Specified	166.67453		Not Specified
mc21a	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21b	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21c	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21d	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21e	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21f	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21g	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc21h	mc21	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.49		Not Specified
mc220a	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220b	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220c	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220d	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220e	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220f	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220g	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220h	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220i	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc220j	mc220	McMurdo			This study			:SO-NO					Not Specified							-77.45702	Not Specified	166.91009		Not Specified
mc221a	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221b	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221c	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221d	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221e	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221f	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221g	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221h	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221i	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc221j	mc221	McMurdo			This study			:SO-NO					Not Specified							-77.51610	Not Specified	166.79804		Not Specified
mc222a	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222b	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222c	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222d	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222e	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222f	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222g	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222h	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222i	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc222j	mc222	McMurdo			This study			:SO-NO					Not Specified							-77.53893	Not Specified	166.84845		Not Specified
mc223a	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223b	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223c	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223d	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223e	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223f	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223g	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223h	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223i	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223j	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223k	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc223l	mc223	McMurdo			This study			:SO-NO					Not Specified							-77.65831	Not Specified	166.7863		Not Specified
mc224a	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224b	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224c	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224d	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224e	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224f	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224g	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224h	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224i	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224j	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224k	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224l	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc224m	mc224	McMurdo			This study			:SO-NO					Not Specified							-77.53046	Not Specified	166.8839		Not Specified
mc225a	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225b	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225c	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225d	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225e	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225f	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225g	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225h	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225i	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225j	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc225k	mc225	McMurdo			This study			:SO-NO					Not Specified							-77.58053	Not Specified	166.80156		Not Specified
mc226a	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226b	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226c	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226d	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226e	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226f	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226g	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226h	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226i	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226j	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc226k	mc226	McMurdo			This study			:SO-NO					Not Specified							-77.61355	Not Specified	166.76571		Not Specified
mc227a	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227b	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227c	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227d	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227e	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227f	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227g	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227h	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227i	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc227j	mc227	McMurdo			This study			:SO-NO					Not Specified							-77.27064	Not Specified	166.73278		Not Specified
mc228a	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228b	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228c	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228d	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228e	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228f	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228g	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228h	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228i	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc228j	mc228	McMurdo			This study			:SO-NO					Not Specified							-77.26690	Not Specified	166.37738		Not Specified
mc229a	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229b	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229c	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229d	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229e	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229f	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229g	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229h	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229i	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229j	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc229k	mc229	McMurdo			This study			:SO-NO					Not Specified							-77.48281	Not Specified	167.15435		Not Specified
mc22a	mc22				This study			:SO-NO					Not Specified							-78.20000	Not Specified	166.54		Not Specified
mc22b	mc22				This study			:SO-NO					Not Specified							-78.20000	Not Specified	166.54		Not Specified
mc26a	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26b	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26c	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26d	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26e	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26f	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26g	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc26h	mc26	McMurdo			This study			:SO-NO					Not Specified							-78.21000	Not Specified	166.57		Not Specified
mc28a	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28b	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28c	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28d	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28e	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28f	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28g	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc28h	mc28	McMurdo			This study			:SO-NO					Not Specified							-78.29000	Not Specified	164.73		Not Specified
mc29a	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29b	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29c	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29d	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29e	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29f	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29g	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc29h	mc29	McMurdo			This study			:SO-NO					Not Specified							-78.31000	Not Specified	164.8		Not Specified
mc30a	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30b	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30c	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30d	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30e	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30f	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30g	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc30h	mc30	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.87		Not Specified
mc31a	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31b	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31c	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31d	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31e	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31f	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31g	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc31h	mc31	McMurdo			This study			:SO-NO					Not Specified							-78.34000	Not Specified	164.28		Not Specified
mc32a	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
mc32b	mc32	McMurdo			This study			:SO-NO					Not Specified							-78.36000	Not Specified	164.3		Not Specified
