tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	15-2-008	15-2-008	15-2-008	15-2-008:LP-AF-DIR	LT-AF-Z		157.8	g	47.9	1.242e-05	181	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-008	15-2-008	15-2-008	15-2-008:LP-ARM	LT-AF-I			g		1.920e-04	182	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-008	15-2-008	15-2-008	15-2-008:LP-IRM	LT-IRM			g		4.073e-03	183	u	300	0	1.0	300
This study	DSDP Site 522	15-2-008	15-2-008	15-2-008	15-2-008:LP-X	LP-X	2.716e-07					184		300	10e-3	0	300
This study	DSDP Site 522	15-2-012	15-2-012	15-2-012	15-2-012:LP-AF-DIR	LT-AF-Z		157.5	g	47.1	1.253e-05	185	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-012	15-2-012	15-2-012	15-2-012:LP-ARM	LT-AF-I			g		2.150e-04	186	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-012	15-2-012	15-2-012	15-2-012:LP-IRM	LT-IRM			g		4.703e-03	187	u	300	0	1.0	300
This study	DSDP Site 522	15-2-012	15-2-012	15-2-012	15-2-012:LP-X	LP-X	3.177e-07					188		300	10e-3	0	300
This study	DSDP Site 522	15-2-014	15-2-014	15-2-014	15-2-014:LP-AF-DIR	LT-AF-Z		155.3	g	44.9	1.111e-05	189	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-014	15-2-014	15-2-014	15-2-014:LP-ARM	LT-AF-I			g		2.338e-04	190	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-014	15-2-014	15-2-014	15-2-014:LP-IRM	LT-IRM			g		5.197e-03	191	u	300	0	1.0	300
This study	DSDP Site 522	15-2-014	15-2-014	15-2-014	15-2-014:LP-X	LP-X	3.528e-07					192		300	10e-3	0	300
This study	DSDP Site 522	15-2-019	15-2-019	15-2-019	15-2-019:LP-AF-DIR	LT-AF-Z		182.5	g	33.6	3.480e-06	193	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-019	15-2-019	15-2-019	15-2-019:LP-ARM	LT-AF-I			g		2.194e-04	194	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-019	15-2-019	15-2-019	15-2-019:LP-IRM	LT-IRM			g		4.755e-03	195	u	300	0	1.0	300
This study	DSDP Site 522	15-2-019	15-2-019	15-2-019	15-2-019:LP-X	LP-X	3.260e-07					196		300	10e-3	0	300
This study	DSDP Site 522	15-2-021	15-2-021	15-2-021	15-2-021:LP-AF-DIR	LT-AF-Z		168.8	g	56	1.028e-05	197	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-021	15-2-021	15-2-021	15-2-021:LP-ARM	LT-AF-I			g		1.814e-04	198	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-021	15-2-021	15-2-021	15-2-021:LP-IRM	LT-IRM			g		4.510e-03	199	u	300	0	1.0	300
This study	DSDP Site 522	15-2-021	15-2-021	15-2-021	15-2-021:LP-X	LP-X	3.138e-07					200		300	10e-3	0	300
This study	DSDP Site 522	15-2-024	15-2-024	15-2-024	15-2-024:LP-AF-DIR	LT-AF-Z		149.6	g	57.5	9.671e-06	201	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-024	15-2-024	15-2-024	15-2-024:LP-ARM	LT-AF-I			g		1.767e-04	202	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-024	15-2-024	15-2-024	15-2-024:LP-IRM	LT-IRM			g		4.417e-03	203	u	300	0	1.0	300
This study	DSDP Site 522	15-2-024	15-2-024	15-2-024	15-2-024:LP-X	LP-X	3.101e-07					204		300	10e-3	0	300
This study	DSDP Site 522	15-2-027	15-2-027	15-2-027	15-2-027:LP-AF-DIR	LT-AF-Z		150.4	g	54.5	1.092e-05	205	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-027	15-2-027	15-2-027	15-2-027:LP-ARM	LT-AF-I			g		1.726e-04	206	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-027	15-2-027	15-2-027	15-2-027:LP-IRM	LT-IRM			g		4.394e-03	207	u	300	0	1.0	300
This study	DSDP Site 522	15-2-027	15-2-027	15-2-027	15-2-027:LP-X	LP-X	3.114e-07					208		300	10e-3	0	300
This study	DSDP Site 522	15-2-030	15-2-030	15-2-030	15-2-030:LP-AF-DIR	LT-AF-Z		154.2	g	48.3	6.056e-06	209	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-030	15-2-030	15-2-030	15-2-030:LP-ARM	LT-AF-I			g		1.518e-04	210	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-030	15-2-030	15-2-030	15-2-030:LP-IRM	LT-IRM			g		3.828e-03	211	u	300	0	1.0	300
This study	DSDP Site 522	15-2-030	15-2-030	15-2-030	15-2-030:LP-X	LP-X	2.764e-07					212		300	10e-3	0	300
This study	DSDP Site 522	15-2-034	15-2-034	15-2-034	15-2-034:LP-AF-DIR	LT-AF-Z		148.7	g	42.1	4.032e-06	213	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-034	15-2-034	15-2-034	15-2-034:LP-ARM	LT-AF-I			g		1.372e-04	214	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-034	15-2-034	15-2-034	15-2-034:LP-IRM	LT-IRM			g		3.327e-03	215	u	300	0	1.0	300
This study	DSDP Site 522	15-2-034	15-2-034	15-2-034	15-2-034:LP-X	LP-X	2.207e-07					216		300	10e-3	0	300
This study	DSDP Site 522	15-2-037	15-2-037	15-2-037	15-2-037:LP-AF-DIR	LT-AF-Z		135.3	g	49.1	1.980e-06	217	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-037	15-2-037	15-2-037	15-2-037:LP-ARM	LT-AF-I			g		1.146e-04	218	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-037	15-2-037	15-2-037	15-2-037:LP-IRM	LT-IRM			g		2.741e-03	219	u	300	0	1.0	300
This study	DSDP Site 522	15-2-037	15-2-037	15-2-037	15-2-037:LP-X	LP-X	1.866e-07					220		300	10e-3	0	300
This study	DSDP Site 522	15-2-040	15-2-040	15-2-040	15-2-040:LP-AF-DIR	LT-AF-Z		156.3	g	32.8	2.416e-06	221	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-040	15-2-040	15-2-040	15-2-040:LP-ARM	LT-AF-I			g		1.328e-04	222	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-040	15-2-040	15-2-040	15-2-040:LP-IRM	LT-IRM			g		2.846e-03	223	u	300	0	1.0	300
This study	DSDP Site 522	15-2-040	15-2-040	15-2-040	15-2-040:LP-X	LP-X	1.898e-07					224		300	10e-3	0	300
This study	DSDP Site 522	15-2-043	15-2-043	15-2-043	15-2-043:LP-AF-DIR	LT-AF-Z		146.6	g	22.7	2.398e-06	225	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-043	15-2-043	15-2-043	15-2-043:LP-ARM	LT-AF-I			g		1.643e-04	226	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-043	15-2-043	15-2-043	15-2-043:LP-IRM	LT-IRM			g		3.079e-03	227	u	300	0	1.0	300
This study	DSDP Site 522	15-2-043	15-2-043	15-2-043	15-2-043:LP-X	LP-X	2.141e-07					228		300	10e-3	0	300
This study	DSDP Site 522	15-2-046	15-2-046	15-2-046	15-2-046:LP-AF-DIR	LT-AF-Z		161.7	g	1.5	1.443e-06	229	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-046	15-2-046	15-2-046	15-2-046:LP-ARM	LT-AF-I			g		1.786e-04	230	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-046	15-2-046	15-2-046	15-2-046:LP-IRM	LT-IRM			g		3.351e-03	231	u	300	0	1.0	300
This study	DSDP Site 522	15-2-046	15-2-046	15-2-046	15-2-046:LP-X	LP-X	2.359e-07					232		300	10e-3	0	300
This study	DSDP Site 522	15-2-050	15-2-050	15-2-050	15-2-050:LP-AF-DIR	LT-AF-Z		33.5	g	-86.5	1.406e-06	233	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-050	15-2-050	15-2-050	15-2-050:LP-ARM	LT-AF-I			g		1.963e-04	234	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-050	15-2-050	15-2-050	15-2-050:LP-IRM	LT-IRM			g		3.625e-03	235	u	300	0	1.0	300
This study	DSDP Site 522	15-2-050	15-2-050	15-2-050	15-2-050:LP-X	LP-X	2.529e-07					236		300	10e-3	0	300
This study	DSDP Site 522	15-2-055	15-2-055	15-2-055	15-2-055:LP-AF-DIR	LT-AF-Z		344.0	g	-45.7	2.332e-06	237	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-055	15-2-055	15-2-055	15-2-055:LP-ARM	LT-AF-I			g		1.961e-04	238	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-055	15-2-055	15-2-055	15-2-055:LP-IRM	LT-IRM			g		3.652e-03	239	u	300	0	1.0	300
This study	DSDP Site 522	15-2-055	15-2-055	15-2-055	15-2-055:LP-X	LP-X	2.566e-07					240		300	10e-3	0	300
This study	DSDP Site 522	15-2-058	15-2-058	15-2-058	15-2-058:LP-AF-DIR	LT-AF-Z		320.5	g	-71	6.397e-06	241	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-058	15-2-058	15-2-058	15-2-058:LP-ARM	LT-AF-I			g		1.763e-04	242	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-058	15-2-058	15-2-058	15-2-058:LP-IRM	LT-IRM			g		3.565e-03	243	u	300	0	1.0	300
This study	DSDP Site 522	15-2-058	15-2-058	15-2-058	15-2-058:LP-X	LP-X	2.466e-07					244		300	10e-3	0	300
This study	DSDP Site 522	15-2-061	15-2-061	15-2-061	15-2-061:LP-AF-DIR	LT-AF-Z		340.5	g	-69.1	3.863e-06	245	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-061	15-2-061	15-2-061	15-2-061:LP-ARM	LT-AF-I			g		1.580e-04	246	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-061	15-2-061	15-2-061	15-2-061:LP-IRM	LT-IRM			g		3.447e-03	247	u	300	0	1.0	300
This study	DSDP Site 522	15-2-061	15-2-061	15-2-061	15-2-061:LP-X	LP-X	2.421e-07					248		300	10e-3	0	300
This study	DSDP Site 522	15-2-064	15-2-064	15-2-064	15-2-064:LP-AF-DIR	LT-AF-Z		328.1	g	-66.1	8.468e-06	249	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-064	15-2-064	15-2-064	15-2-064:LP-ARM	LT-AF-I			g		1.610e-04	250	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-064	15-2-064	15-2-064	15-2-064:LP-IRM	LT-IRM			g		3.284e-03	251	u	300	0	1.0	300
This study	DSDP Site 522	15-2-064	15-2-064	15-2-064	15-2-064:LP-X	LP-X	2.308e-07					252		300	10e-3	0	300
This study	DSDP Site 522	15-2-067	15-2-067	15-2-067	15-2-067:LP-AF-DIR	LT-AF-Z		309.9	g	-63.5	9.617e-06	253	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-067	15-2-067	15-2-067	15-2-067:LP-ARM	LT-AF-I			g		1.752e-04	254	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-067	15-2-067	15-2-067	15-2-067:LP-IRM	LT-IRM			g		3.504e-03	255	u	300	0	1.0	300
This study	DSDP Site 522	15-2-067	15-2-067	15-2-067	15-2-067:LP-X	LP-X	2.389e-07					256		300	10e-3	0	300
This study	DSDP Site 522	15-2-070	15-2-070	15-2-070	15-2-070:LP-AF-DIR	LT-AF-Z		315.5	g	-59.5	8.622e-06	257	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-070	15-2-070	15-2-070	15-2-070:LP-ARM	LT-AF-I			g		1.754e-04	258	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-070	15-2-070	15-2-070	15-2-070:LP-IRM	LT-IRM			g		3.490e-03	259	u	300	0	1.0	300
This study	DSDP Site 522	15-2-070	15-2-070	15-2-070	15-2-070:LP-X	LP-X	2.346e-07					260		300	10e-3	0	300
This study	DSDP Site 522	15-2-073	15-2-073	15-2-073	15-2-073:LP-AF-DIR	LT-AF-Z		309.1	g	-54.7	8.012e-06	261	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-073	15-2-073	15-2-073	15-2-073:LP-ARM	LT-AF-I			g		1.649e-04	262	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-073	15-2-073	15-2-073	15-2-073:LP-IRM	LT-IRM			g		3.363e-03	263	u	300	0	1.0	300
This study	DSDP Site 522	15-2-073	15-2-073	15-2-073	15-2-073:LP-X	LP-X	2.310e-07					264		300	10e-3	0	300
This study	DSDP Site 522	15-2-076	15-2-076	15-2-076	15-2-076:LP-AF-DIR	LT-AF-Z		304.7	g	-53	6.350e-06	265	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-076	15-2-076	15-2-076	15-2-076:LP-ARM	LT-AF-I			g		1.572e-04	266	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-076	15-2-076	15-2-076	15-2-076:LP-IRM	LT-IRM			g		3.199e-03	267	u	300	0	1.0	300
This study	DSDP Site 522	15-2-076	15-2-076	15-2-076	15-2-076:LP-X	LP-X	2.178e-07					268		300	10e-3	0	300
This study	DSDP Site 522	15-2-079	15-2-079	15-2-079	15-2-079:LP-AF-DIR	LT-AF-Z		301.8	g	-55.4	5.962e-06	269	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-079	15-2-079	15-2-079	15-2-079:LP-ARM	LT-AF-I			g		1.527e-04	270	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-079	15-2-079	15-2-079	15-2-079:LP-IRM	LT-IRM			g		2.893e-03	271	u	300	0	1.0	300
This study	DSDP Site 522	15-2-079	15-2-079	15-2-079	15-2-079:LP-X	LP-X	1.968e-07					272		300	10e-3	0	300
This study	DSDP Site 522	15-2-082	15-2-082	15-2-082	15-2-082:LP-AF-DIR	LT-AF-Z		314.3	g	-59.2	9.536e-06	273	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-082	15-2-082	15-2-082	15-2-082:LP-ARM	LT-AF-I			g		1.591e-04	274	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-082	15-2-082	15-2-082	15-2-082:LP-IRM	LT-IRM			g		3.093e-03	275	u	300	0	1.0	300
This study	DSDP Site 522	15-2-082	15-2-082	15-2-082	15-2-082:LP-X	LP-X	2.065e-07					276		300	10e-3	0	300
This study	DSDP Site 522	15-2-085	15-2-085	15-2-085	15-2-085:LP-AF-DIR	LT-AF-Z		322.0	g	-58.5	6.823e-06	277	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-085	15-2-085	15-2-085	15-2-085:LP-ARM	LT-AF-I			g		1.502e-04	278	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-085	15-2-085	15-2-085	15-2-085:LP-IRM	LT-IRM			g		2.795e-03	279	u	300	0	1.0	300
This study	DSDP Site 522	15-2-085	15-2-085	15-2-085	15-2-085:LP-X	LP-X	1.858e-07					280		300	10e-3	0	300
This study	DSDP Site 522	15-2-088	15-2-088	15-2-088	15-2-088:LP-AF-DIR	LT-AF-Z		316.4	g	-51.9	5.174e-06	281	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-088	15-2-088	15-2-088	15-2-088:LP-ARM	LT-AF-I			g		1.586e-04	282	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-088	15-2-088	15-2-088	15-2-088:LP-IRM	LT-IRM			g		2.807e-03	283	u	300	0	1.0	300
This study	DSDP Site 522	15-2-088	15-2-088	15-2-088	15-2-088:LP-X	LP-X	1.924e-07					284		300	10e-3	0	300
This study	DSDP Site 522	15-2-091	15-2-091	15-2-091	15-2-091:LP-AF-DIR	LT-AF-Z		314.0	g	-66.8	3.451e-06	285	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-091	15-2-091	15-2-091	15-2-091:LP-ARM	LT-AF-I			g		1.677e-04	286	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-091	15-2-091	15-2-091	15-2-091:LP-IRM	LT-IRM			g		2.872e-03	287	u	300	0	1.0	300
This study	DSDP Site 522	15-2-091	15-2-091	15-2-091	15-2-091:LP-X	LP-X	1.909e-07					288		300	10e-3	0	300
This study	DSDP Site 522	15-2-095	15-2-095	15-2-095	15-2-095:LP-AF-DIR	LT-AF-Z		136.6	g	45.3	1.141e-06	289	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-095	15-2-095	15-2-095	15-2-095:LP-ARM	LT-AF-I			g		1.676e-04	290	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-095	15-2-095	15-2-095	15-2-095:LP-IRM	LT-IRM			g		2.906e-03	291	u	300	0	1.0	300
This study	DSDP Site 522	15-2-095	15-2-095	15-2-095	15-2-095:LP-X	LP-X	1.976e-07					292		300	10e-3	0	300
This study	DSDP Site 522	15-2-098	15-2-098	15-2-098	15-2-098:LP-AF-DIR	LT-AF-Z		149.6	g	46.7	5.994e-06	293	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-098	15-2-098	15-2-098	15-2-098:LP-ARM	LT-AF-I			g		2.013e-04	294	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-098	15-2-098	15-2-098	15-2-098:LP-IRM	LT-IRM			g		3.442e-03	295	u	300	0	1.0	300
This study	DSDP Site 522	15-2-098	15-2-098	15-2-098	15-2-098:LP-X	LP-X	2.346e-07					296		300	10e-3	0	300
This study	DSDP Site 522	15-2-101	15-2-101	15-2-101	15-2-101:LP-AF-DIR	LT-AF-Z		164.0	g	48	3.233e-06	297	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-101	15-2-101	15-2-101	15-2-101:LP-ARM	LT-AF-I			g		1.988e-04	298	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-101	15-2-101	15-2-101	15-2-101:LP-IRM	LT-IRM			g		3.370e-03	299	u	300	0	1.0	300
This study	DSDP Site 522	15-2-101	15-2-101	15-2-101	15-2-101:LP-X	LP-X	2.256e-07					300		300	10e-3	0	300
This study	DSDP Site 522	15-2-104	15-2-104	15-2-104	15-2-104:LP-AF-DIR	LT-AF-Z		170.4	g	54.3	8.138e-06	301	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-104	15-2-104	15-2-104	15-2-104:LP-ARM	LT-AF-I			g		1.905e-04	302	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-104	15-2-104	15-2-104	15-2-104:LP-IRM	LT-IRM			g		3.446e-03	303	u	300	0	1.0	300
This study	DSDP Site 522	15-2-104	15-2-104	15-2-104	15-2-104:LP-X	LP-X	2.343e-07					304		300	10e-3	0	300
This study	DSDP Site 522	15-2-107	15-2-107	15-2-107	15-2-107:LP-AF-DIR	LT-AF-Z		166.8	g	50.5	5.419e-06	305	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-107	15-2-107	15-2-107	15-2-107:LP-ARM	LT-AF-I			g		1.831e-04	306	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-107	15-2-107	15-2-107	15-2-107:LP-IRM	LT-IRM			g		3.249e-03	307	u	300	0	1.0	300
This study	DSDP Site 522	15-2-107	15-2-107	15-2-107	15-2-107:LP-X	LP-X	2.193e-07					308		300	10e-3	0	300
This study	DSDP Site 522	15-2-109	15-2-109	15-2-109	15-2-109:LP-AF-DIR	LT-AF-Z		178.2	g	44.9	4.435e-06	309	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-109	15-2-109	15-2-109	15-2-109:LP-ARM	LT-AF-I			g		1.451e-04	310	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-109	15-2-109	15-2-109	15-2-109:LP-IRM	LT-IRM			g		2.838e-03	311	u	300	0	1.0	300
This study	DSDP Site 522	15-2-109	15-2-109	15-2-109	15-2-109:LP-X	LP-X	1.949e-07					312		300	10e-3	0	300
This study	DSDP Site 522	15-2-113	15-2-113	15-2-113	15-2-113:LP-AF-DIR	LT-AF-Z		172.9	g	52.5	8.064e-06	313	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-113	15-2-113	15-2-113	15-2-113:LP-ARM	LT-AF-I			g		1.357e-04	314	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-113	15-2-113	15-2-113	15-2-113:LP-IRM	LT-IRM			g		2.771e-03	315	u	300	0	1.0	300
This study	DSDP Site 522	15-2-113	15-2-113	15-2-113	15-2-113:LP-X	LP-X	1.800e-07					316		300	10e-3	0	300
This study	DSDP Site 522	15-2-116	15-2-116	15-2-116	15-2-116:LP-AF-DIR	LT-AF-Z		177.4	g	48	5.998e-06	317	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-116	15-2-116	15-2-116	15-2-116:LP-ARM	LT-AF-I			g		1.242e-04	318	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-116	15-2-116	15-2-116	15-2-116:LP-IRM	LT-IRM			g		2.544e-03	319	u	300	0	1.0	300
This study	DSDP Site 522	15-2-116	15-2-116	15-2-116	15-2-116:LP-X	LP-X	1.676e-07					320		300	10e-3	0	300
This study	DSDP Site 522	15-2-119	15-2-119	15-2-119	15-2-119:LP-AF-DIR	LT-AF-Z		178.4	g	43.5	5.884e-06	321	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-119	15-2-119	15-2-119	15-2-119:LP-ARM	LT-AF-I			g		1.204e-04	322	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-119	15-2-119	15-2-119	15-2-119:LP-IRM	LT-IRM			g		2.336e-03	323	u	300	0	1.0	300
This study	DSDP Site 522	15-2-119	15-2-119	15-2-119	15-2-119:LP-X	LP-X	1.558e-07					324		300	10e-3	0	300
This study	DSDP Site 522	15-2-123	15-2-123	15-2-123	15-2-123:LP-AF-DIR	LT-AF-Z		180.7	g	48.1	4.554e-06	325	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-123	15-2-123	15-2-123	15-2-123:LP-ARM	LT-AF-I			g		1.174e-04	326	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-123	15-2-123	15-2-123	15-2-123:LP-IRM	LT-IRM			g		2.237e-03	327	u	300	0	1.0	300
This study	DSDP Site 522	15-2-123	15-2-123	15-2-123	15-2-123:LP-X	LP-X	1.481e-07					328		300	10e-3	0	300
This study	DSDP Site 522	15-2-126	15-2-126	15-2-126	15-2-126:LP-AF-DIR	LT-AF-Z		181.3	g	45.7	4.689e-06	329	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-126	15-2-126	15-2-126	15-2-126:LP-ARM	LT-AF-I			g		1.365e-04	330	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-126	15-2-126	15-2-126	15-2-126:LP-IRM	LT-IRM			g		2.636e-03	331	u	300	0	1.0	300
This study	DSDP Site 522	15-2-126	15-2-126	15-2-126	15-2-126:LP-X	LP-X	1.875e-07					332		300	10e-3	0	300
This study	DSDP Site 522	15-2-128	15-2-128	15-2-128	15-2-128:LP-AF-DIR	LT-AF-Z		182.6	g	44	7.286e-06	333	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-128	15-2-128	15-2-128	15-2-128:LP-ARM	LT-AF-I			g		1.563e-04	334	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-128	15-2-128	15-2-128	15-2-128:LP-IRM	LT-IRM			g		2.967e-03	335	u	300	0	1.0	300
This study	DSDP Site 522	15-2-128	15-2-128	15-2-128	15-2-128:LP-X	LP-X	2.091e-07					336		300	10e-3	0	300
This study	DSDP Site 522	15-2-132	15-2-132	15-2-132	15-2-132:LP-AF-DIR	LT-AF-Z		182.2	g	47.9	6.702e-06	337	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-132	15-2-132	15-2-132	15-2-132:LP-ARM	LT-AF-I			g		1.544e-04	338	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-132	15-2-132	15-2-132	15-2-132:LP-IRM	LT-IRM			g		2.844e-03	339	u	300	0	1.0	300
This study	DSDP Site 522	15-2-132	15-2-132	15-2-132	15-2-132:LP-X	LP-X	2.045e-07					340		300	10e-3	0	300
This study	DSDP Site 522	15-2-135	15-2-135	15-2-135	15-2-135:LP-AF-DIR	LT-AF-Z		185.2	g	47.8	9.561e-06	341	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-135	15-2-135	15-2-135	15-2-135:LP-ARM	LT-AF-I			g		1.639e-04	342	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-135	15-2-135	15-2-135	15-2-135:LP-IRM	LT-IRM			g		3.046e-03	343	u	300	0	1.0	300
This study	DSDP Site 522	15-2-135	15-2-135	15-2-135	15-2-135:LP-X	LP-X	2.167e-07					344		300	10e-3	0	300
This study	DSDP Site 522	15-2-138	15-2-138	15-2-138	15-2-138:LP-AF-DIR	LT-AF-Z		188.0	g	50.5	1.079e-05	345	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-138	15-2-138	15-2-138	15-2-138:LP-ARM	LT-AF-I			g		1.616e-04	346	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-138	15-2-138	15-2-138	15-2-138:LP-IRM	LT-IRM			g		3.046e-03	347	u	300	0	1.0	300
This study	DSDP Site 522	15-2-138	15-2-138	15-2-138	15-2-138:LP-X	LP-X	2.146e-07					348		300	10e-3	0	300
This study	DSDP Site 522	15-2-141	15-2-141	15-2-141	15-2-141:LP-AF-DIR	LT-AF-Z		179.0	g	50	9.166e-06	349	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-141	15-2-141	15-2-141	15-2-141:LP-ARM	LT-AF-I			g		1.536e-04	350	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-141	15-2-141	15-2-141	15-2-141:LP-IRM	LT-IRM			g		3.047e-03	351	u	300	0	1.0	300
This study	DSDP Site 522	15-2-141	15-2-141	15-2-141	15-2-141:LP-X	LP-X	2.174e-07					352		300	10e-3	0	300
This study	DSDP Site 522	15-2-143	15-2-143	15-2-143	15-2-143:LP-AF-DIR	LT-AF-Z		184.8	g	55.4	1.167e-05	353	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-143	15-2-143	15-2-143	15-2-143:LP-ARM	LT-AF-I			g		1.532e-04	354	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-143	15-2-143	15-2-143	15-2-143:LP-IRM	LT-IRM			g		3.134e-03	355	u	300	0	1.0	300
This study	DSDP Site 522	15-2-143	15-2-143	15-2-143	15-2-143:LP-X	LP-X	2.214e-07					356		300	10e-3	0	300
This study	DSDP Site 522	15-2-147	15-2-147	15-2-147	15-2-147:LP-AF-DIR	LT-AF-Z		192.4	g	47.1	1.130e-05	357	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-147	15-2-147	15-2-147	15-2-147:LP-ARM	LT-AF-I			g		1.278e-04	358	u	300	80e-3	50e-6	300
This study	DSDP Site 522	15-2-147	15-2-147	15-2-147	15-2-147:LP-IRM	LT-IRM			g		2.614e-03	359	u	300	0	1.0	300
This study	DSDP Site 522	15-2-147	15-2-147	15-2-147	15-2-147:LP-X	LP-X	1.846e-07					360		300	10e-3	0	300
This study	DSDP Site 522	15-2-150	15-2-150	15-2-150	15-2-150:LP-AF-DIR	LT-AF-Z		192.7	g	44	8.133e-06	361	u	300	15e-3	0	300
This study	DSDP Site 522	15-2-150	15-2-150	15-2-150	15-2-150:LP-ARM	LT-AF-I			g		0.000e+00	362	u	300	80e-3	50e-6	300
