tab 	pmag_specimens
specimen_description	specimen_correction	er_site_name	er_sample_name	specimen_dec	er_citation_names	specimen_inferred_age_unit	er_location_name	specimen_inferred_age	specimen_inc	er_specimen_name	magic_method_codes	specimen_int_rel
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-109	15-3-109	201.7	This study	Ma	DSDP Site 522	23.845	49.6	15-3-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001724
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-112	15-3-112	208.4	This study	Ma	DSDP Site 522	23.8511	58.8	15-3-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001958
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-115	15-3-115	216.6	This study	Ma	DSDP Site 522	23.8573	52	15-3-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00107
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-118	15-3-118	202.9	This study	Ma	DSDP Site 522	23.8635	47.8	15-3-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002963
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-122	15-3-122	220.4	This study	Ma	DSDP Site 522	23.8696	58.6	15-3-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001872
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-125	15-3-125	248.3	This study	Ma	DSDP Site 522	23.8758	47.1	15-3-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001756
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	15-3-129	15-3-129	241.2	This study	Ma	DSDP Site 522	23.884	50	15-3-129	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001779
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-098	16-1-098	193.8	This study	Ma	DSDP Site 522	24.1082	-63.9	16-1-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001471
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-101	16-1-101	101.2	This study	Ma	DSDP Site 522	24.1164	51.6	16-1-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00228
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-104	16-1-104	117.4	This study	Ma	DSDP Site 522	24.1226	58.5	16-1-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002729
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-108	16-1-108	102.7	This study	Ma	DSDP Site 522	24.1287	61.8	16-1-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003558
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-110	16-1-110	97.1	This study	Ma	DSDP Site 522	24.1349	58.5	16-1-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004347
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-115	16-1-115	100.5	This study	Ma	DSDP Site 522	24.1431	58.9	16-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004909
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-119	16-1-119	130.3	This study	Ma	DSDP Site 522	24.1514	64.7	16-1-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003317
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-122	16-1-122	125	This study	Ma	DSDP Site 522	24.1596	52.2	16-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002909
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-125	16-1-125	138.1	This study	Ma	DSDP Site 522	24.1637	45	16-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001869
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-128	16-1-128	138.4	This study	Ma	DSDP Site 522	24.1699	44.5	16-1-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00187
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-131	16-1-131	143.5	This study	Ma	DSDP Site 522	24.176	46.3	16-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001975
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-134	16-1-134	154.6	This study	Ma	DSDP Site 522	24.1822	56	16-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002328
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-137	16-1-137	147.5	This study	Ma	DSDP Site 522	24.1904	49.3	16-1-137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002096
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-140	16-1-140	156.2	This study	Ma	DSDP Site 522	24.1946	47.9	16-1-140	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002471
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-142	16-1-142	163.5	This study	Ma	DSDP Site 522	24.2007	50	16-1-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002228
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-145	16-1-145	163.2	This study	Ma	DSDP Site 522	24.2048	43.3	16-1-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002091
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-1-148	16-1-148	182.5	This study	Ma	DSDP Site 522	24.2131	40.4	16-1-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001237
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-001	16-2-001	170.4	This study	Ma	DSDP Site 522	24.2192	59.9	16-2-001	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001131
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-005	16-2-005	185.5	This study	Ma	DSDP Site 522	24.2275	56.1	16-2-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001751
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-008	16-2-008	181.7	This study	Ma	DSDP Site 522	24.2336	51.9	16-2-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001971
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-012	16-2-012	163.6	This study	Ma	DSDP Site 522	24.2419	52.5	16-2-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004041
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-015	16-2-015	168.6	This study	Ma	DSDP Site 522	24.248	50.2	16-2-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003276
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-018	16-2-018	175.3	This study	Ma	DSDP Site 522	24.2521	55	16-2-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0028
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-021	16-2-021	172.3	This study	Ma	DSDP Site 522	24.2583	62.6	16-2-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00205
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-024	16-2-024	184.9	This study	Ma	DSDP Site 522	24.2645	57.2	16-2-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001951
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-029	16-2-029	183.6	This study	Ma	DSDP Site 522	24.2748	46.6	16-2-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002505
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-032	16-2-032	170.4	This study	Ma	DSDP Site 522	24.2809	54.6	16-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002662
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-034	16-2-034	183.3	This study	Ma	DSDP Site 522	24.2871	43.1	16-2-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002281
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-038	16-2-038	177.3	This study	Ma	DSDP Site 522	24.2953	43.1	16-2-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002997
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-041	16-2-041	170.7	This study	Ma	DSDP Site 522	24.2994	52.4	16-2-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00415
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-050	16-2-050	178.6	This study	Ma	DSDP Site 522	24.3179	53.4	16-2-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002106
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-053	16-2-053	171.4	This study	Ma	DSDP Site 522	24.3241	51.9	16-2-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003032
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-056	16-2-056	182.4	This study	Ma	DSDP Site 522	24.3303	51.1	16-2-056	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00334
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-059	16-2-059	179.3	This study	Ma	DSDP Site 522	24.3365	39	16-2-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00274
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-061	16-2-061	191.5	This study	Ma	DSDP Site 522	24.3406	49.4	16-2-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002125
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-064	16-2-064	176.1	This study	Ma	DSDP Site 522	24.3467	54.5	16-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002605
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-066	16-2-066	184.4	This study	Ma	DSDP Site 522	24.3529	43.4	16-2-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002153
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-069	16-2-069	181.2	This study	Ma	DSDP Site 522	24.357	59.4	16-2-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002754
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-073	16-2-073	167.9	This study	Ma	DSDP Site 522	24.3652	68.2	16-2-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00207
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-076	16-2-076	178.1	This study	Ma	DSDP Site 522	24.3714	35.4	16-2-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002358
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-079	16-2-079	199.6	This study	Ma	DSDP Site 522	24.3776	58.9	16-2-079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001466
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-082	16-2-082	181.6	This study	Ma	DSDP Site 522	24.3837	42.9	16-2-082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00207
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-085	16-2-085	180	This study	Ma	DSDP Site 522	24.3899	53.6	16-2-085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002036
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-087	16-2-087	175.3	This study	Ma	DSDP Site 522	24.394	42.8	16-2-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002396
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-090	16-2-090	178.9	This study	Ma	DSDP Site 522	24.4023	52.9	16-2-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001831
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-093	16-2-093	179.2	This study	Ma	DSDP Site 522	24.4064	47.6	16-2-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002077
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-096	16-2-096	177.1	This study	Ma	DSDP Site 522	24.4125	42.8	16-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002356
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-098	16-2-098	176.1	This study	Ma	DSDP Site 522	24.4187	49.5	16-2-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003096
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-101	16-2-101	173.5	This study	Ma	DSDP Site 522	24.4249	35	16-2-101	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002725
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-104	16-2-104	175.9	This study	Ma	DSDP Site 522	24.431	39.1	16-2-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00241
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-107	16-2-107	172.7	This study	Ma	DSDP Site 522	24.4352	46.7	16-2-107	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002452
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-110	16-2-110	184	This study	Ma	DSDP Site 522	24.4413	37.9	16-2-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001776
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-112	16-2-112	178	This study	Ma	DSDP Site 522	24.4475	44.4	16-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003171
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-116	16-2-116	168.1	This study	Ma	DSDP Site 522	24.4537	55.5	16-2-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004519
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-122	16-2-122	168.9	This study	Ma	DSDP Site 522	24.4681	58.7	16-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00322
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-127	16-2-127	175	This study	Ma	DSDP Site 522	24.4763	58	16-2-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001798
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-130	16-2-130	188.4	This study	Ma	DSDP Site 522	24.4825	57.5	16-2-130	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001912
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-132	16-2-132	170.3	This study	Ma	DSDP Site 522	24.4886	48.1	16-2-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002677
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-135	16-2-135	178	This study	Ma	DSDP Site 522	24.4948	49.6	16-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003649
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-138	16-2-138	168.6	This study	Ma	DSDP Site 522	24.501	50.5	16-2-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004706
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-141	16-2-141	174.2	This study	Ma	DSDP Site 522	24.5071	47.5	16-2-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003976
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-144	16-2-144	179.5	This study	Ma	DSDP Site 522	24.5133	37.4	16-2-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003456
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-147	16-2-147	175	This study	Ma	DSDP Site 522	24.5195	40.9	16-2-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002511
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-2-150	16-2-150	188.2	This study	Ma	DSDP Site 522	24.5256	39.2	16-2-150	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00271
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-002	16-3-002	184	This study	Ma	DSDP Site 522	24.5298	40.2	16-3-002	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002934
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-004	16-3-004	179.1	This study	Ma	DSDP Site 522	24.5339	50	16-3-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002496
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-008	16-3-008	204.3	This study	Ma	DSDP Site 522	24.5421	49.7	16-3-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00329
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-011	16-3-011	179.5	This study	Ma	DSDP Site 522	24.5462	45.7	16-3-011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003853
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-014	16-3-014	199.1	This study	Ma	DSDP Site 522	24.5544	44	16-3-014	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004048
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-017	16-3-017	190.4	This study	Ma	DSDP Site 522	24.5585	43.8	16-3-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003964
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-020	16-3-020	181.1	This study	Ma	DSDP Site 522	24.5647	49.7	16-3-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003658
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-023	16-3-023	171.2	This study	Ma	DSDP Site 522	24.5709	55.3	16-3-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002788
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-026	16-3-026	193	This study	Ma	DSDP Site 522	24.5771	53.9	16-3-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003095
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-028	16-3-028	182.5	This study	Ma	DSDP Site 522	24.5832	58.6	16-3-028	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002082
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-031	16-3-031	182.4	This study	Ma	DSDP Site 522	24.5894	56.2	16-3-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002302
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-034	16-3-034	186	This study	Ma	DSDP Site 522	24.5956	51.8	16-3-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001645
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-037	16-3-037	191	This study	Ma	DSDP Site 522	24.6017	49.3	16-3-037	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002277
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-040	16-3-040	198	This study	Ma	DSDP Site 522	24.6079	39.4	16-3-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003149
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-043	16-3-043	182.4	This study	Ma	DSDP Site 522	24.6141	54.9	16-3-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00249
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-045	16-3-045	196.3	This study	Ma	DSDP Site 522	24.6182	51.3	16-3-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00264
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-048	16-3-048	183.2	This study	Ma	DSDP Site 522	24.6244	55.5	16-3-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002966
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-051	16-3-051	183.2	This study	Ma	DSDP Site 522	24.6305	50.5	16-3-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002626
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-054	16-3-054	191.4	This study	Ma	DSDP Site 522	24.6367	50.7	16-3-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002313
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-057	16-3-057	184.9	This study	Ma	DSDP Site 522	24.6429	55.4	16-3-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002835
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-060	16-3-060	181.4	This study	Ma	DSDP Site 522	24.647	50.6	16-3-060	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002811
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-063	16-3-063	180.9	This study	Ma	DSDP Site 522	24.6552	37.9	16-3-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002277
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-066	16-3-066	179.4	This study	Ma	DSDP Site 522	24.6614	51.3	16-3-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002854
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-069	16-3-069	171.2	This study	Ma	DSDP Site 522	24.6655	52.2	16-3-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002663
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-072	16-3-072	175.9	This study	Ma	DSDP Site 522	24.6737	47.6	16-3-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002171
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-075	16-3-075	184.8	This study	Ma	DSDP Site 522	24.6799	48.8	16-3-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002015
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-078	16-3-078	176.5	This study	Ma	DSDP Site 522	24.686	59.6	16-3-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002297
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-080	16-3-080	178.3	This study	Ma	DSDP Site 522	24.6881	51.3	16-3-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002603
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-083	16-3-083	185.8	This study	Ma	DSDP Site 522	24.6963	46.6	16-3-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00243
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-086	16-3-086	176.4	This study	Ma	DSDP Site 522	24.7025	40.8	16-3-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001684
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-089	16-3-089	174	This study	Ma	DSDP Site 522	24.7087	49.4	16-3-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00124
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-092	16-3-092	172.8	This study	Ma	DSDP Site 522	24.7148	46.1	16-3-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001155
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-095	16-3-095	182.2	This study	Ma	DSDP Site 522	24.721	39.8	16-3-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003185
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-098	16-3-098	181.3	This study	Ma	DSDP Site 522	24.7251	44	16-3-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003655
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-102	16-3-102	191.2	This study	Ma	DSDP Site 522	24.7333	49.6	16-3-102	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003668
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-105	16-3-105	183.7	This study	Ma	DSDP Site 522	24.7395	41.9	16-3-105	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003529
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-108	16-3-108	178.4	This study	Ma	DSDP Site 522	24.7457	42.5	16-3-108	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002722
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-110	16-3-110	185.7	This study	Ma	DSDP Site 522	24.7519	43.2	16-3-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002684
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-114	16-3-114	184.2	This study	Ma	DSDP Site 522	24.758	43.6	16-3-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002869
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-116	16-3-116	183.3	This study	Ma	DSDP Site 522	24.7642	42.4	16-3-116	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001981
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-119	16-3-119	185.1	This study	Ma	DSDP Site 522	24.7704	39.7	16-3-119	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002932
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-122	16-3-122	185.3	This study	Ma	DSDP Site 522	24.7765	40.7	16-3-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003472
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-125	16-3-125	180.9	This study	Ma	DSDP Site 522	24.7827	46.8	16-3-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002482
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	16-3-127	16-3-127	179.5	This study	Ma	DSDP Site 522	24.7868	34.4	16-3-127	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001749
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-005	17-1-005	273.6	This study	Ma	DSDP Site 522	24.8238	33.7	17-1-005	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0006131
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-009	17-1-009	270.1	This study	Ma	DSDP Site 522	24.83	16.7	17-1-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0005316
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-012	17-1-012	286.7	This study	Ma	DSDP Site 522	24.836	-61.5	17-1-012	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0005054
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-015	17-1-015	348.9	This study	Ma	DSDP Site 522	24.842	-51.5	17-1-015	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001759
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-018	17-1-018	337.5	This study	Ma	DSDP Site 522	24.85	-51.1	17-1-018	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001457
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-021	17-1-021	356.9	This study	Ma	DSDP Site 522	24.856	-38.8	17-1-021	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001283
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-022	17-1-022	358.5	This study	Ma	DSDP Site 522	24.858	-51.7	17-1-022	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002451
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-023	17-1-023	352.8	This study	Ma	DSDP Site 522	24.86	-54.9	17-1-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001272
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-026	17-1-026	23.3	This study	Ma	DSDP Site 522	24.866	-47.6	17-1-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001396
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-030	17-1-030	351.4	This study	Ma	DSDP Site 522	24.872	-50.4	17-1-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001786
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-035	17-1-035	8.2	This study	Ma	DSDP Site 522	24.884	-38.2	17-1-035	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002187
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	17-1-040	17-1-040	357.1	This study	Ma	DSDP Site 522	24.892	-49.7	17-1-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003017
