tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	magn_moment
is032f1:LP-DIR-AF13	is032f1:LP-DIR-AF	is032f1	1	203.6	-6.0	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	111	u	2.730e+02		pmagpy-4.0.0	 4.639e-06
is032f1:LP-DIR-AF14	is032f1:LP-DIR-AF	is032f1	0	202.8	-6.1	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	112	u	2.730e+02		pmagpy-4.0.0	 4.243e-06
is032f1:LP-DIR-AF15	is032f1:LP-DIR-AF	is032f1	0	202.0	-5.9	1.500e-01	0	0	0	15	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	113	u	2.730e+02		pmagpy-4.0.0	 3.744e-06
is032f1:LP-DIR-AF16	is032f1:LP-DIR-AF	is032f1	2	201.0	-5.2	1.800e-01	0	0	0	16	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	114	u	2.730e+02		pmagpy-4.0.0	 3.309e-06
is032i2:LP-DIR-AF0	is032i2:LP-DIR-AF	is032i2	1	141.9	15.5	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	115	u	2.730e+02		pmagpy-4.0.0	 2.486e-05
is032i2:LP-DIR-AF1	is032i2:LP-DIR-AF	is032i2	1	139.1	15.6	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	116	u	2.730e+02		pmagpy-4.0.0	 2.475e-05
is032i2:LP-DIR-AF2	is032i2:LP-DIR-AF	is032i2	1	140.9	15.7	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	117	u	2.730e+02		pmagpy-4.0.0	 2.417e-05
is032i2:LP-DIR-AF3	is032i2:LP-DIR-AF	is032i2	0	139.5	15.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	118	u	2.730e+02		pmagpy-4.0.0	 2.337e-05
is032i2:LP-DIR-AF4	is032i2:LP-DIR-AF	is032i2	0	138.8	16.0	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	119	u	2.730e+02		pmagpy-4.0.0	 2.222e-05
is032i2:LP-DIR-AF5	is032i2:LP-DIR-AF	is032i2	0	138.4	15.8	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	120	u	2.730e+02		pmagpy-4.0.0	 2.126e-05
is032i2:LP-DIR-AF6	is032i2:LP-DIR-AF	is032i2	0	138.4	15.6	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	121	u	2.730e+02		pmagpy-4.0.0	 1.999e-05
is032i2:LP-DIR-AF7	is032i2:LP-DIR-AF	is032i2	0	135.6	15.8	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	122	u	2.730e+02		pmagpy-4.0.0	 1.753e-05
is032i2:LP-DIR-AF8	is032i2:LP-DIR-AF	is032i2	0	137.4	15.1	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	123	u	2.730e+02		pmagpy-4.0.0	 1.479e-05
is032i2:LP-DIR-AF9	is032i2:LP-DIR-AF	is032i2	0	138.8	14.5	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	124	u	2.730e+02		pmagpy-4.0.0	 1.248e-05
is032i2:LP-DIR-AF10	is032i2:LP-DIR-AF	is032i2	0	136.8	14.5	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	125	u	2.730e+02		pmagpy-4.0.0	 8.923e-06
is032i2:LP-DIR-AF11	is032i2:LP-DIR-AF	is032i2	0	135.5	12.3	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	126	u	2.730e+02		pmagpy-4.0.0	 5.759e-06
is032i2:LP-DIR-AF12	is032i2:LP-DIR-AF	is032i2	1	132.1	10.9	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	127	u	2.730e+02		pmagpy-4.0.0	 3.508e-06
is032i2:LP-DIR-AF13	is032i2:LP-DIR-AF	is032i2	1	130.9	9.7	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	128	u	2.730e+02		pmagpy-4.0.0	 2.955e-06
is032i2:LP-DIR-AF14	is032i2:LP-DIR-AF	is032i2	1	129.1	8.8	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	129	u	2.730e+02		pmagpy-4.0.0	 2.689e-06
is032i2:LP-DIR-AF15	is032i2:LP-DIR-AF	is032i2	1	127.5	7.3	1.500e-01	0	0	0	15	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	130	u	2.730e+02		pmagpy-4.0.0	 2.364e-06
is033b2:LP-DIR-AF0	is033b2:LP-DIR-AF	is033b2	0	147.4	-10.7	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	131	u	2.730e+02		pmagpy-4.0.0	 2.528e-05
is033b2:LP-DIR-AF1	is033b2:LP-DIR-AF	is033b2	0	146.9	-11.1	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	132	u	2.730e+02		pmagpy-4.0.0	 2.505e-05
is033b2:LP-DIR-AF2	is033b2:LP-DIR-AF	is033b2	0	145.8	-11.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	133	u	2.730e+02		pmagpy-4.0.0	 2.400e-05
is033b2:LP-DIR-AF3	is033b2:LP-DIR-AF	is033b2	0	144.7	-12.0	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	134	u	2.730e+02		pmagpy-4.0.0	 2.297e-05
is033b2:LP-DIR-AF4	is033b2:LP-DIR-AF	is033b2	0	144.5	-12.7	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	135	u	2.730e+02		pmagpy-4.0.0	 2.195e-05
is033b2:LP-DIR-AF5	is033b2:LP-DIR-AF	is033b2	0	144.7	-13.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	136	u	2.730e+02		pmagpy-4.0.0	 2.106e-05
is033b2:LP-DIR-AF6	is033b2:LP-DIR-AF	is033b2	0	143.6	-13.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	137	u	2.730e+02		pmagpy-4.0.0	 2.008e-05
is033b2:LP-DIR-AF7	is033b2:LP-DIR-AF	is033b2	0	143.8	-13.7	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	138	u	2.730e+02		pmagpy-4.0.0	 1.819e-05
is033b2:LP-DIR-AF8	is033b2:LP-DIR-AF	is033b2	0	143.4	-14.1	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	139	u	2.730e+02		pmagpy-4.0.0	 1.611e-05
is033b2:LP-DIR-AF9	is033b2:LP-DIR-AF	is033b2	0	142.8	-14.0	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	140	u	2.730e+02		pmagpy-4.0.0	 1.441e-05
is033b2:LP-DIR-AF10	is033b2:LP-DIR-AF	is033b2	0	143.3	-14.6	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	141	u	2.730e+02		pmagpy-4.0.0	 1.146e-05
is033b2:LP-DIR-AF11	is033b2:LP-DIR-AF	is033b2	0	143.2	-14.5	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	142	u	2.730e+02		pmagpy-4.0.0	 8.365e-06
is033b2:LP-DIR-AF12	is033b2:LP-DIR-AF	is033b2	1	142.8	-14.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	143	u	2.730e+02		pmagpy-4.0.0	 6.627e-06
is033b2:LP-DIR-AF13	is033b2:LP-DIR-AF	is033b2	0	142.6	-14.4	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	144	u	2.730e+02		pmagpy-4.0.0	 3.992e-06
is033b2:LP-DIR-AF14	is033b2:LP-DIR-AF	is033b2	0	142.4	-14.5	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	145	u	2.730e+02		pmagpy-4.0.0	 3.383e-06
is033b2:LP-DIR-AF15	is033b2:LP-DIR-AF	is033b2	0	141.8	-14.9	1.500e-01	0	0	0	15	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	146	u	2.730e+02		pmagpy-4.0.0	 2.616e-06
is033b2:LP-DIR-AF16	is033b2:LP-DIR-AF	is033b2	2	140.8	-14.4	1.800e-01	0	0	0	16	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	147	u	2.730e+02		pmagpy-4.0.0	 2.118e-06
is033c2:LP-DIR-AF0	is033c2:LP-DIR-AF	is033c2	0	169.2	-17.5	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	148	u	2.730e+02		pmagpy-4.0.0	 1.329e-05
is033c2:LP-DIR-AF1	is033c2:LP-DIR-AF	is033c2	1	169.3	-17.9	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	149	u	2.730e+02		pmagpy-4.0.0	 1.317e-05
is033c2:LP-DIR-AF2	is033c2:LP-DIR-AF	is033c2	1	168.1	-19.5	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	150	u	2.730e+02		pmagpy-4.0.0	 1.249e-05
is033c2:LP-DIR-AF3	is033c2:LP-DIR-AF	is033c2	0	168.3	-21.0	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	151	u	2.730e+02		pmagpy-4.0.0	 1.198e-05
is033c2:LP-DIR-AF4	is033c2:LP-DIR-AF	is033c2	0	168.5	-21.7	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	152	u	2.730e+02		pmagpy-4.0.0	 1.158e-05
is033c2:LP-DIR-AF5	is033c2:LP-DIR-AF	is033c2	0	169.0	-22.3	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	153	u	2.730e+02		pmagpy-4.0.0	 1.136e-05
is033c2:LP-DIR-AF6	is033c2:LP-DIR-AF	is033c2	1	168.8	-22.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	154	u	2.730e+02		pmagpy-4.0.0	 1.105e-05
is033c2:LP-DIR-AF7	is033c2:LP-DIR-AF	is033c2	0	169.3	-22.2	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	155	u	2.730e+02		pmagpy-4.0.0	 1.043e-05
is033c2:LP-DIR-AF8	is033c2:LP-DIR-AF	is033c2	1	169.4	-22.1	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	156	u	2.730e+02		pmagpy-4.0.0	 9.614e-06
is033c2:LP-DIR-AF9	is033c2:LP-DIR-AF	is033c2	0	170.7	-22.2	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	157	u	2.730e+02		pmagpy-4.0.0	 8.719e-06
is033c2:LP-DIR-AF10	is033c2:LP-DIR-AF	is033c2	0	170.7	-22.1	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	158	u	2.730e+02		pmagpy-4.0.0	 6.903e-06
is033c2:LP-DIR-AF11	is033c2:LP-DIR-AF	is033c2	1	169.9	-21.8	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	159	u	2.730e+02		pmagpy-4.0.0	 4.469e-06
is033c2:LP-DIR-AF12	is033c2:LP-DIR-AF	is033c2	1	168.4	-21.9	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	160	u	2.730e+02		pmagpy-4.0.0	 3.173e-06
is033c2:LP-DIR-AF13	is033c2:LP-DIR-AF	is033c2	1	166.7	-20.7	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	161	u	2.730e+02		pmagpy-4.0.0	 2.019e-06
is033c2:LP-DIR-AF14	is033c2:LP-DIR-AF	is033c2	1	165.9	-21.9	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	162	u	2.730e+02		pmagpy-4.0.0	 1.825e-06
is033c2:LP-DIR-AF15	is033c2:LP-DIR-AF	is033c2	1	166.3	-18.8	1.500e-01	0	0	0	15	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	163	u	2.730e+02		pmagpy-4.0.0	 1.568e-06
is033c2:LP-DIR-AF16	is033c2:LP-DIR-AF	is033c2	3	167.2	-20.4	1.800e-01	0	0	0	16	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	164	u	2.730e+02		pmagpy-4.0.0	 1.324e-06
is033e2:LP-DIR-AF0	is033e2:LP-DIR-AF	is033e2	0	150.1	30.8	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	165	u	2.730e+02		pmagpy-4.0.0	 1.375e-05
is033e2:LP-DIR-AF1	is033e2:LP-DIR-AF	is033e2	1	151.1	30.8	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	166	u	2.730e+02		pmagpy-4.0.0	 1.360e-05
is033e2:LP-DIR-AF2	is033e2:LP-DIR-AF	is033e2	1	150.8	30.5	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	167	u	2.730e+02		pmagpy-4.0.0	 1.271e-05
is033e2:LP-DIR-AF3	is033e2:LP-DIR-AF	is033e2	0	148.4	29.2	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	168	u	2.730e+02		pmagpy-4.0.0	 1.161e-05
is033e2:LP-DIR-AF4	is033e2:LP-DIR-AF	is033e2	0	147.5	28.2	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	169	u	2.730e+02		pmagpy-4.0.0	 1.031e-05
is033e2:LP-DIR-AF5	is033e2:LP-DIR-AF	is033e2	0	145.8	27.3	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	170	u	2.730e+02		pmagpy-4.0.0	 9.345e-06
is033e2:LP-DIR-AF6	is033e2:LP-DIR-AF	is033e2	0	145.5	27.3	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	171	u	2.730e+02		pmagpy-4.0.0	 8.398e-06
is033e2:LP-DIR-AF7	is033e2:LP-DIR-AF	is033e2	0	143.5	26.1	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	172	u	2.730e+02		pmagpy-4.0.0	 7.057e-06
is033e2:LP-DIR-AF8	is033e2:LP-DIR-AF	is033e2	0	142.9	25.9	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	173	u	2.730e+02		pmagpy-4.0.0	 5.765e-06
is033e2:LP-DIR-AF9	is033e2:LP-DIR-AF	is033e2	0	139.3	24.2	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	174	u	2.730e+02		pmagpy-4.0.0	 4.860e-06
is033e2:LP-DIR-AF10	is033e2:LP-DIR-AF	is033e2	0	139.8	23.7	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	175	u	2.730e+02		pmagpy-4.0.0	 3.241e-06
is033e2:LP-DIR-AF11	is033e2:LP-DIR-AF	is033e2	1	134.6	24.6	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	176	u	2.730e+02		pmagpy-4.0.0	 1.323e-06
is033e2:LP-DIR-AF12	is033e2:LP-DIR-AF	is033e2	1	133.7	23.4	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	177	u	2.730e+02		pmagpy-4.0.0	 9.343e-07
is033g1:LP-DIR-AF0	is033g1:LP-DIR-AF	is033g1	1	180.5	9.7	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	178	u	2.730e+02		pmagpy-4.0.0	 1.540e-05
is033g1:LP-DIR-AF1	is033g1:LP-DIR-AF	is033g1	1	180.4	9.1	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	179	u	2.730e+02		pmagpy-4.0.0	 1.487e-05
is033g1:LP-DIR-AF2	is033g1:LP-DIR-AF	is033g1	1	181.6	7.3	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	180	u	2.730e+02		pmagpy-4.0.0	 1.306e-05
is033g1:LP-DIR-AF3	is033g1:LP-DIR-AF	is033g1	1	181.8	6.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	181	u	2.730e+02		pmagpy-4.0.0	 1.135e-05
is033g1:LP-DIR-AF4	is033g1:LP-DIR-AF	is033g1	1	182.1	3.1	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	182	u	2.730e+02		pmagpy-4.0.0	 9.514e-06
is033g1:LP-DIR-AF5	is033g1:LP-DIR-AF	is033g1	1	183.1	1.5	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	183	u	2.730e+02		pmagpy-4.0.0	 8.237e-06
is033g1:LP-DIR-AF6	is033g1:LP-DIR-AF	is033g1	1	184.0	0.1	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	184	u	2.730e+02		pmagpy-4.0.0	 7.151e-06
is033g1:LP-DIR-AF7	is033g1:LP-DIR-AF	is033g1	1	185.7	-1.3	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	185	u	2.730e+02		pmagpy-4.0.0	 5.513e-06
is033g1:LP-DIR-AF8	is033g1:LP-DIR-AF	is033g1	1	186.3	-2.8	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	186	u	2.730e+02		pmagpy-4.0.0	 4.298e-06
is033g1:LP-DIR-AF9	is033g1:LP-DIR-AF	is033g1	1	187.1	-3.0	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	187	u	2.730e+02		pmagpy-4.0.0	 3.467e-06
is033g1:LP-DIR-AF10	is033g1:LP-DIR-AF	is033g1	1	188.8	-4.8	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	188	u	2.730e+02		pmagpy-4.0.0	 2.462e-06
is033g1:LP-DIR-AF11	is033g1:LP-DIR-AF	is033g1	2	190.9	-5.3	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	189	u	2.730e+02		pmagpy-4.0.0	 1.722e-06
is033g1:LP-DIR-AF12	is033g1:LP-DIR-AF	is033g1	2	193.9	-4.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	190	u	2.730e+02		pmagpy-4.0.0	 1.365e-06
is034c2:LP-DIR-AF0	is034c2:LP-DIR-AF	is034c2	0	165.4	-16.7	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	191	u	2.730e+02		pmagpy-4.0.0	 2.356e-05
is034c2:LP-DIR-AF1	is034c2:LP-DIR-AF	is034c2	0	165.5	-17.3	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	192	u	2.730e+02		pmagpy-4.0.0	 2.318e-05
is034c2:LP-DIR-AF2	is034c2:LP-DIR-AF	is034c2	1	166.4	-18.1	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	193	u	2.730e+02		pmagpy-4.0.0	 2.233e-05
is034c2:LP-DIR-AF3	is034c2:LP-DIR-AF	is034c2	0	166.0	-18.9	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	194	u	2.730e+02		pmagpy-4.0.0	 2.163e-05
is034c2:LP-DIR-AF4	is034c2:LP-DIR-AF	is034c2	0	165.7	-19.1	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	195	u	2.730e+02		pmagpy-4.0.0	 2.077e-05
is034c2:LP-DIR-AF5	is034c2:LP-DIR-AF	is034c2	1	165.1	-19.3	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	196	u	2.730e+02		pmagpy-4.0.0	 1.993e-05
is034c2:LP-DIR-AF6	is034c2:LP-DIR-AF	is034c2	0	164.5	-19.2	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	197	u	2.730e+02		pmagpy-4.0.0	 1.899e-05
is034c2:LP-DIR-AF7	is034c2:LP-DIR-AF	is034c2	1	163.7	-20.3	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	198	u	2.730e+02		pmagpy-4.0.0	 1.717e-05
is034c2:LP-DIR-AF8	is034c2:LP-DIR-AF	is034c2	1	164.6	-20.4	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	199	u	2.730e+02		pmagpy-4.0.0	 1.541e-05
is034c2:LP-DIR-AF9	is034c2:LP-DIR-AF	is034c2	0	164.1	-20.6	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	200	u	2.730e+02		pmagpy-4.0.0	 1.402e-05
is034c2:LP-DIR-AF10	is034c2:LP-DIR-AF	is034c2	1	163.2	-20.6	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	201	u	2.730e+02		pmagpy-4.0.0	 1.194e-05
is034c2:LP-DIR-AF11	is034c2:LP-DIR-AF	is034c2	0	164.1	-20.9	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	202	u	2.730e+02		pmagpy-4.0.0	 9.772e-06
is034c2:LP-DIR-AF12	is034c2:LP-DIR-AF	is034c2	0	163.4	-21.0	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	203	u	2.730e+02		pmagpy-4.0.0	 8.263e-06
is034c2:LP-DIR-AF13	is034c2:LP-DIR-AF	is034c2	1	163.1	-20.3	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	204	u	2.730e+02		pmagpy-4.0.0	 5.296e-06
is034c2:LP-DIR-AF14	is034c2:LP-DIR-AF	is034c2	0	162.0	-20.4	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	205	u	2.730e+02		pmagpy-4.0.0	 4.386e-06
is034c2:LP-DIR-AF15	is034c2:LP-DIR-AF	is034c2	0	162.1	-19.8	1.500e-01	0	0	0	15	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	206	u	2.730e+02		pmagpy-4.0.0	 3.438e-06
is034c2:LP-DIR-AF16	is034c2:LP-DIR-AF	is034c2	0	160.9	-19.2	1.800e-01	0	0	0	16	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	207	u	2.730e+02		pmagpy-4.0.0	 2.813e-06
is034d2:LP-DIR-AF0	is034d2:LP-DIR-AF	is034d2	0	192.4	4.0	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	208	u	2.730e+02		pmagpy-4.0.0	 2.487e-05
is034d2:LP-DIR-AF1	is034d2:LP-DIR-AF	is034d2	0	193.6	3.6	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	209	u	2.730e+02		pmagpy-4.0.0	 2.446e-05
is034d2:LP-DIR-AF2	is034d2:LP-DIR-AF	is034d2	0	192.7	2.8	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	210	u	2.730e+02		pmagpy-4.0.0	 2.283e-05
is034d2:LP-DIR-AF3	is034d2:LP-DIR-AF	is034d2	0	193.8	1.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	211	u	2.730e+02		pmagpy-4.0.0	 2.170e-05
is034d2:LP-DIR-AF4	is034d2:LP-DIR-AF	is034d2	1	192.8	1.1	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	212	u	2.730e+02		pmagpy-4.0.0	 2.054e-05
is034d2:LP-DIR-AF5	is034d2:LP-DIR-AF	is034d2	1	195.1	0.5	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	213	u	2.730e+02		pmagpy-4.0.0	 1.943e-05
is034d2:LP-DIR-AF6	is034d2:LP-DIR-AF	is034d2	1	196.0	0.0	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	214	u	2.730e+02		pmagpy-4.0.0	 1.849e-05
is034d2:LP-DIR-AF7	is034d2:LP-DIR-AF	is034d2	0	196.0	-1.2	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	215	u	2.730e+02		pmagpy-4.0.0	 1.658e-05
is034d2:LP-DIR-AF8	is034d2:LP-DIR-AF	is034d2	0	196.0	-1.2	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	216	u	2.730e+02		pmagpy-4.0.0	 1.467e-05
is034d2:LP-DIR-AF9	is034d2:LP-DIR-AF	is034d2	0	197.1	-1.9	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	217	u	2.730e+02		pmagpy-4.0.0	 1.283e-05
is034d2:LP-DIR-AF10	is034d2:LP-DIR-AF	is034d2	1	197.5	-2.0	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	218	u	2.730e+02		pmagpy-4.0.0	 9.912e-06
is034d2:LP-DIR-AF11	is034d2:LP-DIR-AF	is034d2	0	197.1	-2.8	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	219	u	2.730e+02		pmagpy-4.0.0	 6.700e-06
is034d2:LP-DIR-AF12	is034d2:LP-DIR-AF	is034d2	0	194.2	-2.9	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	220	u	2.730e+02		pmagpy-4.0.0	 3.578e-06
is034d2:LP-DIR-AF13	is034d2:LP-DIR-AF	is034d2	0	195.0	-2.0	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	221	u	2.730e+02		pmagpy-4.0.0	 2.779e-06
is034d2:LP-DIR-AF14	is034d2:LP-DIR-AF	is034d2	0	194.1	-1.7	1.200e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	222	u	2.730e+02		pmagpy-4.0.0	 2.458e-06
