tab	measurements
citations	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			15-2-019:LP-X			300	15-2-019:LP-X196	LP-X			15-2-019		3.2600000000000003e-07	0.01	0.0	196	300
This study	168.8	56.0	15-2-021:LP-AF-DIR		1.028e-05	300	15-2-021:LP-AF-DIR197	LT-AF-Z	g		15-2-021	u		0.015	0.0	197	300
This study			15-2-021:LP-ARM		0.00018140000000000002	300	15-2-021:LP-ARM198	LT-AF-I	g		15-2-021	u		0.08	5e-05	198	300
This study			15-2-021:LP-IRM		0.00451	300	15-2-021:LP-IRM199	LT-IRM	g		15-2-021	u		0.0	1.0	199	300
This study			15-2-021:LP-X			300	15-2-021:LP-X200	LP-X			15-2-021		3.1379999999999996e-07	0.01	0.0	200	300
This study	149.6	57.5	15-2-024:LP-AF-DIR		9.671e-06	300	15-2-024:LP-AF-DIR201	LT-AF-Z	g		15-2-024	u		0.015	0.0	201	300
This study			15-2-024:LP-ARM		0.00017669999999999999	300	15-2-024:LP-ARM202	LT-AF-I	g		15-2-024	u		0.08	5e-05	202	300
This study			15-2-024:LP-IRM		0.004417	300	15-2-024:LP-IRM203	LT-IRM	g		15-2-024	u		0.0	1.0	203	300
This study			15-2-024:LP-X			300	15-2-024:LP-X204	LP-X			15-2-024		3.101e-07	0.01	0.0	204	300
This study	150.4	54.5	15-2-027:LP-AF-DIR		1.092e-05	300	15-2-027:LP-AF-DIR205	LT-AF-Z	g		15-2-027	u		0.015	0.0	205	300
This study			15-2-027:LP-ARM		0.0001726	300	15-2-027:LP-ARM206	LT-AF-I	g		15-2-027	u		0.08	5e-05	206	300
This study			15-2-027:LP-IRM		0.0043939999999999995	300	15-2-027:LP-IRM207	LT-IRM	g		15-2-027	u		0.0	1.0	207	300
This study			15-2-027:LP-X			300	15-2-027:LP-X208	LP-X			15-2-027		3.114e-07	0.01	0.0	208	300
This study	154.2	48.3	15-2-030:LP-AF-DIR		6.056e-06	300	15-2-030:LP-AF-DIR209	LT-AF-Z	g		15-2-030	u		0.015	0.0	209	300
This study			15-2-030:LP-ARM		0.0001518	300	15-2-030:LP-ARM210	LT-AF-I	g		15-2-030	u		0.08	5e-05	210	300
This study			15-2-030:LP-IRM		0.0038280000000000002	300	15-2-030:LP-IRM211	LT-IRM	g		15-2-030	u		0.0	1.0	211	300
This study			15-2-030:LP-X			300	15-2-030:LP-X212	LP-X			15-2-030		2.764e-07	0.01	0.0	212	300
This study	148.7	42.1	15-2-034:LP-AF-DIR		4.032e-06	300	15-2-034:LP-AF-DIR213	LT-AF-Z	g		15-2-034	u		0.015	0.0	213	300
This study			15-2-034:LP-ARM		0.0001372	300	15-2-034:LP-ARM214	LT-AF-I	g		15-2-034	u		0.08	5e-05	214	300
This study			15-2-034:LP-IRM		0.003327	300	15-2-034:LP-IRM215	LT-IRM	g		15-2-034	u		0.0	1.0	215	300
This study			15-2-034:LP-X			300	15-2-034:LP-X216	LP-X			15-2-034		2.207e-07	0.01	0.0	216	300
This study	135.3	49.1	15-2-037:LP-AF-DIR		1.98e-06	300	15-2-037:LP-AF-DIR217	LT-AF-Z	g		15-2-037	u		0.015	0.0	217	300
This study			15-2-037:LP-ARM		0.0001146	300	15-2-037:LP-ARM218	LT-AF-I	g		15-2-037	u		0.08	5e-05	218	300
This study			15-2-037:LP-IRM		0.002741	300	15-2-037:LP-IRM219	LT-IRM	g		15-2-037	u		0.0	1.0	219	300
This study			15-2-037:LP-X			300	15-2-037:LP-X220	LP-X			15-2-037		1.866e-07	0.01	0.0	220	300
This study	156.3	32.8	15-2-040:LP-AF-DIR		2.416e-06	300	15-2-040:LP-AF-DIR221	LT-AF-Z	g		15-2-040	u		0.015	0.0	221	300
This study			15-2-040:LP-ARM		0.0001328	300	15-2-040:LP-ARM222	LT-AF-I	g		15-2-040	u		0.08	5e-05	222	300
This study			15-2-040:LP-IRM		0.002846	300	15-2-040:LP-IRM223	LT-IRM	g		15-2-040	u		0.0	1.0	223	300
This study			15-2-040:LP-X			300	15-2-040:LP-X224	LP-X			15-2-040		1.898e-07	0.01	0.0	224	300
This study	146.6	22.7	15-2-043:LP-AF-DIR		2.398e-06	300	15-2-043:LP-AF-DIR225	LT-AF-Z	g		15-2-043	u		0.015	0.0	225	300
This study			15-2-043:LP-ARM		0.0001643	300	15-2-043:LP-ARM226	LT-AF-I	g		15-2-043	u		0.08	5e-05	226	300
This study			15-2-043:LP-IRM		0.0030789999999999997	300	15-2-043:LP-IRM227	LT-IRM	g		15-2-043	u		0.0	1.0	227	300
This study			15-2-043:LP-X			300	15-2-043:LP-X228	LP-X			15-2-043		2.141e-07	0.01	0.0	228	300
This study	161.7	1.5	15-2-046:LP-AF-DIR		1.4430000000000004e-06	300	15-2-046:LP-AF-DIR229	LT-AF-Z	g		15-2-046	u		0.015	0.0	229	300
This study			15-2-046:LP-ARM		0.0001786	300	15-2-046:LP-ARM230	LT-AF-I	g		15-2-046	u		0.08	5e-05	230	300
This study			15-2-046:LP-IRM		0.003351	300	15-2-046:LP-IRM231	LT-IRM	g		15-2-046	u		0.0	1.0	231	300
This study			15-2-046:LP-X			300	15-2-046:LP-X232	LP-X			15-2-046		2.359e-07	0.01	0.0	232	300
This study	33.5	-86.5	15-2-050:LP-AF-DIR		1.406e-06	300	15-2-050:LP-AF-DIR233	LT-AF-Z	g		15-2-050	u		0.015	0.0	233	300
This study			15-2-050:LP-ARM		0.0001963	300	15-2-050:LP-ARM234	LT-AF-I	g		15-2-050	u		0.08	5e-05	234	300
This study			15-2-050:LP-IRM		0.003625	300	15-2-050:LP-IRM235	LT-IRM	g		15-2-050	u		0.0	1.0	235	300
This study			15-2-050:LP-X			300	15-2-050:LP-X236	LP-X			15-2-050		2.529e-07	0.01	0.0	236	300
This study	344.0	-45.7	15-2-055:LP-AF-DIR		2.332e-06	300	15-2-055:LP-AF-DIR237	LT-AF-Z	g		15-2-055	u		0.015	0.0	237	300
This study			15-2-055:LP-ARM		0.0001961	300	15-2-055:LP-ARM238	LT-AF-I	g		15-2-055	u		0.08	5e-05	238	300
This study			15-2-055:LP-IRM		0.0036520000000000003	300	15-2-055:LP-IRM239	LT-IRM	g		15-2-055	u		0.0	1.0	239	300
This study			15-2-055:LP-X			300	15-2-055:LP-X240	LP-X			15-2-055		2.566e-07	0.01	0.0	240	300
This study	320.5	-71.0	15-2-058:LP-AF-DIR		6.3970000000000024e-06	300	15-2-058:LP-AF-DIR241	LT-AF-Z	g		15-2-058	u		0.015	0.0	241	300
This study			15-2-058:LP-ARM		0.0001763	300	15-2-058:LP-ARM242	LT-AF-I	g		15-2-058	u		0.08	5e-05	242	300
This study			15-2-058:LP-IRM		0.003565	300	15-2-058:LP-IRM243	LT-IRM	g		15-2-058	u		0.0	1.0	243	300
This study			15-2-058:LP-X			300	15-2-058:LP-X244	LP-X			15-2-058		2.466e-07	0.01	0.0	244	300
This study	340.5	-69.1	15-2-061:LP-AF-DIR		3.863e-06	300	15-2-061:LP-AF-DIR245	LT-AF-Z	g		15-2-061	u		0.015	0.0	245	300
This study			15-2-061:LP-ARM		0.00015800000000000002	300	15-2-061:LP-ARM246	LT-AF-I	g		15-2-061	u		0.08	5e-05	246	300
This study			15-2-061:LP-IRM		0.003447	300	15-2-061:LP-IRM247	LT-IRM	g		15-2-061	u		0.0	1.0	247	300
This study			15-2-061:LP-X			300	15-2-061:LP-X248	LP-X			15-2-061		2.4210000000000003e-07	0.01	0.0	248	300
This study	328.1	-66.1	15-2-064:LP-AF-DIR		8.468e-06	300	15-2-064:LP-AF-DIR249	LT-AF-Z	g		15-2-064	u		0.015	0.0	249	300
This study			15-2-064:LP-ARM		0.000161	300	15-2-064:LP-ARM250	LT-AF-I	g		15-2-064	u		0.08	5e-05	250	300
This study			15-2-064:LP-IRM		0.0032840000000000005	300	15-2-064:LP-IRM251	LT-IRM	g		15-2-064	u		0.0	1.0	251	300
This study			15-2-064:LP-X			300	15-2-064:LP-X252	LP-X			15-2-064		2.3079999999999998e-07	0.01	0.0	252	300
This study	309.9	-63.5	15-2-067:LP-AF-DIR		9.617000000000001e-06	300	15-2-067:LP-AF-DIR253	LT-AF-Z	g		15-2-067	u		0.015	0.0	253	300
This study			15-2-067:LP-ARM		0.00017519999999999998	300	15-2-067:LP-ARM254	LT-AF-I	g		15-2-067	u		0.08	5e-05	254	300
This study			15-2-067:LP-IRM		0.0035039999999999997	300	15-2-067:LP-IRM255	LT-IRM	g		15-2-067	u		0.0	1.0	255	300
This study			15-2-067:LP-X			300	15-2-067:LP-X256	LP-X			15-2-067		2.389e-07	0.01	0.0	256	300
This study	315.5	-59.5	15-2-070:LP-AF-DIR		8.622e-06	300	15-2-070:LP-AF-DIR257	LT-AF-Z	g		15-2-070	u		0.015	0.0	257	300
This study			15-2-070:LP-ARM		0.0001754	300	15-2-070:LP-ARM258	LT-AF-I	g		15-2-070	u		0.08	5e-05	258	300
This study			15-2-070:LP-IRM		0.00349	300	15-2-070:LP-IRM259	LT-IRM	g		15-2-070	u		0.0	1.0	259	300
This study			15-2-070:LP-X			300	15-2-070:LP-X260	LP-X			15-2-070		2.346e-07	0.01	0.0	260	300
This study	309.1	-54.7	15-2-073:LP-AF-DIR		8.012e-06	300	15-2-073:LP-AF-DIR261	LT-AF-Z	g		15-2-073	u		0.015	0.0	261	300
This study			15-2-073:LP-ARM		0.0001649	300	15-2-073:LP-ARM262	LT-AF-I	g		15-2-073	u		0.08	5e-05	262	300
This study			15-2-073:LP-IRM		0.003363	300	15-2-073:LP-IRM263	LT-IRM	g		15-2-073	u		0.0	1.0	263	300
This study			15-2-073:LP-X			300	15-2-073:LP-X264	LP-X			15-2-073		2.3100000000000002e-07	0.01	0.0	264	300
This study	304.7	-53.0	15-2-076:LP-AF-DIR		6.35e-06	300	15-2-076:LP-AF-DIR265	LT-AF-Z	g		15-2-076	u		0.015	0.0	265	300
This study			15-2-076:LP-ARM		0.00015719999999999995	300	15-2-076:LP-ARM266	LT-AF-I	g		15-2-076	u		0.08	5e-05	266	300
This study			15-2-076:LP-IRM		0.003199	300	15-2-076:LP-IRM267	LT-IRM	g		15-2-076	u		0.0	1.0	267	300
This study			15-2-076:LP-X			300	15-2-076:LP-X268	LP-X			15-2-076		2.178e-07	0.01	0.0	268	300
This study	301.8	-55.4	15-2-079:LP-AF-DIR		5.9620000000000015e-06	300	15-2-079:LP-AF-DIR269	LT-AF-Z	g		15-2-079	u		0.015	0.0	269	300
This study			15-2-079:LP-ARM		0.0001527	300	15-2-079:LP-ARM270	LT-AF-I	g		15-2-079	u		0.08	5e-05	270	300
This study			15-2-079:LP-IRM		0.002893	300	15-2-079:LP-IRM271	LT-IRM	g		15-2-079	u		0.0	1.0	271	300
This study			15-2-079:LP-X			300	15-2-079:LP-X272	LP-X			15-2-079		1.968e-07	0.01	0.0	272	300
This study	314.3	-59.2	15-2-082:LP-AF-DIR		9.536e-06	300	15-2-082:LP-AF-DIR273	LT-AF-Z	g		15-2-082	u		0.015	0.0	273	300
This study			15-2-082:LP-ARM		0.0001591	300	15-2-082:LP-ARM274	LT-AF-I	g		15-2-082	u		0.08	5e-05	274	300
This study			15-2-082:LP-IRM		0.003093	300	15-2-082:LP-IRM275	LT-IRM	g		15-2-082	u		0.0	1.0	275	300
This study			15-2-082:LP-X			300	15-2-082:LP-X276	LP-X			15-2-082		2.0649999999999998e-07	0.01	0.0	276	300
This study	322.0	-58.5	15-2-085:LP-AF-DIR		6.823e-06	300	15-2-085:LP-AF-DIR277	LT-AF-Z	g		15-2-085	u		0.015	0.0	277	300
This study			15-2-085:LP-ARM		0.00015019999999999996	300	15-2-085:LP-ARM278	LT-AF-I	g		15-2-085	u		0.08	5e-05	278	300
This study			15-2-085:LP-IRM		0.0027949999999999997	300	15-2-085:LP-IRM279	LT-IRM	g		15-2-085	u		0.0	1.0	279	300
This study			15-2-085:LP-X			300	15-2-085:LP-X280	LP-X			15-2-085		1.8579999999999998e-07	0.01	0.0	280	300
This study	316.4	-51.9	15-2-088:LP-AF-DIR		5.174e-06	300	15-2-088:LP-AF-DIR281	LT-AF-Z	g		15-2-088	u		0.015	0.0	281	300
This study			15-2-088:LP-ARM		0.00015859999999999998	300	15-2-088:LP-ARM282	LT-AF-I	g		15-2-088	u		0.08	5e-05	282	300
This study			15-2-088:LP-IRM		0.002807	300	15-2-088:LP-IRM283	LT-IRM	g		15-2-088	u		0.0	1.0	283	300
This study			15-2-088:LP-X			300	15-2-088:LP-X284	LP-X			15-2-088		1.9239999999999998e-07	0.01	0.0	284	300
This study	314.0	-66.8	15-2-091:LP-AF-DIR		3.451e-06	300	15-2-091:LP-AF-DIR285	LT-AF-Z	g		15-2-091	u		0.015	0.0	285	300
This study			15-2-091:LP-ARM		0.00016769999999999998	300	15-2-091:LP-ARM286	LT-AF-I	g		15-2-091	u		0.08	5e-05	286	300
This study			15-2-091:LP-IRM		0.002872	300	15-2-091:LP-IRM287	LT-IRM	g		15-2-091	u		0.0	1.0	287	300
This study			15-2-091:LP-X			300	15-2-091:LP-X288	LP-X			15-2-091		1.909e-07	0.01	0.0	288	300
This study	136.6	45.3	15-2-095:LP-AF-DIR		1.141e-06	300	15-2-095:LP-AF-DIR289	LT-AF-Z	g		15-2-095	u		0.015	0.0	289	300
This study			15-2-095:LP-ARM		0.00016759999999999998	300	15-2-095:LP-ARM290	LT-AF-I	g		15-2-095	u		0.08	5e-05	290	300
This study			15-2-095:LP-IRM		0.0029059999999999997	300	15-2-095:LP-IRM291	LT-IRM	g		15-2-095	u		0.0	1.0	291	300
This study			15-2-095:LP-X			300	15-2-095:LP-X292	LP-X			15-2-095		1.9760000000000002e-07	0.01	0.0	292	300
This study	149.6	46.7	15-2-098:LP-AF-DIR		5.994e-06	300	15-2-098:LP-AF-DIR293	LT-AF-Z	g		15-2-098	u		0.015	0.0	293	300
This study			15-2-098:LP-ARM		0.0002013	300	15-2-098:LP-ARM294	LT-AF-I	g		15-2-098	u		0.08	5e-05	294	300
This study			15-2-098:LP-IRM		0.003442	300	15-2-098:LP-IRM295	LT-IRM	g		15-2-098	u		0.0	1.0	295	300
This study			15-2-098:LP-X			300	15-2-098:LP-X296	LP-X			15-2-098		2.346e-07	0.01	0.0	296	300
This study	164.0	48.0	15-2-101:LP-AF-DIR		3.2330000000000002e-06	300	15-2-101:LP-AF-DIR297	LT-AF-Z	g		15-2-101	u		0.015	0.0	297	300
This study			15-2-101:LP-ARM		0.00019880000000000006	300	15-2-101:LP-ARM298	LT-AF-I	g		15-2-101	u		0.08	5e-05	298	300
This study			15-2-101:LP-IRM		0.00337	300	15-2-101:LP-IRM299	LT-IRM	g		15-2-101	u		0.0	1.0	299	300
This study			15-2-101:LP-X			300	15-2-101:LP-X300	LP-X			15-2-101		2.2559999999999998e-07	0.01	0.0	300	300
This study	170.4	54.3	15-2-104:LP-AF-DIR		8.137999999999999e-06	300	15-2-104:LP-AF-DIR301	LT-AF-Z	g		15-2-104	u		0.015	0.0	301	300
This study			15-2-104:LP-ARM		0.0001905	300	15-2-104:LP-ARM302	LT-AF-I	g		15-2-104	u		0.08	5e-05	302	300
This study			15-2-104:LP-IRM		0.0034460000000000003	300	15-2-104:LP-IRM303	LT-IRM	g		15-2-104	u		0.0	1.0	303	300
This study			15-2-104:LP-X			300	15-2-104:LP-X304	LP-X			15-2-104		2.343e-07	0.01	0.0	304	300
This study	166.8	50.5	15-2-107:LP-AF-DIR		5.419e-06	300	15-2-107:LP-AF-DIR305	LT-AF-Z	g		15-2-107	u		0.015	0.0	305	300
This study			15-2-107:LP-ARM		0.0001831	300	15-2-107:LP-ARM306	LT-AF-I	g		15-2-107	u		0.08	5e-05	306	300
This study			15-2-107:LP-IRM		0.003249	300	15-2-107:LP-IRM307	LT-IRM	g		15-2-107	u		0.0	1.0	307	300
This study			15-2-107:LP-X			300	15-2-107:LP-X308	LP-X			15-2-107		2.1929999999999999e-07	0.01	0.0	308	300
This study	178.2	44.9	15-2-109:LP-AF-DIR		4.435e-06	300	15-2-109:LP-AF-DIR309	LT-AF-Z	g		15-2-109	u		0.015	0.0	309	300
This study			15-2-109:LP-ARM		0.00014509999999999998	300	15-2-109:LP-ARM310	LT-AF-I	g		15-2-109	u		0.08	5e-05	310	300
This study			15-2-109:LP-IRM		0.002838	300	15-2-109:LP-IRM311	LT-IRM	g		15-2-109	u		0.0	1.0	311	300
This study			15-2-109:LP-X			300	15-2-109:LP-X312	LP-X			15-2-109		1.9489999999999998e-07	0.01	0.0	312	300
This study	172.9	52.5	15-2-113:LP-AF-DIR		8.064e-06	300	15-2-113:LP-AF-DIR313	LT-AF-Z	g		15-2-113	u		0.015	0.0	313	300
This study			15-2-113:LP-ARM		0.0001357	300	15-2-113:LP-ARM314	LT-AF-I	g		15-2-113	u		0.08	5e-05	314	300
This study			15-2-113:LP-IRM		0.002771	300	15-2-113:LP-IRM315	LT-IRM	g		15-2-113	u		0.0	1.0	315	300
This study			15-2-113:LP-X			300	15-2-113:LP-X316	LP-X			15-2-113		1.8e-07	0.01	0.0	316	300
This study	177.4	48.0	15-2-116:LP-AF-DIR		5.9979999999999975e-06	300	15-2-116:LP-AF-DIR317	LT-AF-Z	g		15-2-116	u		0.015	0.0	317	300
This study			15-2-116:LP-ARM		0.0001242	300	15-2-116:LP-ARM318	LT-AF-I	g		15-2-116	u		0.08	5e-05	318	300
This study			15-2-116:LP-IRM		0.0025440000000000003	300	15-2-116:LP-IRM319	LT-IRM	g		15-2-116	u		0.0	1.0	319	300
This study			15-2-116:LP-X			300	15-2-116:LP-X320	LP-X			15-2-116		1.6760000000000002e-07	0.01	0.0	320	300
This study	178.4	43.5	15-2-119:LP-AF-DIR		5.884e-06	300	15-2-119:LP-AF-DIR321	LT-AF-Z	g		15-2-119	u		0.015	0.0	321	300
This study			15-2-119:LP-ARM		0.0001204	300	15-2-119:LP-ARM322	LT-AF-I	g		15-2-119	u		0.08	5e-05	322	300
This study			15-2-119:LP-IRM		0.002336	300	15-2-119:LP-IRM323	LT-IRM	g		15-2-119	u		0.0	1.0	323	300
This study			15-2-119:LP-X			300	15-2-119:LP-X324	LP-X			15-2-119		1.558e-07	0.01	0.0	324	300
This study	180.7	48.1	15-2-123:LP-AF-DIR		4.554e-06	300	15-2-123:LP-AF-DIR325	LT-AF-Z	g		15-2-123	u		0.015	0.0	325	300
This study			15-2-123:LP-ARM		0.00011740000000000002	300	15-2-123:LP-ARM326	LT-AF-I	g		15-2-123	u		0.08	5e-05	326	300
This study			15-2-123:LP-IRM		0.0022370000000000003	300	15-2-123:LP-IRM327	LT-IRM	g		15-2-123	u		0.0	1.0	327	300
This study			15-2-123:LP-X			300	15-2-123:LP-X328	LP-X			15-2-123		1.481e-07	0.01	0.0	328	300
This study	181.3	45.7	15-2-126:LP-AF-DIR		4.6889999999999995e-06	300	15-2-126:LP-AF-DIR329	LT-AF-Z	g		15-2-126	u		0.015	0.0	329	300
This study			15-2-126:LP-ARM		0.0001365	300	15-2-126:LP-ARM330	LT-AF-I	g		15-2-126	u		0.08	5e-05	330	300
This study			15-2-126:LP-IRM		0.002636	300	15-2-126:LP-IRM331	LT-IRM	g		15-2-126	u		0.0	1.0	331	300
This study			15-2-126:LP-X			300	15-2-126:LP-X332	LP-X			15-2-126		1.875e-07	0.01	0.0	332	300
This study	182.6	44.0	15-2-128:LP-AF-DIR		7.286e-06	300	15-2-128:LP-AF-DIR333	LT-AF-Z	g		15-2-128	u		0.015	0.0	333	300
This study			15-2-128:LP-ARM		0.0001563	300	15-2-128:LP-ARM334	LT-AF-I	g		15-2-128	u		0.08	5e-05	334	300
This study			15-2-128:LP-IRM		0.002967	300	15-2-128:LP-IRM335	LT-IRM	g		15-2-128	u		0.0	1.0	335	300
This study			15-2-128:LP-X			300	15-2-128:LP-X336	LP-X			15-2-128		2.091e-07	0.01	0.0	336	300
This study	182.2	47.9	15-2-132:LP-AF-DIR		6.702e-06	300	15-2-132:LP-AF-DIR337	LT-AF-Z	g		15-2-132	u		0.015	0.0	337	300
This study			15-2-132:LP-ARM		0.0001544	300	15-2-132:LP-ARM338	LT-AF-I	g		15-2-132	u		0.08	5e-05	338	300
This study			15-2-132:LP-IRM		0.002844	300	15-2-132:LP-IRM339	LT-IRM	g		15-2-132	u		0.0	1.0	339	300
This study			15-2-132:LP-X			300	15-2-132:LP-X340	LP-X			15-2-132		2.0449999999999998e-07	0.01	0.0	340	300
This study	185.2	47.8	15-2-135:LP-AF-DIR		9.561e-06	300	15-2-135:LP-AF-DIR341	LT-AF-Z	g		15-2-135	u		0.015	0.0	341	300
This study			15-2-135:LP-ARM		0.0001639	300	15-2-135:LP-ARM342	LT-AF-I	g		15-2-135	u		0.08	5e-05	342	300
This study			15-2-135:LP-IRM		0.003046	300	15-2-135:LP-IRM343	LT-IRM	g		15-2-135	u		0.0	1.0	343	300
This study			15-2-135:LP-X			300	15-2-135:LP-X344	LP-X			15-2-135		2.1670000000000005e-07	0.01	0.0	344	300
This study	188.0	50.5	15-2-138:LP-AF-DIR		1.079e-05	300	15-2-138:LP-AF-DIR345	LT-AF-Z	g		15-2-138	u		0.015	0.0	345	300
This study			15-2-138:LP-ARM		0.0001616	300	15-2-138:LP-ARM346	LT-AF-I	g		15-2-138	u		0.08	5e-05	346	300
This study			15-2-138:LP-IRM		0.003046	300	15-2-138:LP-IRM347	LT-IRM	g		15-2-138	u		0.0	1.0	347	300
This study			15-2-138:LP-X			300	15-2-138:LP-X348	LP-X			15-2-138		2.146e-07	0.01	0.0	348	300
This study	179.0	50.0	15-2-141:LP-AF-DIR		9.166e-06	300	15-2-141:LP-AF-DIR349	LT-AF-Z	g		15-2-141	u		0.015	0.0	349	300
This study			15-2-141:LP-ARM		0.0001536	300	15-2-141:LP-ARM350	LT-AF-I	g		15-2-141	u		0.08	5e-05	350	300
This study			15-2-141:LP-IRM		0.003047	300	15-2-141:LP-IRM351	LT-IRM	g		15-2-141	u		0.0	1.0	351	300
This study			15-2-141:LP-X			300	15-2-141:LP-X352	LP-X			15-2-141		2.1739999999999997e-07	0.01	0.0	352	300
This study	184.8	55.4	15-2-143:LP-AF-DIR		1.167e-05	300	15-2-143:LP-AF-DIR353	LT-AF-Z	g		15-2-143	u		0.015	0.0	353	300
This study			15-2-143:LP-ARM		0.00015319999999999998	300	15-2-143:LP-ARM354	LT-AF-I	g		15-2-143	u		0.08	5e-05	354	300
This study			15-2-143:LP-IRM		0.003134	300	15-2-143:LP-IRM355	LT-IRM	g		15-2-143	u		0.0	1.0	355	300
This study			15-2-143:LP-X			300	15-2-143:LP-X356	LP-X			15-2-143		2.214e-07	0.01	0.0	356	300
This study	192.4	47.1	15-2-147:LP-AF-DIR		1.13e-05	300	15-2-147:LP-AF-DIR357	LT-AF-Z	g		15-2-147	u		0.015	0.0	357	300
This study			15-2-147:LP-ARM		0.0001278	300	15-2-147:LP-ARM358	LT-AF-I	g		15-2-147	u		0.08	5e-05	358	300
This study			15-2-147:LP-IRM		0.002614	300	15-2-147:LP-IRM359	LT-IRM	g		15-2-147	u		0.0	1.0	359	300
This study			15-2-147:LP-X			300	15-2-147:LP-X360	LP-X			15-2-147		1.846e-07	0.01	0.0	360	300
This study	192.7	44.0	15-2-150:LP-AF-DIR		8.133e-06	300	15-2-150:LP-AF-DIR361	LT-AF-Z	g		15-2-150	u		0.015	0.0	361	300
This study			15-2-150:LP-ARM		0.0	300	15-2-150:LP-ARM362	LT-AF-I	g		15-2-150	u		0.08	5e-05	362	300
This study			15-2-150:LP-IRM		0.002573	300	15-2-150:LP-IRM363	LT-IRM	g		15-2-150	u		0.0	1.0	363	300
This study			15-2-150:LP-X			300	15-2-150:LP-X364	LP-X			15-2-150		1.7670000000000001e-07	0.01	0.0	364	300
This study	201.3	51.8	15-3-001:LP-AF-DIR		9.214e-06	300	15-3-001:LP-AF-DIR365	LT-AF-Z	g		15-3-001	u		0.015	0.0	365	300
This study			15-3-001:LP-ARM		0.0001467	300	15-3-001:LP-ARM366	LT-AF-I	g		15-3-001	u		0.08	5e-05	366	300
This study			15-3-001:LP-IRM		0.0028870000000000002	300	15-3-001:LP-IRM367	LT-IRM	g		15-3-001	u		0.0	1.0	367	300
This study			15-3-001:LP-X			300	15-3-001:LP-X368	LP-X			15-3-001		1.942e-07	0.01	0.0	368	300
This study	215.7	55.9	15-3-004:LP-AF-DIR		9.593e-06	300	15-3-004:LP-AF-DIR369	LT-AF-Z	g		15-3-004	u		0.015	0.0	369	300
This study			15-3-004:LP-ARM		0.0001533	300	15-3-004:LP-ARM370	LT-AF-I	g		15-3-004	u		0.08	5e-05	370	300
This study			15-3-004:LP-IRM		0.003081	300	15-3-004:LP-IRM371	LT-IRM	g		15-3-004	u		0.0	1.0	371	300
This study			15-3-004:LP-X			300	15-3-004:LP-X372	LP-X			15-3-004		2.1149999999999998e-07	0.01	0.0	372	300
This study	222.7	50.7	15-3-007:LP-AF-DIR		9.577999999999999e-06	300	15-3-007:LP-AF-DIR373	LT-AF-Z	g		15-3-007	u		0.015	0.0	373	300
This study			15-3-007:LP-ARM		0.0001512	300	15-3-007:LP-ARM374	LT-AF-I	g		15-3-007	u		0.08	5e-05	374	300
This study			15-3-007:LP-IRM		0.003125	300	15-3-007:LP-IRM375	LT-IRM	g		15-3-007	u		0.0	1.0	375	300
This study			15-3-007:LP-X			300	15-3-007:LP-X376	LP-X			15-3-007		2.1300000000000001e-07	0.01	0.0	376	300
This study	216.7	53.1	15-3-010:LP-AF-DIR		8.383e-06	300	15-3-010:LP-AF-DIR377	LT-AF-Z	g		15-3-010	u		0.015	0.0	377	300
This study			15-3-010:LP-ARM		0.00015219999999999999	300	15-3-010:LP-ARM378	LT-AF-I	g		15-3-010	u		0.08	5e-05	378	300
This study			15-3-010:LP-IRM		0.003193	300	15-3-010:LP-IRM379	LT-IRM	g		15-3-010	u		0.0	1.0	379	300
This study			15-3-010:LP-X			300	15-3-010:LP-X380	LP-X			15-3-010		2.218e-07	0.01	0.0	380	300
This study	216.1	45.9	15-3-013:LP-AF-DIR		1.0800000000000003e-05	300	15-3-013:LP-AF-DIR381	LT-AF-Z	g		15-3-013	u		0.015	0.0	381	300
This study			15-3-013:LP-ARM		0.00017350000000000002	300	15-3-013:LP-ARM382	LT-AF-I	g		15-3-013	u		0.08	5e-05	382	300
This study			15-3-013:LP-IRM		0.003693	300	15-3-013:LP-IRM383	LT-IRM	g		15-3-013	u		0.0	1.0	383	300
This study			15-3-013:LP-X			300	15-3-013:LP-X384	LP-X			15-3-013		2.519e-07	0.01	0.0	384	300
This study	222.3	41.8	15-3-015:LP-AF-DIR		4.3119999999999995e-06	300	15-3-015:LP-AF-DIR385	LT-AF-Z	g		15-3-015	u		0.015	0.0	385	300
This study			15-3-015:LP-ARM		0.0001346	300	15-3-015:LP-ARM386	LT-AF-I	g		15-3-015	u		0.08	5e-05	386	300
This study			15-3-015:LP-IRM		0.002763	300	15-3-015:LP-IRM387	LT-IRM	g		15-3-015	u		0.0	1.0	387	300
This study			15-3-015:LP-X			300	15-3-015:LP-X388	LP-X			15-3-015		1.8829999999999999e-07	0.01	0.0	388	300
This study	224.3	50.5	15-3-019:LP-AF-DIR		4.9410000000000015e-06	300	15-3-019:LP-AF-DIR389	LT-AF-Z	g		15-3-019	u		0.015	0.0	389	300
This study			15-3-019:LP-ARM		0.0001254	300	15-3-019:LP-ARM390	LT-AF-I	g		15-3-019	u		0.08	5e-05	390	300
This study			15-3-019:LP-IRM		0.0024850000000000002	300	15-3-019:LP-IRM391	LT-IRM	g		15-3-019	u		0.0	1.0	391	300
