tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_mass	meas_temp	measurement	method_codes	quality	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study	182.5	33.6	15-2-019:LP-AF-DIR	3.48E-06	300	15-2-019:LP-AF-DIR-193	LT-AF-Z	g	15-2-019	u		1.50E-02	0	193	300
This study			15-2-019:LP-ARM	2.19E-04	300	15-2-019:LP-ARM-194	LT-AF-I	g	15-2-019	u		8.00E-02	5.00E-05	194	300
This study			15-2-019:LP-IRM	4.76E-03	300	15-2-019:LP-IRM-195	LT-IRM	g	15-2-019	u		0	1	195	300
This study			15-2-019:LP-X		300	15-2-019:LP-X-196	LP-X		15-2-019		3.26E-07	1.00E-02	0	196	300
This study	168.8	56	15-2-021:LP-AF-DIR	1.03E-05	300	15-2-021:LP-AF-DIR-197	LT-AF-Z	g	15-2-021	u		1.50E-02	0	197	300
This study			15-2-021:LP-ARM	1.81E-04	300	15-2-021:LP-ARM-198	LT-AF-I	g	15-2-021	u		8.00E-02	5.00E-05	198	300
This study			15-2-021:LP-IRM	4.51E-03	300	15-2-021:LP-IRM-199	LT-IRM	g	15-2-021	u		0	1	199	300
This study			15-2-021:LP-X		300	15-2-021:LP-X-200	LP-X		15-2-021		3.14E-07	1.00E-02	0	200	300
This study	149.6	57.5	15-2-024:LP-AF-DIR	9.67E-06	300	15-2-024:LP-AF-DIR-201	LT-AF-Z	g	15-2-024	u		1.50E-02	0	201	300
This study			15-2-024:LP-ARM	1.77E-04	300	15-2-024:LP-ARM-202	LT-AF-I	g	15-2-024	u		8.00E-02	5.00E-05	202	300
This study			15-2-024:LP-IRM	4.42E-03	300	15-2-024:LP-IRM-203	LT-IRM	g	15-2-024	u		0	1	203	300
This study			15-2-024:LP-X		300	15-2-024:LP-X-204	LP-X		15-2-024		3.10E-07	1.00E-02	0	204	300
This study	150.4	54.5	15-2-027:LP-AF-DIR	1.09E-05	300	15-2-027:LP-AF-DIR-205	LT-AF-Z	g	15-2-027	u		1.50E-02	0	205	300
This study			15-2-027:LP-ARM	1.73E-04	300	15-2-027:LP-ARM-206	LT-AF-I	g	15-2-027	u		8.00E-02	5.00E-05	206	300
This study			15-2-027:LP-IRM	4.39E-03	300	15-2-027:LP-IRM-207	LT-IRM	g	15-2-027	u		0	1	207	300
This study			15-2-027:LP-X		300	15-2-027:LP-X-208	LP-X		15-2-027		3.11E-07	1.00E-02	0	208	300
This study	154.2	48.3	15-2-030:LP-AF-DIR	6.06E-06	300	15-2-030:LP-AF-DIR-209	LT-AF-Z	g	15-2-030	u		1.50E-02	0	209	300
This study			15-2-030:LP-ARM	1.52E-04	300	15-2-030:LP-ARM-210	LT-AF-I	g	15-2-030	u		8.00E-02	5.00E-05	210	300
This study			15-2-030:LP-IRM	3.83E-03	300	15-2-030:LP-IRM-211	LT-IRM	g	15-2-030	u		0	1	211	300
This study			15-2-030:LP-X		300	15-2-030:LP-X-212	LP-X		15-2-030		2.76E-07	1.00E-02	0	212	300
This study	148.7	42.1	15-2-034:LP-AF-DIR	4.03E-06	300	15-2-034:LP-AF-DIR-213	LT-AF-Z	g	15-2-034	u		1.50E-02	0	213	300
This study			15-2-034:LP-ARM	1.37E-04	300	15-2-034:LP-ARM-214	LT-AF-I	g	15-2-034	u		8.00E-02	5.00E-05	214	300
This study			15-2-034:LP-IRM	3.33E-03	300	15-2-034:LP-IRM-215	LT-IRM	g	15-2-034	u		0	1	215	300
This study			15-2-034:LP-X		300	15-2-034:LP-X-216	LP-X		15-2-034		2.21E-07	1.00E-02	0	216	300
This study	135.3	49.1	15-2-037:LP-AF-DIR	1.98E-06	300	15-2-037:LP-AF-DIR-217	LT-AF-Z	g	15-2-037	u		1.50E-02	0	217	300
This study			15-2-037:LP-ARM	1.15E-04	300	15-2-037:LP-ARM-218	LT-AF-I	g	15-2-037	u		8.00E-02	5.00E-05	218	300
This study			15-2-037:LP-IRM	2.74E-03	300	15-2-037:LP-IRM-219	LT-IRM	g	15-2-037	u		0	1	219	300
This study			15-2-037:LP-X		300	15-2-037:LP-X-220	LP-X		15-2-037		1.87E-07	1.00E-02	0	220	300
This study	156.3	32.8	15-2-040:LP-AF-DIR	2.42E-06	300	15-2-040:LP-AF-DIR-221	LT-AF-Z	g	15-2-040	u		1.50E-02	0	221	300
This study			15-2-040:LP-ARM	1.33E-04	300	15-2-040:LP-ARM-222	LT-AF-I	g	15-2-040	u		8.00E-02	5.00E-05	222	300
This study			15-2-040:LP-IRM	2.85E-03	300	15-2-040:LP-IRM-223	LT-IRM	g	15-2-040	u		0	1	223	300
This study			15-2-040:LP-X		300	15-2-040:LP-X-224	LP-X		15-2-040		1.90E-07	1.00E-02	0	224	300
This study	146.6	22.7	15-2-043:LP-AF-DIR	2.40E-06	300	15-2-043:LP-AF-DIR-225	LT-AF-Z	g	15-2-043	u		1.50E-02	0	225	300
This study			15-2-043:LP-ARM	1.64E-04	300	15-2-043:LP-ARM-226	LT-AF-I	g	15-2-043	u		8.00E-02	5.00E-05	226	300
This study			15-2-043:LP-IRM	3.08E-03	300	15-2-043:LP-IRM-227	LT-IRM	g	15-2-043	u		0	1	227	300
This study			15-2-043:LP-X		300	15-2-043:LP-X-228	LP-X		15-2-043		2.14E-07	1.00E-02	0	228	300
This study	161.7	1.5	15-2-046:LP-AF-DIR	1.44E-06	300	15-2-046:LP-AF-DIR-229	LT-AF-Z	g	15-2-046	u		1.50E-02	0	229	300
This study			15-2-046:LP-ARM	1.79E-04	300	15-2-046:LP-ARM-230	LT-AF-I	g	15-2-046	u		8.00E-02	5.00E-05	230	300
This study			15-2-046:LP-IRM	3.35E-03	300	15-2-046:LP-IRM-231	LT-IRM	g	15-2-046	u		0	1	231	300
This study			15-2-046:LP-X		300	15-2-046:LP-X-232	LP-X		15-2-046		2.36E-07	1.00E-02	0	232	300
This study	33.5	-86.5	15-2-050:LP-AF-DIR	1.41E-06	300	15-2-050:LP-AF-DIR-233	LT-AF-Z	g	15-2-050	u		1.50E-02	0	233	300
This study			15-2-050:LP-ARM	1.96E-04	300	15-2-050:LP-ARM-234	LT-AF-I	g	15-2-050	u		8.00E-02	5.00E-05	234	300
This study			15-2-050:LP-IRM	3.63E-03	300	15-2-050:LP-IRM-235	LT-IRM	g	15-2-050	u		0	1	235	300
This study			15-2-050:LP-X		300	15-2-050:LP-X-236	LP-X		15-2-050		2.53E-07	1.00E-02	0	236	300
This study	344	-45.7	15-2-055:LP-AF-DIR	2.33E-06	300	15-2-055:LP-AF-DIR-237	LT-AF-Z	g	15-2-055	u		1.50E-02	0	237	300
This study			15-2-055:LP-ARM	1.96E-04	300	15-2-055:LP-ARM-238	LT-AF-I	g	15-2-055	u		8.00E-02	5.00E-05	238	300
This study			15-2-055:LP-IRM	3.65E-03	300	15-2-055:LP-IRM-239	LT-IRM	g	15-2-055	u		0	1	239	300
This study			15-2-055:LP-X		300	15-2-055:LP-X-240	LP-X		15-2-055		2.57E-07	1.00E-02	0	240	300
This study	320.5	-71	15-2-058:LP-AF-DIR	6.40E-06	300	15-2-058:LP-AF-DIR-241	LT-AF-Z	g	15-2-058	u		1.50E-02	0	241	300
This study			15-2-058:LP-ARM	1.76E-04	300	15-2-058:LP-ARM-242	LT-AF-I	g	15-2-058	u		8.00E-02	5.00E-05	242	300
This study			15-2-058:LP-IRM	3.57E-03	300	15-2-058:LP-IRM-243	LT-IRM	g	15-2-058	u		0	1	243	300
This study			15-2-058:LP-X		300	15-2-058:LP-X-244	LP-X		15-2-058		2.47E-07	1.00E-02	0	244	300
This study	340.5	-69.1	15-2-061:LP-AF-DIR	3.86E-06	300	15-2-061:LP-AF-DIR-245	LT-AF-Z	g	15-2-061	u		1.50E-02	0	245	300
This study			15-2-061:LP-ARM	1.58E-04	300	15-2-061:LP-ARM-246	LT-AF-I	g	15-2-061	u		8.00E-02	5.00E-05	246	300
This study			15-2-061:LP-IRM	3.45E-03	300	15-2-061:LP-IRM-247	LT-IRM	g	15-2-061	u		0	1	247	300
This study			15-2-061:LP-X		300	15-2-061:LP-X-248	LP-X		15-2-061		2.42E-07	1.00E-02	0	248	300
This study	328.1	-66.1	15-2-064:LP-AF-DIR	8.47E-06	300	15-2-064:LP-AF-DIR-249	LT-AF-Z	g	15-2-064	u		1.50E-02	0	249	300
This study			15-2-064:LP-ARM	1.61E-04	300	15-2-064:LP-ARM-250	LT-AF-I	g	15-2-064	u		8.00E-02	5.00E-05	250	300
This study			15-2-064:LP-IRM	3.28E-03	300	15-2-064:LP-IRM-251	LT-IRM	g	15-2-064	u		0	1	251	300
This study			15-2-064:LP-X		300	15-2-064:LP-X-252	LP-X		15-2-064		2.31E-07	1.00E-02	0	252	300
This study	309.9	-63.5	15-2-067:LP-AF-DIR	9.62E-06	300	15-2-067:LP-AF-DIR-253	LT-AF-Z	g	15-2-067	u		1.50E-02	0	253	300
This study			15-2-067:LP-ARM	1.75E-04	300	15-2-067:LP-ARM-254	LT-AF-I	g	15-2-067	u		8.00E-02	5.00E-05	254	300
This study			15-2-067:LP-IRM	3.50E-03	300	15-2-067:LP-IRM-255	LT-IRM	g	15-2-067	u		0	1	255	300
This study			15-2-067:LP-X		300	15-2-067:LP-X-256	LP-X		15-2-067		2.39E-07	1.00E-02	0	256	300
This study	315.5	-59.5	15-2-070:LP-AF-DIR	8.62E-06	300	15-2-070:LP-AF-DIR-257	LT-AF-Z	g	15-2-070	u		1.50E-02	0	257	300
This study			15-2-070:LP-ARM	1.75E-04	300	15-2-070:LP-ARM-258	LT-AF-I	g	15-2-070	u		8.00E-02	5.00E-05	258	300
This study			15-2-070:LP-IRM	3.49E-03	300	15-2-070:LP-IRM-259	LT-IRM	g	15-2-070	u		0	1	259	300
This study			15-2-070:LP-X		300	15-2-070:LP-X-260	LP-X		15-2-070		2.35E-07	1.00E-02	0	260	300
This study	309.1	-54.7	15-2-073:LP-AF-DIR	8.01E-06	300	15-2-073:LP-AF-DIR-261	LT-AF-Z	g	15-2-073	u		1.50E-02	0	261	300
This study			15-2-073:LP-ARM	1.65E-04	300	15-2-073:LP-ARM-262	LT-AF-I	g	15-2-073	u		8.00E-02	5.00E-05	262	300
This study			15-2-073:LP-IRM	3.36E-03	300	15-2-073:LP-IRM-263	LT-IRM	g	15-2-073	u		0	1	263	300
This study			15-2-073:LP-X		300	15-2-073:LP-X-264	LP-X		15-2-073		2.31E-07	1.00E-02	0	264	300
This study	304.7	-53	15-2-076:LP-AF-DIR	6.35E-06	300	15-2-076:LP-AF-DIR-265	LT-AF-Z	g	15-2-076	u		1.50E-02	0	265	300
This study			15-2-076:LP-ARM	1.57E-04	300	15-2-076:LP-ARM-266	LT-AF-I	g	15-2-076	u		8.00E-02	5.00E-05	266	300
This study			15-2-076:LP-IRM	3.20E-03	300	15-2-076:LP-IRM-267	LT-IRM	g	15-2-076	u		0	1	267	300
This study			15-2-076:LP-X		300	15-2-076:LP-X-268	LP-X		15-2-076		2.18E-07	1.00E-02	0	268	300
This study	301.8	-55.4	15-2-079:LP-AF-DIR	5.96E-06	300	15-2-079:LP-AF-DIR-269	LT-AF-Z	g	15-2-079	u		1.50E-02	0	269	300
This study			15-2-079:LP-ARM	1.53E-04	300	15-2-079:LP-ARM-270	LT-AF-I	g	15-2-079	u		8.00E-02	5.00E-05	270	300
This study			15-2-079:LP-IRM	2.89E-03	300	15-2-079:LP-IRM-271	LT-IRM	g	15-2-079	u		0	1	271	300
This study			15-2-079:LP-X		300	15-2-079:LP-X-272	LP-X		15-2-079		1.97E-07	1.00E-02	0	272	300
This study	314.3	-59.2	15-2-082:LP-AF-DIR	9.54E-06	300	15-2-082:LP-AF-DIR-273	LT-AF-Z	g	15-2-082	u		1.50E-02	0	273	300
This study			15-2-082:LP-ARM	1.59E-04	300	15-2-082:LP-ARM-274	LT-AF-I	g	15-2-082	u		8.00E-02	5.00E-05	274	300
This study			15-2-082:LP-IRM	3.09E-03	300	15-2-082:LP-IRM-275	LT-IRM	g	15-2-082	u		0	1	275	300
This study			15-2-082:LP-X		300	15-2-082:LP-X-276	LP-X		15-2-082		2.07E-07	1.00E-02	0	276	300
This study	322	-58.5	15-2-085:LP-AF-DIR	6.82E-06	300	15-2-085:LP-AF-DIR-277	LT-AF-Z	g	15-2-085	u		1.50E-02	0	277	300
This study			15-2-085:LP-ARM	1.50E-04	300	15-2-085:LP-ARM-278	LT-AF-I	g	15-2-085	u		8.00E-02	5.00E-05	278	300
This study			15-2-085:LP-IRM	2.80E-03	300	15-2-085:LP-IRM-279	LT-IRM	g	15-2-085	u		0	1	279	300
This study			15-2-085:LP-X		300	15-2-085:LP-X-280	LP-X		15-2-085		1.86E-07	1.00E-02	0	280	300
This study	316.4	-51.9	15-2-088:LP-AF-DIR	5.17E-06	300	15-2-088:LP-AF-DIR-281	LT-AF-Z	g	15-2-088	u		1.50E-02	0	281	300
This study			15-2-088:LP-ARM	1.59E-04	300	15-2-088:LP-ARM-282	LT-AF-I	g	15-2-088	u		8.00E-02	5.00E-05	282	300
This study			15-2-088:LP-IRM	2.81E-03	300	15-2-088:LP-IRM-283	LT-IRM	g	15-2-088	u		0	1	283	300
This study			15-2-088:LP-X		300	15-2-088:LP-X-284	LP-X		15-2-088		1.92E-07	1.00E-02	0	284	300
This study	314	-66.8	15-2-091:LP-AF-DIR	3.45E-06	300	15-2-091:LP-AF-DIR-285	LT-AF-Z	g	15-2-091	u		1.50E-02	0	285	300
This study			15-2-091:LP-ARM	1.68E-04	300	15-2-091:LP-ARM-286	LT-AF-I	g	15-2-091	u		8.00E-02	5.00E-05	286	300
This study			15-2-091:LP-IRM	2.87E-03	300	15-2-091:LP-IRM-287	LT-IRM	g	15-2-091	u		0	1	287	300
This study			15-2-091:LP-X		300	15-2-091:LP-X-288	LP-X		15-2-091		1.91E-07	1.00E-02	0	288	300
This study	136.6	45.3	15-2-095:LP-AF-DIR	1.14E-06	300	15-2-095:LP-AF-DIR-289	LT-AF-Z	g	15-2-095	u		1.50E-02	0	289	300
This study			15-2-095:LP-ARM	1.68E-04	300	15-2-095:LP-ARM-290	LT-AF-I	g	15-2-095	u		8.00E-02	5.00E-05	290	300
This study			15-2-095:LP-IRM	2.91E-03	300	15-2-095:LP-IRM-291	LT-IRM	g	15-2-095	u		0	1	291	300
This study			15-2-095:LP-X		300	15-2-095:LP-X-292	LP-X		15-2-095		1.98E-07	1.00E-02	0	292	300
This study	149.6	46.7	15-2-098:LP-AF-DIR	5.99E-06	300	15-2-098:LP-AF-DIR-293	LT-AF-Z	g	15-2-098	u		1.50E-02	0	293	300
This study			15-2-098:LP-ARM	2.01E-04	300	15-2-098:LP-ARM-294	LT-AF-I	g	15-2-098	u		8.00E-02	5.00E-05	294	300
This study			15-2-098:LP-IRM	3.44E-03	300	15-2-098:LP-IRM-295	LT-IRM	g	15-2-098	u		0	1	295	300
This study			15-2-098:LP-X		300	15-2-098:LP-X-296	LP-X		15-2-098		2.35E-07	1.00E-02	0	296	300
This study	164	48	15-2-101:LP-AF-DIR	3.23E-06	300	15-2-101:LP-AF-DIR-297	LT-AF-Z	g	15-2-101	u		1.50E-02	0	297	300
This study			15-2-101:LP-ARM	1.99E-04	300	15-2-101:LP-ARM-298	LT-AF-I	g	15-2-101	u		8.00E-02	5.00E-05	298	300
This study			15-2-101:LP-IRM	3.37E-03	300	15-2-101:LP-IRM-299	LT-IRM	g	15-2-101	u		0	1	299	300
This study			15-2-101:LP-X		300	15-2-101:LP-X-300	LP-X		15-2-101		2.26E-07	1.00E-02	0	300	300
This study	170.4	54.3	15-2-104:LP-AF-DIR	8.14E-06	300	15-2-104:LP-AF-DIR-301	LT-AF-Z	g	15-2-104	u		1.50E-02	0	301	300
This study			15-2-104:LP-ARM	1.91E-04	300	15-2-104:LP-ARM-302	LT-AF-I	g	15-2-104	u		8.00E-02	5.00E-05	302	300
This study			15-2-104:LP-IRM	3.45E-03	300	15-2-104:LP-IRM-303	LT-IRM	g	15-2-104	u		0	1	303	300
This study			15-2-104:LP-X		300	15-2-104:LP-X-304	LP-X		15-2-104		2.34E-07	1.00E-02	0	304	300
This study	166.8	50.5	15-2-107:LP-AF-DIR	5.42E-06	300	15-2-107:LP-AF-DIR-305	LT-AF-Z	g	15-2-107	u		1.50E-02	0	305	300
This study			15-2-107:LP-ARM	1.83E-04	300	15-2-107:LP-ARM-306	LT-AF-I	g	15-2-107	u		8.00E-02	5.00E-05	306	300
This study			15-2-107:LP-IRM	3.25E-03	300	15-2-107:LP-IRM-307	LT-IRM	g	15-2-107	u		0	1	307	300
This study			15-2-107:LP-X		300	15-2-107:LP-X-308	LP-X		15-2-107		2.19E-07	1.00E-02	0	308	300
This study	178.2	44.9	15-2-109:LP-AF-DIR	4.44E-06	300	15-2-109:LP-AF-DIR-309	LT-AF-Z	g	15-2-109	u		1.50E-02	0	309	300
This study			15-2-109:LP-ARM	1.45E-04	300	15-2-109:LP-ARM-310	LT-AF-I	g	15-2-109	u		8.00E-02	5.00E-05	310	300
This study			15-2-109:LP-IRM	2.84E-03	300	15-2-109:LP-IRM-311	LT-IRM	g	15-2-109	u		0	1	311	300
This study			15-2-109:LP-X		300	15-2-109:LP-X-312	LP-X		15-2-109		1.95E-07	1.00E-02	0	312	300
This study	172.9	52.5	15-2-113:LP-AF-DIR	8.06E-06	300	15-2-113:LP-AF-DIR-313	LT-AF-Z	g	15-2-113	u		1.50E-02	0	313	300
This study			15-2-113:LP-ARM	1.36E-04	300	15-2-113:LP-ARM-314	LT-AF-I	g	15-2-113	u		8.00E-02	5.00E-05	314	300
This study			15-2-113:LP-IRM	2.77E-03	300	15-2-113:LP-IRM-315	LT-IRM	g	15-2-113	u		0	1	315	300
This study			15-2-113:LP-X		300	15-2-113:LP-X-316	LP-X		15-2-113		1.80E-07	1.00E-02	0	316	300
This study	177.4	48	15-2-116:LP-AF-DIR	6.00E-06	300	15-2-116:LP-AF-DIR-317	LT-AF-Z	g	15-2-116	u		1.50E-02	0	317	300
This study			15-2-116:LP-ARM	1.24E-04	300	15-2-116:LP-ARM-318	LT-AF-I	g	15-2-116	u		8.00E-02	5.00E-05	318	300
This study			15-2-116:LP-IRM	2.54E-03	300	15-2-116:LP-IRM-319	LT-IRM	g	15-2-116	u		0	1	319	300
This study			15-2-116:LP-X		300	15-2-116:LP-X-320	LP-X		15-2-116		1.68E-07	1.00E-02	0	320	300
This study	178.4	43.5	15-2-119:LP-AF-DIR	5.88E-06	300	15-2-119:LP-AF-DIR-321	LT-AF-Z	g	15-2-119	u		1.50E-02	0	321	300
This study			15-2-119:LP-ARM	1.20E-04	300	15-2-119:LP-ARM-322	LT-AF-I	g	15-2-119	u		8.00E-02	5.00E-05	322	300
This study			15-2-119:LP-IRM	2.34E-03	300	15-2-119:LP-IRM-323	LT-IRM	g	15-2-119	u		0	1	323	300
This study			15-2-119:LP-X		300	15-2-119:LP-X-324	LP-X		15-2-119		1.56E-07	1.00E-02	0	324	300
This study	180.7	48.1	15-2-123:LP-AF-DIR	4.55E-06	300	15-2-123:LP-AF-DIR-325	LT-AF-Z	g	15-2-123	u		1.50E-02	0	325	300
This study			15-2-123:LP-ARM	1.17E-04	300	15-2-123:LP-ARM-326	LT-AF-I	g	15-2-123	u		8.00E-02	5.00E-05	326	300
This study			15-2-123:LP-IRM	2.24E-03	300	15-2-123:LP-IRM-327	LT-IRM	g	15-2-123	u		0	1	327	300
This study			15-2-123:LP-X		300	15-2-123:LP-X-328	LP-X		15-2-123		1.48E-07	1.00E-02	0	328	300
This study	181.3	45.7	15-2-126:LP-AF-DIR	4.69E-06	300	15-2-126:LP-AF-DIR-329	LT-AF-Z	g	15-2-126	u		1.50E-02	0	329	300
This study			15-2-126:LP-ARM	1.37E-04	300	15-2-126:LP-ARM-330	LT-AF-I	g	15-2-126	u		8.00E-02	5.00E-05	330	300
This study			15-2-126:LP-IRM	2.64E-03	300	15-2-126:LP-IRM-331	LT-IRM	g	15-2-126	u		0	1	331	300
This study			15-2-126:LP-X		300	15-2-126:LP-X-332	LP-X		15-2-126		1.88E-07	1.00E-02	0	332	300
This study	182.6	44	15-2-128:LP-AF-DIR	7.29E-06	300	15-2-128:LP-AF-DIR-333	LT-AF-Z	g	15-2-128	u		1.50E-02	0	333	300
This study			15-2-128:LP-ARM	1.56E-04	300	15-2-128:LP-ARM-334	LT-AF-I	g	15-2-128	u		8.00E-02	5.00E-05	334	300
This study			15-2-128:LP-IRM	2.97E-03	300	15-2-128:LP-IRM-335	LT-IRM	g	15-2-128	u		0	1	335	300
This study			15-2-128:LP-X		300	15-2-128:LP-X-336	LP-X		15-2-128		2.09E-07	1.00E-02	0	336	300
This study	182.2	47.9	15-2-132:LP-AF-DIR	6.70E-06	300	15-2-132:LP-AF-DIR-337	LT-AF-Z	g	15-2-132	u		1.50E-02	0	337	300
This study			15-2-132:LP-ARM	1.54E-04	300	15-2-132:LP-ARM-338	LT-AF-I	g	15-2-132	u		8.00E-02	5.00E-05	338	300
This study			15-2-132:LP-IRM	2.84E-03	300	15-2-132:LP-IRM-339	LT-IRM	g	15-2-132	u		0	1	339	300
This study			15-2-132:LP-X		300	15-2-132:LP-X-340	LP-X		15-2-132		2.05E-07	1.00E-02	0	340	300
This study	185.2	47.8	15-2-135:LP-AF-DIR	9.56E-06	300	15-2-135:LP-AF-DIR-341	LT-AF-Z	g	15-2-135	u		1.50E-02	0	341	300
This study			15-2-135:LP-ARM	1.64E-04	300	15-2-135:LP-ARM-342	LT-AF-I	g	15-2-135	u		8.00E-02	5.00E-05	342	300
This study			15-2-135:LP-IRM	3.05E-03	300	15-2-135:LP-IRM-343	LT-IRM	g	15-2-135	u		0	1	343	300
This study			15-2-135:LP-X		300	15-2-135:LP-X-344	LP-X		15-2-135		2.17E-07	1.00E-02	0	344	300
This study	188	50.5	15-2-138:LP-AF-DIR	1.08E-05	300	15-2-138:LP-AF-DIR-345	LT-AF-Z	g	15-2-138	u		1.50E-02	0	345	300
This study			15-2-138:LP-ARM	1.62E-04	300	15-2-138:LP-ARM-346	LT-AF-I	g	15-2-138	u		8.00E-02	5.00E-05	346	300
This study			15-2-138:LP-IRM	3.05E-03	300	15-2-138:LP-IRM-347	LT-IRM	g	15-2-138	u		0	1	347	300
This study			15-2-138:LP-X		300	15-2-138:LP-X-348	LP-X		15-2-138		2.15E-07	1.00E-02	0	348	300
This study	179	50	15-2-141:LP-AF-DIR	9.17E-06	300	15-2-141:LP-AF-DIR-349	LT-AF-Z	g	15-2-141	u		1.50E-02	0	349	300
This study			15-2-141:LP-ARM	1.54E-04	300	15-2-141:LP-ARM-350	LT-AF-I	g	15-2-141	u		8.00E-02	5.00E-05	350	300
This study			15-2-141:LP-IRM	3.05E-03	300	15-2-141:LP-IRM-351	LT-IRM	g	15-2-141	u		0	1	351	300
This study			15-2-141:LP-X		300	15-2-141:LP-X-352	LP-X		15-2-141		2.17E-07	1.00E-02	0	352	300
This study	184.8	55.4	15-2-143:LP-AF-DIR	1.17E-05	300	15-2-143:LP-AF-DIR-353	LT-AF-Z	g	15-2-143	u		1.50E-02	0	353	300
This study			15-2-143:LP-ARM	1.53E-04	300	15-2-143:LP-ARM-354	LT-AF-I	g	15-2-143	u		8.00E-02	5.00E-05	354	300
This study			15-2-143:LP-IRM	3.13E-03	300	15-2-143:LP-IRM-355	LT-IRM	g	15-2-143	u		0	1	355	300
This study			15-2-143:LP-X		300	15-2-143:LP-X-356	LP-X		15-2-143		2.21E-07	1.00E-02	0	356	300
This study	192.4	47.1	15-2-147:LP-AF-DIR	1.13E-05	300	15-2-147:LP-AF-DIR-357	LT-AF-Z	g	15-2-147	u		1.50E-02	0	357	300
This study			15-2-147:LP-ARM	1.28E-04	300	15-2-147:LP-ARM-358	LT-AF-I	g	15-2-147	u		8.00E-02	5.00E-05	358	300
This study			15-2-147:LP-IRM	2.61E-03	300	15-2-147:LP-IRM-359	LT-IRM	g	15-2-147	u		0	1	359	300
This study			15-2-147:LP-X		300	15-2-147:LP-X-360	LP-X		15-2-147		1.85E-07	1.00E-02	0	360	300
This study	192.7	44	15-2-150:LP-AF-DIR	8.13E-06	300	15-2-150:LP-AF-DIR-361	LT-AF-Z	g	15-2-150	u		1.50E-02	0	361	300
This study			15-2-150:LP-ARM	0.00E+00	300	15-2-150:LP-ARM-362	LT-AF-I	g	15-2-150	u		8.00E-02	5.00E-05	362	300
This study			15-2-150:LP-IRM	2.57E-03	300	15-2-150:LP-IRM-363	LT-IRM	g	15-2-150	u		0	1	363	300
This study			15-2-150:LP-X		300	15-2-150:LP-X-364	LP-X		15-2-150		1.77E-07	1.00E-02	0	364	300
This study	201.3	51.8	15-3-001:LP-AF-DIR	9.21E-06	300	15-3-001:LP-AF-DIR-365	LT-AF-Z	g	15-3-001	u		1.50E-02	0	365	300
This study			15-3-001:LP-ARM	1.47E-04	300	15-3-001:LP-ARM-366	LT-AF-I	g	15-3-001	u		8.00E-02	5.00E-05	366	300
This study			15-3-001:LP-IRM	2.89E-03	300	15-3-001:LP-IRM-367	LT-IRM	g	15-3-001	u		0	1	367	300
This study			15-3-001:LP-X		300	15-3-001:LP-X-368	LP-X		15-3-001		1.94E-07	1.00E-02	0	368	300
This study	215.7	55.9	15-3-004:LP-AF-DIR	9.59E-06	300	15-3-004:LP-AF-DIR-369	LT-AF-Z	g	15-3-004	u		1.50E-02	0	369	300
This study			15-3-004:LP-ARM	1.53E-04	300	15-3-004:LP-ARM-370	LT-AF-I	g	15-3-004	u		8.00E-02	5.00E-05	370	300
This study			15-3-004:LP-IRM	3.08E-03	300	15-3-004:LP-IRM-371	LT-IRM	g	15-3-004	u		0	1	371	300
This study			15-3-004:LP-X		300	15-3-004:LP-X-372	LP-X		15-3-004		2.12E-07	1.00E-02	0	372	300
This study	222.7	50.7	15-3-007:LP-AF-DIR	9.58E-06	300	15-3-007:LP-AF-DIR-373	LT-AF-Z	g	15-3-007	u		1.50E-02	0	373	300
This study			15-3-007:LP-ARM	1.51E-04	300	15-3-007:LP-ARM-374	LT-AF-I	g	15-3-007	u		8.00E-02	5.00E-05	374	300
This study			15-3-007:LP-IRM	3.13E-03	300	15-3-007:LP-IRM-375	LT-IRM	g	15-3-007	u		0	1	375	300
This study			15-3-007:LP-X		300	15-3-007:LP-X-376	LP-X		15-3-007		2.13E-07	1.00E-02	0	376	300
This study	216.7	53.1	15-3-010:LP-AF-DIR	8.38E-06	300	15-3-010:LP-AF-DIR-377	LT-AF-Z	g	15-3-010	u		1.50E-02	0	377	300
This study			15-3-010:LP-ARM	1.52E-04	300	15-3-010:LP-ARM-378	LT-AF-I	g	15-3-010	u		8.00E-02	5.00E-05	378	300
This study			15-3-010:LP-IRM	3.19E-03	300	15-3-010:LP-IRM-379	LT-IRM	g	15-3-010	u		0	1	379	300
This study			15-3-010:LP-X		300	15-3-010:LP-X-380	LP-X		15-3-010		2.22E-07	1.00E-02	0	380	300
This study	216.1	45.9	15-3-013:LP-AF-DIR	1.08E-05	300	15-3-013:LP-AF-DIR-381	LT-AF-Z	g	15-3-013	u		1.50E-02	0	381	300
This study			15-3-013:LP-ARM	1.74E-04	300	15-3-013:LP-ARM-382	LT-AF-I	g	15-3-013	u		8.00E-02	5.00E-05	382	300
This study			15-3-013:LP-IRM	3.69E-03	300	15-3-013:LP-IRM-383	LT-IRM	g	15-3-013	u		0	1	383	300
This study			15-3-013:LP-X		300	15-3-013:LP-X-384	LP-X		15-3-013		2.52E-07	1.00E-02	0	384	300
This study	222.3	41.8	15-3-015:LP-AF-DIR	4.31E-06	300	15-3-015:LP-AF-DIR-385	LT-AF-Z	g	15-3-015	u		1.50E-02	0	385	300
