tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	er_analyst_mail_names	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	er_synthetic_name	experiment	instrument_codes	location	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_date	measurement_demagn_code	measurement_elevation	measurement_freq	measurement_height	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magnitude	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_r2	measurement_sd	measurement_sweep_rate	measurement_temp_change	measurement_time_zone	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
This study		0.7	356.1	-21.4	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000791						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	9	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	523													
This study		0.8	357.1	-60.9	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00016						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	10	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	523													
This study		1.4	356.9	-22.6	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000691						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	11	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	573													
This study		1.1	356.6	-55.4	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000116						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	12	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	473													
This study		0.9	356.4	-72	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000226						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	13	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	573													
This study		1.3	357.7	-27.2	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000718						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	14	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	623													
This study		1.2	356.9	-72.5	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000239						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	15	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	623													
This study		2	358.4	-38.3	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000811						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	673													
This study		1.5	357.4	-59.2	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000131						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	573													
This study		1.5	358.3	-69.5	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000197						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	673													
This study		1.6	358	-39.7	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000654						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	723													
This study		1.1	358.1	-74	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000191						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	723													
This study		2.1	358.3	-41	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000379						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	773													
This study		0.8	359.5	-75.4	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000129						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	673													
This study		0.9	357.4	-79.9	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000187						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	773													
This study		1.8	357.9	-45.3	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000263						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	798													
This study		0.8	359.4	-82.9	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000174						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	798													
This study		1.9	0.1	-51.7	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00000937						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0	0	0	823													
This study		0.7	359.9	-87.1	Jason Steindorf							mc20d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000202						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc20d	mc20	pmagpy-1.65b	mc20d	u	0	0.00004	0	90	823													
This study		0.9	13.1	-48.5	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00014						273																												LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	273													
This study		0.9	13.8	-48.1	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000134						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	373													
This study		0.7	14	-48.8	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000138						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	3	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	373													
This study		0.6	15.7	-47.7	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000127						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	4	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	423													
This study		0.7	14.2	-51.1	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000133						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	5	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	423													
This study		1	16.3	-47.4	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000119						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	6	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	473													
This study		0.7	16	-49.5	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000125						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	7	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	373													
This study		0.7	16.3	-62.3	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000174						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	8	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	473													
This study		0.9	15.5	-48.2	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000107						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	9	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	523													
This study		0.8	17.9	-71.8	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000227						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	10	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	523													
This study		1	16.6	-49.1	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000101						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	11	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	573													
This study		0.7	16.6	-64.8	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000153						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	12	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	473													
This study		0.7	19.9	-77	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000296						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	13	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	573													
This study		0.9	16.3	-52.3	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000109						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	14	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	623													
This study		0.6	21.8	-77.5	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000313						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	15	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	623													
This study		1.2	18	-57.5	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00012						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	673													
This study		0.8	18.4	-66.1	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000158						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	573													
This study		0.7	20.2	-73.3	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000216						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	673													
This study		1.1	18.3	-56.4	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000856						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	723													
This study		0.7	22.4	-77.7	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000198						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	723													
This study		1.1	18.4	-55.2	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000488						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	773													
This study		0.7	21.7	-76.8	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000121						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	673													
This study		0.7	24.8	-80.3	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00015						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	773													
This study		1	17.7	-55.8	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000318						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	798													
This study		0.6	25.4	-83.3	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000132						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	798													
This study		1.1	18.6	-56.1	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000153						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0	0	0	823													
This study		0.6	28.3	-84.9	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000928						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	773													
This study		0.6	30.6	-86.6	Jason Steindorf							mc20h-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000116						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	28	g	mc20h	mc20	pmagpy-1.65b	mc20h	u	0	0.00004	0	90	823													
This study		0.7	167.6	20.6	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00005						273																												LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	273													
This study		0.2	169.2	19.6	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000505						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	373													
This study		0.2	168.7	21	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000512						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	3	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	373													
This study		0.2	169.6	19.2	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000501						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	4	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	423													
This study		0.2	169.6	22.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000509						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	5	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	423													
This study		0.2	169.1	19.2	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000482						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	6	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	473													
This study		0.2	167.8	21	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000488						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	7	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	373													
This study		0.2	170.5	23.9	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000494						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	8	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	473													
This study		0.2	169	19.5	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000456						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	9	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	523													
This study		0.2	170.6	27.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000481						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	10	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	523													
This study		0.3	170.4	19.8	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000406						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	11	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	573													
This study		0.1	168.5	24.8	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000421						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	12	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	473													
This study		0.1	169.8	35.9	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000465						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	13	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	573													
This study		0.2	168.9	19.7	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000329						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	14	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	623													
This study		0.3	169.3	46.3	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000442						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	15	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	623													
This study		0.6	170.9	19.7	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000248						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	673													
This study		0.3	171.7	43.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000321						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	573													
This study		0.6	171.6	54.8	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000403						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	673													
This study		0.8	171.7	20	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000199						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	723													
This study		0.5	171.9	61.7	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000395						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	723													
This study		0.5	171.8	20.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000145						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	773													
This study		0.5	169	64.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000324						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	673													
This study		0.4	171.7	70.1	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000393						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	773													
This study		0.3	171.9	22	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000098						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	798													
This study		0.4	173.2	76.7	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000404						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	798													
This study		0.2	172.5	24.5	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00000421						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0	0	0	823													
This study		0.4	173.9	81.9	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000347						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	773													
This study		0.3	175.4	83.7	Jason Steindorf							mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000433						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	28	g	mc21a	mc21	pmagpy-1.65b	mc21a	u	0	0.00004	0	90	823													
