tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_n	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	magic_method_codes	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
	2.525852	1.232945	1.951634	6.000000	0.341350:0.321389:0.337260:0.023369:0.010183:0.003352		0.015639					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05f6			7.99e-05	0.03	c	1.08	0.97	0.83	0.14	0.93	0.92	0.83	2.57	12	5	30.80	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05f		hz05f6
5.28	5.679917	3.248574	3.860035	6.000000	0.328654:0.326597:0.344749:-0.010759:0.027602:0.006419	6.000000	0.011972	ATRM				This study	Critical F: 3.1059									hz05g1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g1
	5.679917	3.248574	3.860035	6.000000	0.328654:0.326597:0.344749:-0.010759:0.027602:0.006419		0.011972					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g1			8.00e-05	0.02	c	0.97	0.94	0.30	4.97	0.78	0.81	0.89	2.36	12	6	34.13	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g1
4.99	1.665247	0.792501	1.310723	6.000000	0.318936:0.346596:0.334467:0.013890:-0.002905:0.002946	6.000000	0.013902	ATRM				This study	Critical F: 3.1059									hz05g2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g2
	1.665247	0.792501	1.310723	6.000000	0.318936:0.346596:0.334467:0.013890:-0.002905:0.002946		0.013902					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g2			7.97e-05	0.02	c	0.96	0.95	1.27	0.44	0.79	0.76	0.83	3.32	10	5	29.82	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g2
7.82	3.173315	2.066780	1.901019	6.000000	0.346627:0.323344:0.330029:0.014714:-0.008639:0.000142	6.000000	0.010471	ATRM				This study	Critical F: 3.1059									hz05g3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g3
	3.173315	2.066780	1.901019	6.000000	0.346627:0.323344:0.330029:0.014714:-0.008639:0.000142		0.010471					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g3			8.41e-05	0.02	c	0.93	0.94	1.50	0.36	0.77	0.81	0.88	4.12	12	5	31.93	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g3
4.18	2.085388	0.933666	1.712105	6.000000	0.345573:0.325362:0.329065:0.002280:-0.013632:0.014112	6.000000	0.013932	ATRM				This study	Critical F: 3.1059									hz05g4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g4
	2.085388	0.933666	1.712105	6.000000	0.345573:0.325362:0.329065:0.002280:-0.013632:0.014112		0.013932					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g4			8.41e-05	0.02	c	0.95	0.95	1.44	2.53	0.80	0.80	0.87	3.34	10	6	40.65	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g4
3.97	7.537437	9.948754	1.011499	6.000000	0.320835:0.316065:0.363100:0.009796:0.001684:0.026291	6.000000	0.012449	ATRM				This study	Critical F: 3.1059									hz05g5;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g5
	7.537437	9.948754	1.011499	6.000000	0.320835:0.316065:0.363100:0.009796:0.001684:0.026291		0.012449					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g5			7.55e-05	0.02	c	1.04	0.94	0.73	0.18	0.83	0.82	0.89	4.29	13	6	30.36	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g5
4.81	7.828590	2.427565	7.876984	6.000000	0.331015:0.326632:0.342353:0.015249:-0.017363:0.002867	6.000000	0.007883	ATRM				This study	Critical F: 3.1059									hz05g6;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05g		hz05g6
	7.828590	2.427565	7.876984	6.000000	0.331015:0.326632:0.342353:0.015249:-0.017363:0.002867		0.007883					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05g6			7.73e-05	0.03	c	0.98	0.93	1.06	5.21	0.77	0.81	0.88	2.65	11	6	25.37	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05g		hz05g6
6.91	11.373629	5.980650	8.299444	6.000000	0.329146:0.333463:0.337390:0.028654:0.000926:0.019715	6.000000	0.009292	ATRM				This study	Critical F: 3.1059									hz05h1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h1
	11.373629	5.980650	8.299444	6.000000	0.329146:0.333463:0.337390:0.028654:0.000926:0.019715		0.009292					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h1			7.14e-05	0.01	c	1.00	0.91	1.10	1.60	0.85	0.77	0.89	1.97	11	6	76.43	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h1
7.96	7.527230	1.853047	8.331428	6.000000	0.340876:0.317594:0.341531:-0.033178:-0.002617:-0.002400	6.000000	0.011751	ATRM				This study	Critical F: 3.1059									hz05h2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h2
	7.527230	1.853047	8.331428	6.000000	0.340876:0.317594:0.341531:-0.033178:-0.002617:-0.002400		0.011751					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h2			7.18e-05	0.03	c	1.00	0.92	0.32	3.28	0.82	0.78	0.89	1.65	11	6	21.82	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h2
5.59	97.507616	76.683724	46.456450	6.000000	0.312725:0.332428:0.354847:-0.018663:-0.013601:0.069421	6.000000	0.006896	ATRM				This study	Critical F: 3.1059									hz05h3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h3
	97.507616	76.683724	46.456450	6.000000	0.312725:0.332428:0.354847:-0.018663:-0.013601:0.069421		0.006896					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h3			6.06e-05	0.03	c	1.00	0.91	2.12	1.98	0.91	0.80	0.89	4.84	11	5	24.89	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h3
5.85	11.527654	4.272122	10.609905	6.000000	0.311276:0.339448:0.349275:-0.018463:-0.005420:0.018669	6.000000	0.008768	ATRM				This study	Critical F: 3.1059									hz05h4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h4
	11.527654	4.272122	10.609905	6.000000	0.311276:0.339448:0.349275:-0.018463:-0.005420:0.018669		0.008768					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h4			7.39e-05	0.02	c	1.00	0.91	1.29	2.60	0.91	0.84	0.90	2.76	12	6	39.19	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h4
5.21	35.485101	45.347459	5.456624	6.000000	0.307977:0.350102:0.341921:-0.008211:-0.061336:0.030002	6.000000	0.010857	ATRM				This study	Critical F: 3.1059									hz05h5;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h5
	35.485101	45.347459	5.456624	6.000000	0.307977:0.350102:0.341921:-0.008211:-0.061336:0.030002		0.010857					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h5			6.24e-05	0.03	c	1.00	0.91	2.84	4.40	0.87	0.77	0.89	4.62	11	6	23.20	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h5
14.15	1.769300	0.347180	2.113672	6.000000	0.348462:0.344753:0.306785:-0.007432:0.008725:0.000456	6.000000	0.017322	ATRM				This study	Critical F: 3.1059									hz05h6;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz05h		hz05h6
	1.769300	0.347180	2.113672	6.000000	0.348462:0.344753:0.306785:-0.007432:0.008725:0.000456		0.017322					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz05h6			8.00e-05	0.02	c	1.00	0.90	0.60	3.82	0.90	0.86	0.90	1.62	12	6	44.73	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz05h		hz05h6
4.36	2.397537	2.448906	0.719281	6.000000	0.320580:0.322548:0.356872:-0.008256:0.014862:0.004009	6.000000	0.015518	ATRM				This study	Critical F: 3.1059									hz06a1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a1
	2.397537	2.448906	0.719281	6.000000	0.320580:0.322548:0.356872:-0.008256:0.014862:0.004009		0.015518					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a1			6.33e-05	0.03	c	1.12	0.97	1.37	2.21	0.87	0.91	0.89	4.57	13	6	28.99	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a1
0.51	49.206500	43.084952	19.898094	6.000000	0.335840:0.356653:0.307507:-0.016383:0.021187:-0.002801	6.000000	0.004656	ATRM				This study	Critical F: 3.1059									hz06a2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a2
	49.206500	43.084952	19.898094	6.000000	0.335840:0.356653:0.307507:-0.016383:0.021187:-0.002801		0.004656					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a2			8.06e-05	0.03	c	0.92	0.94	1.22	1.33	0.84	0.88	0.90	4.40	13	6	25.48	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a2
2.81	5.091076	2.724385	3.662553	6.000000	0.346294:0.336706:0.317000:0.015445:0.005855:-0.015966	6.000000	0.010862	ATRM				This study	Critical F: 3.1059									hz06a3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a3
	5.091076	2.724385	3.662553	6.000000	0.346294:0.336706:0.317000:0.015445:0.005855:-0.015966		0.010862					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a3			7.71e-05	0.03	c	0.95	0.93	1.32	2.74	0.80	0.85	0.89	3.37	12	6	25.59	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a3
4.36	1.788278	1.583140	0.709801	6.000000	0.315212:0.319498:0.365290:-0.014979:0.017833:0.000902	6.000000	0.024242	ATRM				This study	Critical F: 3.1059									hz06a4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a4
	1.788278	1.583140	0.709801	6.000000	0.315212:0.319498:0.365290:-0.014979:0.017833:0.000902		0.024242					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a4			5.94e-05	0.03	c	1.20	0.97	0.36	10.37	0.77	0.78	0.89	3.19	11	6	20.05	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a4
3.49	20.284080	33.381684	0.512905	6.000000	0.335028:0.341259:0.323713:-0.030413:0.020863:-0.014134	6.000000	0.008040	ATRM				This study	Critical F: 3.1059									hz06a5;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a5
	20.284080	33.381684	0.512905	6.000000	0.335028:0.341259:0.323713:-0.030413:0.020863:-0.014134		0.008040					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a5			6.16e-05	0.04	c	1.03	0.96	1.27	7.46	0.89	0.87	0.90	1.66	12	6	21.31	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a5
4.21	13.449587	7.918558	8.902901	6.000000	0.314742:0.363510:0.321748:-0.011595:0.013095:0.015617	6.000000	0.008606	ATRM				This study	Critical F: 3.1059									hz06a6;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a6
	13.449587	7.918558	8.902901	6.000000	0.314742:0.363510:0.321748:-0.011595:0.013095:0.015617		0.008606					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a6			7.02e-05	0.02	c	1.02	0.95	1.10	5.31	0.74	0.77	0.89	2.87	11	6	35.22	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a6
2.67	18.516389	16.072891	7.595953	6.000000	0.331114:0.335128:0.333758:-0.004122:0.033985:-0.014607	6.000000	0.007748	ATRM				This study	Critical F: 3.1059									hz06a7;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06a		hz06a7
	18.516389	16.072891	7.595953	6.000000	0.331114:0.335128:0.333758:-0.004122:0.033985:-0.014607		0.007748					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06a7			7.35e-05	0.02	c	1.02	0.93	1.60	1.65	0.78	0.80	0.89	3.27	11	5	39.84	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06a		hz06a7
1.89	28.194474	29.151082	8.227125	6.000000	0.331727:0.366873:0.301400:-0.018839:-0.019119:0.001563	6.000000	0.007140	ATRM				This study	Critical F: 3.1059									hz06b1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06b		hz06b1
	28.194474	29.151082	8.227125	6.000000	0.331727:0.366873:0.301400:-0.018839:-0.019119:0.001563		0.007140					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06b1			8.81e-05	0.02	c	0.87	0.93	1.69	0.38	0.75	0.79	0.87	2.17	9	5	41.64	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06b		hz06b1
2.57	50.932216	56.429412	12.505755	6.000000	0.308455:0.348113:0.343432:-0.018836:-0.030897:0.000172	6.000000	0.005286	ATRM				This study	Critical F: 3.1059									hz06b2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06b		hz06b2
	50.932216	56.429412	12.505755	6.000000	0.308455:0.348113:0.343432:-0.018836:-0.030897:0.000172		0.005286					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06b2			8.00e-05	0.01	c	0.95	0.93	1.00	1.66	0.76	0.83	0.88	2.35	10	5	70.83	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06b		hz06b2
4.23	36.538287	28.699700	17.438563	6.000000	0.328212:0.364358:0.307430:0.017452:0.008344:0.020446	6.000000	0.005959	ATRM				This study	Critical F: 3.1059									hz06b3;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06b		hz06b3
	36.538287	28.699700	17.438563	6.000000	0.328212:0.364358:0.307430:0.017452:0.008344:0.020446		0.005959					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06b3			9.10e-05	0.02	c	0.85	0.93	0.62	2.70	0.88	0.95	0.90	1.91	13	6	34.73	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06b		hz06b3
6.26	19.051164	26.444550	2.001381	6.000000	0.314985:0.366793:0.318221:-0.012705:-0.008383:0.008868	6.000000	0.006957	ATRM				This study	Critical F: 3.1059									hz06b4;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06b		hz06b4
	19.051164	26.444550	2.001381	6.000000	0.314985:0.366793:0.318221:-0.012705:-0.008383:0.008868		0.006957					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06b4			8.15e-05	0.03	c	0.91	0.94	0.79	6.53	0.78	0.83	0.89	2.47	10	5	21.78	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06b		hz06b4
3.57	9.634777	4.007976	8.292152	6.000000	0.321999:0.323477:0.354524:-0.016076:0.024629:0.016661	6.000000	0.011085	ATRM				This study	Critical F: 3.1059									hz06b5;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06b		hz06b5
	9.634777	4.007976	8.292152	6.000000	0.321999:0.323477:0.354524:-0.016076:0.024629:0.016661		0.011085					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06b5			7.74e-05	0.02	c	0.98	0.93	0.38	11.09	0.74	0.82	0.88	1.11	10	6	35.83	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06b		hz06b5
1.52	3.279107	2.003427	2.095890	6.000000	0.333872:0.332592:0.333536:-0.021759:-0.000445:0.000923	6.000000	0.010764	ATRM				This study	Critical F: 3.1059									hz06c1;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06c		hz06c1
	3.279107	2.003427	2.095890	6.000000	0.333872:0.332592:0.333536:-0.021759:-0.000445:0.000923		0.010764					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06c1			8.25e-05	0.03	c	1.00	0.94	0.88	1.97	0.83	0.85	0.87	1.14	11	5	27.37	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06c		hz06c1
2.11	15.459318	13.314888	6.423105	6.000000	0.318079:0.347235:0.334686:-0.011744:0.012078:-0.016880	6.000000	0.006364	ATRM				This study	Critical F: 3.1059									hz06c2;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		hz06c		hz06c2
	15.459318	13.314888	6.423105	6.000000	0.318079:0.347235:0.334686:-0.011744:0.012078:-0.016880		0.006364					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz06c2			8.03e-05	0.02	c	1.01	0.96	1.27	5.60	0.94	0.98	0.91	2.36	14	6	42.08	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz06c		hz06c2
