tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	timestamp	magn_moment
RQ31:LP-DIR-AF6	RQ31:LP-DIR-AF	RQ31	343	38	4.000e-02	6	2.730e+02	175.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	418	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.1084e-06
RQ31:LP-DIR-AF7	RQ31:LP-DIR-AF	RQ31	337	30	5.000e-02	7	2.730e+02	153.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	419	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.8432e-06
RQ31:LP-DIR-AF8	RQ31:LP-DIR-AF	RQ31	324	30	6.000e-02	8	2.730e+02	137.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	420	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.6476000000000001e-06
RQ31:LP-DIR-AF9	RQ31:LP-DIR-AF	RQ31	318	25	7.000e-02	9	2.730e+02	127.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	421	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.5288000000000003e-06
RQ31:LP-DIR-AF10	RQ31:LP-DIR-AF	RQ31	308	18	8.000e-02	10	2.730e+02	131.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	422	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.5767999999999999e-06
RQ31:LP-DIR-AF11	RQ31:LP-DIR-AF	RQ31	299	11	9.000e-02	11	2.730e+02	130.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	423	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.5707999999999999e-06
RQ31:LP-DIR-AF12	RQ31:LP-DIR-AF	RQ31	300	13	1.000e-01	12	2.730e+02	134.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	424	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.6140000000000001e-06
RQ31:LP-DIR-AF13	RQ31:LP-DIR-AF	RQ31	296	7	1.100e-01	13	2.730e+02	129.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	425	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.5528e-06
RQ31:LP-DIR-AF14	RQ31:LP-DIR-AF	RQ31	300	6	1.200e-01	14	2.730e+02	133.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	426	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.6068e-06
RQ31:LP-DIR-AF15	RQ31:LP-DIR-AF	RQ31	314	35	1.400e-01	15	2.730e+02	861.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	427	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.03404e-05
RQ32:LP-DIR-AF0	RQ32:LP-DIR-AF	RQ32	341	60	0	0	2.730e+02	423.9E-03	This study	LT-NO:LP-DIR-AF	g	428	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.0868e-06
RQ32:LP-DIR-AF1	RQ32:LP-DIR-AF	RQ32	315	37	1.000e-02	1	2.730e+02	42.95E-03	This study	LT-AF-Z:LP-DIR-AF	g	429	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.154000000000001e-07
RQ32:LP-DIR-AF2	RQ32:LP-DIR-AF	RQ32	314	39	1.500e-02	2	2.730e+02	10.09E-03	This study	LT-AF-Z:LP-DIR-AF	g	430	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.2108e-07
RQ32:LP-DIR-AF3	RQ32:LP-DIR-AF	RQ32	135	-31	2.000e-02	3	2.730e+02	10.25E-03	This study	LT-AF-Z:LP-DIR-AF	g	431	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.23e-07
RQ32:LP-DIR-AF4	RQ32:LP-DIR-AF	RQ32	137	-33	2.500e-02	4	2.730e+02	15.10E-03	This study	LT-AF-Z:LP-DIR-AF	g	432	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.812e-07
RQ32:LP-DIR-AF5	RQ32:LP-DIR-AF	RQ32	135	-31	3.000e-02	5	2.730e+02	21.07E-03	This study	LT-AF-Z:LP-DIR-AF	g	433	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	2.5284e-07
RQ32:LP-DIR-AF6	RQ32:LP-DIR-AF	RQ32	136	-34	4.000e-02	6	2.730e+02	30.52E-03	This study	LT-AF-Z:LP-DIR-AF	g	434	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.6624e-07
RQ32:LP-DIR-AF7	RQ32:LP-DIR-AF	RQ32	135	-33	5.000e-02	7	2.730e+02	26.65E-03	This study	LT-AF-Z:LP-DIR-AF	g	435	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.198e-07
RQ32:LP-DIR-AF8	RQ32:LP-DIR-AF	RQ32	135	-33	6.000e-02	8	2.730e+02	30.12E-03	This study	LT-AF-Z:LP-DIR-AF	g	436	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.6144000000000004e-07
RQ32:LP-DIR-AF9	RQ32:LP-DIR-AF	RQ32	135	-34	7.000e-02	9	2.730e+02	42.24E-03	This study	LT-AF-Z:LP-DIR-AF	g	437	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.0688e-07
RQ32:LP-DIR-AF10	RQ32:LP-DIR-AF	RQ32	137	-33	8.000e-02	10	2.730e+02	36.41E-03	This study	LT-AF-Z:LP-DIR-AF	g	438	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.3691999999999997e-07
RQ33:LP-DIR-AF0	RQ33:LP-DIR-AF	RQ33	25	42	0	0	2.730e+02	844.8E-03	This study	LT-NO:LP-DIR-AF	g	439	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.0137600000000001e-05
RQ33:LP-DIR-AF1	RQ33:LP-DIR-AF	RQ33	14	36	1.000e-02	1	2.730e+02	1.047E+00	This study	LT-AF-Z:LP-DIR-AF	g	440	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.2564e-05
RQ33:LP-DIR-AF2	RQ33:LP-DIR-AF	RQ33	14	34	1.500e-02	2	2.730e+02	961.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	441	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.1536800000000001e-05
RQ33:LP-DIR-AF3	RQ33:LP-DIR-AF	RQ33	11	34	2.000e-02	3	2.730e+02	857.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	442	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.02948e-05
RQ33:LP-DIR-AF4	RQ33:LP-DIR-AF	RQ33	13	34	2.500e-02	4	2.730e+02	755.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	443	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	9.0672e-06
RQ33:LP-DIR-AF5	RQ33:LP-DIR-AF	RQ33	10	34	3.000e-02	5	2.730e+02	664.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	444	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	7.9716e-06
RQ33:LP-DIR-AF6	RQ33:LP-DIR-AF	RQ33	8	33	4.000e-02	6	2.730e+02	526.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	445	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.3204e-06
RQ33:LP-DIR-AF7	RQ33:LP-DIR-AF	RQ33	5	32	5.000e-02	7	2.730e+02	425.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	446	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.1e-06
RQ33:LP-DIR-AF8	RQ33:LP-DIR-AF	RQ33	359	32	6.000e-02	8	2.730e+02	349.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	447	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.1952e-06
RQ33:LP-DIR-AF9	RQ33:LP-DIR-AF	RQ33	351	30	7.000e-02	9	2.730e+02	295.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	448	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.5436000000000003e-06
RQ33:LP-DIR-AF10	RQ33:LP-DIR-AF	RQ33	344	30	8.000e-02	10	2.730e+02	253.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	449	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.0408e-06
RQ33:LP-DIR-AF11	RQ33:LP-DIR-AF	RQ33	334	25	9.000e-02	11	2.730e+02	224.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	450	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.6952e-06
RQ33:LP-DIR-AF12	RQ33:LP-DIR-AF	RQ33	326	24	1.000e-01	12	2.730e+02	209.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	451	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.5176e-06
RQ33:LP-DIR-AF13	RQ33:LP-DIR-AF	RQ33	324	26	1.100e-01	13	2.730e+02	186.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	452	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.2416e-06
RQ33:LP-DIR-AF14	RQ33:LP-DIR-AF	RQ33	323	17	1.200e-01	14	2.730e+02	181.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	453	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.1756e-06
RQ33:LP-DIR-AF15	RQ33:LP-DIR-AF	RQ33	315	35	1.400e-01	15	2.730e+02	1.728E+00	This study	LT-AF-Z:LP-DIR-AF	g	454	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.0736e-05
RQ35:LP-DIR-AF0	RQ35:LP-DIR-AF	RQ35	40	53	0	0	2.730e+02	510.9E-03	This study	LT-NO:LP-DIR-AF	g	455	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.130800000000001e-06
RQ35:LP-DIR-AF1	RQ35:LP-DIR-AF	RQ35	26	43	1.000e-02	1	2.730e+02	591.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	456	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	7.1004e-06
RQ35:LP-DIR-AF2	RQ35:LP-DIR-AF	RQ35	24	41	1.500e-02	2	2.730e+02	511.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	457	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.1404000000000005e-06
RQ35:LP-DIR-AF3	RQ35:LP-DIR-AF	RQ35	21	40	2.000e-02	3	2.730e+02	433.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	458	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.196e-06
RQ35:LP-DIR-AF4	RQ35:LP-DIR-AF	RQ35	28	31	2.500e-02	4	2.730e+02	358.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	459	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.3056e-06
RQ35:LP-DIR-AF5	RQ35:LP-DIR-AF	RQ35	21	39	3.000e-02	5	2.730e+02	327.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	460	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.9288e-06
RQ35:LP-DIR-AF6	RQ35:LP-DIR-AF	RQ35	15	38	4.000e-02	6	2.730e+02	265.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	461	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.1848000000000004e-06
RQ35:LP-DIR-AF7	RQ35:LP-DIR-AF	RQ35	5	34	5.000e-02	7	2.730e+02	213.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	462	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.556e-06
RQ35:LP-DIR-AF8	RQ35:LP-DIR-AF	RQ35	356	32	6.000e-02	8	2.730e+02	184.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	463	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.214e-06
RQ35:LP-DIR-AF9	RQ35:LP-DIR-AF	RQ35	349	29	7.000e-02	9	2.730e+02	166.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	464	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.998e-06
RQ35:LP-DIR-AF10	RQ35:LP-DIR-AF	RQ35	341	32	8.000e-02	10	2.730e+02	160.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	465	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.9272e-06
RQ35:LP-DIR-AF11	RQ35:LP-DIR-AF	RQ35	339	26	9.000e-02	11	2.730e+02	143.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	466	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.7256000000000003e-06
RQ35:LP-DIR-AF12	RQ35:LP-DIR-AF	RQ35	332	20	1.000e-01	12	2.730e+02	145.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	467	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.7412000000000002e-06
RQ35:LP-DIR-AF13	RQ35:LP-DIR-AF	RQ35	323	24	1.100e-01	13	2.730e+02	138.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	468	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.6668e-06
RQ35:LP-DIR-AF14	RQ35:LP-DIR-AF	RQ35	320	22	1.200e-01	14	2.730e+02	146.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	469	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.758e-06
RQ35:LP-DIR-AF15	RQ35:LP-DIR-AF	RQ35	298	30	1.400e-01	15	2.730e+02	1.064E+00	This study	LT-AF-Z:LP-DIR-AF	g	470	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.2768e-05
RQ36:LP-DIR-AF0	RQ36:LP-DIR-AF	RQ36	90	38	0	0	2.730e+02	434.4E-03	This study	LT-NO:LP-DIR-AF	g	471	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	5.2128e-06
RQ36:LP-DIR-AF1	RQ36:LP-DIR-AF	RQ36	81	28	1.000e-02	1	2.730e+02	584.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	472	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.0188e-06
RQ36:LP-DIR-AF2	RQ36:LP-DIR-AF	RQ36	78	27	1.500e-02	2	2.730e+02	513.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	473	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	6.164400000000001e-06
RQ36:LP-DIR-AF3	RQ36:LP-DIR-AF	RQ36	77	24	2.000e-02	3	2.730e+02	441.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	474	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	5.3016e-06
RQ36:LP-DIR-AF4	RQ36:LP-DIR-AF	RQ36	79	26	2.500e-02	4	2.730e+02	376.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	475	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	4.5228e-06
RQ36:LP-DIR-AF5	RQ36:LP-DIR-AF	RQ36	76	26	3.000e-02	5	2.730e+02	323.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	476	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.8856e-06
RQ36:LP-DIR-AF6	RQ36:LP-DIR-AF	RQ36	81	26	4.000e-02	6	2.730e+02	254.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	477	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.0588000000000003e-06
RQ36:LP-DIR-AF7	RQ36:LP-DIR-AF	RQ36	79	25	5.000e-02	7	2.730e+02	187.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	478	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.2476e-06
RQ36:LP-DIR-AF8	RQ36:LP-DIR-AF	RQ36	76	28	6.000e-02	8	2.730e+02	143.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	479	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.7184e-06
RQ36:LP-DIR-AF9	RQ36:LP-DIR-AF	RQ36	76	26	7.000e-02	9	2.730e+02	111.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	480	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.3332e-06
RQ36:LP-DIR-AF10	RQ36:LP-DIR-AF	RQ36	77	31	8.000e-02	10	2.730e+02	85.36E-03	This study	LT-AF-Z:LP-DIR-AF	g	481	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.02432e-06
RQ37B:LP-DIR-AF0	RQ37B:LP-DIR-AF	RQ37B	345	60	0	0	2.730e+02	274.6E-03	This study	LT-NO:LP-DIR-AF	g	482	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.2952000000000002e-06
RQ37B:LP-DIR-AF1	RQ37B:LP-DIR-AF	RQ37B	136	-34	1.000e-02	1	2.730e+02	38.38E-03	This study	LT-AF-Z:LP-DIR-AF	g	483	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.6056e-07
RQ37B:LP-DIR-AF2	RQ37B:LP-DIR-AF	RQ37B	135	-34	1.500e-02	2	2.730e+02	47.15E-03	This study	LT-AF-Z:LP-DIR-AF	g	484	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.657999999999999e-07
RQ37B:LP-DIR-AF3	RQ37B:LP-DIR-AF	RQ37B	135	-35	2.000e-02	3	2.730e+02	52.14E-03	This study	LT-AF-Z:LP-DIR-AF	g	485	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	6.2568e-07
RQ37B:LP-DIR-AF4	RQ37B:LP-DIR-AF	RQ37B	135	-35	2.500e-02	4	2.730e+02	49.78E-03	This study	LT-AF-Z:LP-DIR-AF	g	486	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.973599999999999e-07
RQ37B:LP-DIR-AF5	RQ37B:LP-DIR-AF	RQ37B	135	-34	3.000e-02	5	2.730e+02	43.37E-03	This study	LT-AF-Z:LP-DIR-AF	g	487	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.2044e-07
RQ37B:LP-DIR-AF6	RQ37B:LP-DIR-AF	RQ37B	135	-34	4.000e-02	6	2.730e+02	42.91E-03	This study	LT-AF-Z:LP-DIR-AF	g	488	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	5.1492e-07
RQ37B:LP-DIR-AF7	RQ37B:LP-DIR-AF	RQ37B	135	-34	5.000e-02	7	2.730e+02	39.38E-03	This study	LT-AF-Z:LP-DIR-AF	g	489	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.7256e-07
RQ37B:LP-DIR-AF8	RQ37B:LP-DIR-AF	RQ37B	135	-35	6.000e-02	8	2.730e+02	38.14E-03	This study	LT-AF-Z:LP-DIR-AF	g	490	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.5768e-07
RQ37B:LP-DIR-AF9	RQ37B:LP-DIR-AF	RQ37B	135	-34	7.000e-02	9	2.730e+02	28.87E-03	This study	LT-AF-Z:LP-DIR-AF	g	491	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.4644e-07
RQ37B:LP-DIR-AF10	RQ37B:LP-DIR-AF	RQ37B	136	-33	8.000e-02	10	2.730e+02	35.58E-03	This study	LT-AF-Z:LP-DIR-AF	g	492	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.2696e-07
RQ41:LP-DIR-AF0	RQ41:LP-DIR-AF	RQ41	302	14	0	0	2.730e+02	546.4E-03	This study	LT-NO:LP-DIR-AF	g	493	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.5568000000000005e-06
RQ41:LP-DIR-AF1	RQ41:LP-DIR-AF	RQ41	5	47	1.000e-02	1	2.730e+02	689.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	494	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	8.2788e-06
RQ41:LP-DIR-AF2	RQ41:LP-DIR-AF	RQ41	7	47	1.500e-02	2	2.730e+02	598.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	495	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	7.1832e-06
RQ41:LP-DIR-AF3	RQ41:LP-DIR-AF	RQ41	8	48	2.000e-02	3	2.730e+02	510.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	496	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.1224e-06
RQ41:LP-DIR-AF4	RQ41:LP-DIR-AF	RQ41	10	49	2.500e-02	4	2.730e+02	432.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	497	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.1948e-06
RQ41:LP-DIR-AF5	RQ41:LP-DIR-AF	RQ41	12	48	3.000e-02	5	2.730e+02	371.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	498	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.461600000000001e-06
RQ41:LP-DIR-AF6	RQ41:LP-DIR-AF	RQ41	14	48	4.000e-02	6	2.730e+02	277.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	499	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.3264e-06
RQ41:LP-DIR-AF7	RQ41:LP-DIR-AF	RQ41	9	47	5.000e-02	7	2.730e+02	221.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	500	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.6544000000000004e-06
RQ41:LP-DIR-AF8	RQ41:LP-DIR-AF	RQ41	2	45	6.000e-02	8	2.730e+02	180.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	501	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.1624000000000003e-06
RQ41:LP-DIR-AF9	RQ41:LP-DIR-AF	RQ41	2	41	7.000e-02	9	2.730e+02	152.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	502	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.8264e-06
RQ41:LP-DIR-AF10	RQ41:LP-DIR-AF	RQ41	5	37	8.000e-02	10	2.730e+02	129.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	503	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.5564000000000003e-06
RQ41:LP-DIR-AF11	RQ41:LP-DIR-AF	RQ41	358	40	9.000e-02	11	2.730e+02	123.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	504	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.4844000000000001e-06
RQ42:LP-DIR-AF0	RQ42:LP-DIR-AF	RQ42	345	41	0	0	2.730e+02	2.285E+00	This study	LT-NO:LP-DIR-AF	g	505	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.7420000000000002e-05
RQ42:LP-DIR-AF1	RQ42:LP-DIR-AF	RQ42	349	41	1.000e-02	1	2.730e+02	2.212E+00	This study	LT-AF-Z:LP-DIR-AF	g	506	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.6544000000000002e-05
RQ42:LP-DIR-AF2	RQ42:LP-DIR-AF	RQ42	354	40	1.500e-02	2	2.730e+02	1.960E+00	This study	LT-AF-Z:LP-DIR-AF	g	507	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.3520000000000002e-05
RQ42:LP-DIR-AF3	RQ42:LP-DIR-AF	RQ42	353	41	2.000e-02	3	2.730e+02	1.650E+00	This study	LT-AF-Z:LP-DIR-AF	g	508	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.98e-05
RQ42:LP-DIR-AF4	RQ42:LP-DIR-AF	RQ42	354	41	2.500e-02	4	2.730e+02	1.360E+00	This study	LT-AF-Z:LP-DIR-AF	g	509	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.6320000000000003e-05
RQ42:LP-DIR-AF5	RQ42:LP-DIR-AF	RQ42	353	41	3.000e-02	5	2.730e+02	1.112E+00	This study	LT-AF-Z:LP-DIR-AF	g	510	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.3344000000000001e-05
RQ42:LP-DIR-AF6	RQ42:LP-DIR-AF	RQ42	350	41	4.000e-02	6	2.730e+02	775.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	511	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	9.3012e-06
RQ42:LP-DIR-AF7	RQ42:LP-DIR-AF	RQ42	347	42	5.000e-02	7	2.730e+02	565.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	512	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	6.7884e-06
RQ42:LP-DIR-AF8	RQ42:LP-DIR-AF	RQ42	342	42	6.000e-02	8	2.730e+02	430.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	513	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.16e-06
RQ42:LP-DIR-AF9	RQ42:LP-DIR-AF	RQ42	344	41	7.000e-02	9	2.730e+02	344.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	514	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.135200000000001e-06
RQ42:LP-DIR-AF10	RQ42:LP-DIR-AF	RQ42	345	41	8.000e-02	10	2.730e+02	277.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	515	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.3348e-06
RQ43:LP-DIR-AF0	RQ43:LP-DIR-AF	RQ43	342	40	0	0	2.730e+02	4.708E+00	This study	LT-NO:LP-DIR-AF	g	516	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.6496e-05
RQ43:LP-DIR-AF1	RQ43:LP-DIR-AF	RQ43	342	43	1.000e-02	1	2.730e+02	4.419E+00	This study	LT-AF-Z:LP-DIR-AF	g	517	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.3027999999999994e-05
RQ43:LP-DIR-AF2	RQ43:LP-DIR-AF	RQ43	347	41	1.500e-02	2	2.730e+02	3.923E+00	This study	LT-AF-Z:LP-DIR-AF	g	518	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.7076e-05
RQ43:LP-DIR-AF3	RQ43:LP-DIR-AF	RQ43	346	41	2.000e-02	3	2.730e+02	3.257E+00	This study	LT-AF-Z:LP-DIR-AF	g	519	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.9084e-05
RQ43:LP-DIR-AF4	RQ43:LP-DIR-AF	RQ43	348	41	2.500e-02	4	2.730e+02	2.638E+00	This study	LT-AF-Z:LP-DIR-AF	g	520	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.1655999999999996e-05
