tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	description	software_packages	timestamp	magn_moment
ST38A:LP-DIR-T4	ST38A:LP-DIR-T	ST38A		137	-64	0	4	5.230e+02	1.350E+00	This study	LT-T-Z:LP-DIR-T	g	446	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.62e-05
ST38A:LP-DIR-T5	ST38A:LP-DIR-T	ST38A		139	-51	0	5	5.730e+02	1.420E+00	This study	LT-T-Z:LP-DIR-T	g	447	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.704e-05
ST38B:LT-NO1	ST38B:LT-NO	ST38B		47	9	0	1	2.730e+02	1.866E+00	This study	LT-NO	g	448	u		2.730e+02		pmagpy-4.1.5	2013-08-15T00:00:00Z	2.2392000000000002e-05
ST39:LP-DIR-T0	ST39:LP-DIR-T	ST39		116	-3	0	0	2.980e+02	3.696E+00	This study	LT-LT-Z:LP-DIR-T	g	449	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.4352000000000005e-05
ST39:LP-DIR-T1	ST39:LP-DIR-T	ST39		136	-27	0	1	3.730e+02	3.719E+00	This study	LT-T-Z:LP-DIR-T	g	450	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.4628e-05
ST39:LP-DIR-T2	ST39:LP-DIR-T	ST39		156	0	0	2	4.230e+02	2.739E+00	This study	LT-T-Z:LP-DIR-T	g	451	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.2868e-05
ST39:LP-DIR-T3	ST39:LP-DIR-T	ST39		177	-48	0	3	4.730e+02	2.139E+00	This study	LT-T-Z:LP-DIR-T	g	452	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5668e-05
ST39:LP-DIR-T4	ST39:LP-DIR-T	ST39		177	-44	0	4	5.230e+02	2.114E+00	This study	LT-T-Z:LP-DIR-T	g	453	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5368e-05
ST39:LP-DIR-T5	ST39:LP-DIR-T	ST39		198	-49	0	5	5.730e+02	1.632E+00	This study	LT-T-Z:LP-DIR-T	g	454	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.9584e-05
ST41:LP-DIR-T0	ST41:LP-DIR-T	ST41		272	-24	0	0	2.980e+02	1.007E+00	This study	LT-LT-Z:LP-DIR-T	g	455	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.2084e-05
ST41:LP-DIR-T1	ST41:LP-DIR-T	ST41		267	-33	0	1	3.730e+02	1.296E+00	This study	LT-T-Z:LP-DIR-T	g	456	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.5552e-05
ST41:LP-DIR-T2	ST41:LP-DIR-T	ST41		285	-26	0	2	4.230e+02	1.596E+00	This study	LT-T-Z:LP-DIR-T	g	457	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.9152000000000002e-05
ST41:LP-DIR-T3	ST41:LP-DIR-T	ST41		285	-55	0	3	4.730e+02	2.508E+00	This study	LT-T-Z:LP-DIR-T	g	458	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.0096e-05
ST41:LP-DIR-T4	ST41:LP-DIR-T	ST41		268	-60	0	4	5.230e+02	1.939E+00	This study	LT-T-Z:LP-DIR-T	g	459	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.3268e-05
ST41:LP-DIR-T5	ST41:LP-DIR-T	ST41		214	-70	0	5	5.730e+02	1.220E+00	This study	LT-T-Z:LP-DIR-T	g	460	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.464e-05
ST41:LP-DIR-T6	ST41:LP-DIR-T	ST41		223	27	0	6	6.230e+02	1.635E+00	This study	LT-T-Z:LP-DIR-T	g	461	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.9620000000000002e-05
ST41:LP-DIR-T7	ST41:LP-DIR-T	ST41		215	-56	0	7	6.730e+02	782.3E-03	This study	LT-T-Z:LP-DIR-T	g	462	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	9.3876e-06
ST41:LP-DIR-T8	ST41:LP-DIR-T	ST41		273	-65	0	8	6.980e+02	1.068E+00	This study	LT-T-Z:LP-DIR-T	g	463	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.2816e-05
ST41:LP-DIR-T9	ST41:LP-DIR-T	ST41		236	3	0	9	7.230e+02	828.1E-03	This study	LT-T-Z:LP-DIR-T	g	464	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	9.9372e-06
ST41:LP-DIR-T10	ST41:LP-DIR-T	ST41		198	14	0	10	7.480e+02	426.8E-03	This study	LT-T-Z:LP-DIR-T	g	465	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	5.1216e-06
ST41:LP-DIR-T11	ST41:LP-DIR-T	ST41	   12.8	   34.2	   54.1	0	11	7.730e+02	490.8E-03	This study	LT-T-Z:DE-VM:LP-DIR-T	g	466	u	    3.0	2.730e+02	average of multiple measurements	pmagpy-4.1.5	2013-03-10T00:00:00Z	9.542e-06
ST41:LP-DIR-T12	ST41:LP-DIR-T	ST41		287	46	0	12	7.930e+02	884.3E-03	This study	LT-T-Z:LP-DIR-T	g	467	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	1.06116e-05
ST41:LP-DIR-T13	ST41:LP-DIR-T	ST41		273	47	0	13	8.130e+02	830.2E-03	This study	LT-T-Z:LP-DIR-T	g	468	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	9.962400000000001e-06
ST41:LP-DIR-T14	ST41:LP-DIR-T	ST41		300	-47	0	14	8.330e+02	297.8E-03	This study	LT-T-Z:LP-DIR-T	g	469	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	3.5736000000000004e-06
ST41:LP-DIR-T15	ST41:LP-DIR-T	ST41		120	40	0	15	8.530e+02	240.2E-03	This study	LT-T-Z:LP-DIR-T	g	470	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	2.8824e-06
ST43:LP-DIR-T0	ST43:LP-DIR-T	ST43		288	-33	0	0	2.980e+02	7.533E+00	This study	LT-LT-Z:LP-DIR-T	g	471	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	9.0396e-05
ST43:LP-DIR-T1	ST43:LP-DIR-T	ST43		284	-35	0	1	3.730e+02	7.931E+00	This study	LT-T-Z:LP-DIR-T	g	472	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	9.5172e-05
ST43:LP-DIR-T2	ST43:LP-DIR-T	ST43		288	-30	0	2	4.230e+02	7.083E+00	This study	LT-T-Z:LP-DIR-T	g	473	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.499600000000001e-05
ST43:LP-DIR-T3	ST43:LP-DIR-T	ST43		289	-42	0	3	4.730e+02	5.739E+00	This study	LT-T-Z:LP-DIR-T	g	474	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	6.8868e-05
ST43:LP-DIR-T4	ST43:LP-DIR-T	ST43		268	-55	0	4	5.230e+02	2.944E+00	This study	LT-T-Z:LP-DIR-T	g	475	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.5328e-05
ST43:LP-DIR-T5	ST43:LP-DIR-T	ST43		280	-47	0	5	5.730e+02	2.537E+00	This study	LT-T-Z:LP-DIR-T	g	476	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.0444e-05
ST43:LP-DIR-T6	ST43:LP-DIR-T	ST43		26	34	0	6	6.230e+02	588.3E-03	This study	LT-T-Z:LP-DIR-T	g	477	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	7.059600000000001e-06
ST44:LP-DIR-T0	ST44:LP-DIR-T	ST44		299	-12	0	0	2.980e+02	1.382E+00	This study	LT-LT-Z:LP-DIR-T	g	478	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.6584e-05
ST44:LP-DIR-T1	ST44:LP-DIR-T	ST44		286	-20	0	1	3.730e+02	1.651E+00	This study	LT-T-Z:LP-DIR-T	g	479	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.9812e-05
ST44:LP-DIR-T2	ST44:LP-DIR-T	ST44		299	-10	0	2	4.230e+02	1.710E+00	This study	LT-T-Z:LP-DIR-T	g	480	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.052e-05
ST44:LP-DIR-T3	ST44:LP-DIR-T	ST44		299	-35	0	3	4.730e+02	2.645E+00	This study	LT-T-Z:LP-DIR-T	g	481	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.174e-05
ST44:LP-DIR-T4	ST44:LP-DIR-T	ST44		297	-45	0	4	5.230e+02	2.295E+00	This study	LT-T-Z:LP-DIR-T	g	482	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.754e-05
ST44:LP-DIR-T5	ST44:LP-DIR-T	ST44		297	-45	0	5	5.730e+02	1.914E+00	This study	LT-T-Z:LP-DIR-T	g	483	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.2968e-05
ST44:LP-DIR-T6	ST44:LP-DIR-T	ST44		345	12	0	6	6.230e+02	610.8E-03	This study	LT-T-Z:LP-DIR-T	g	484	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	7.3296e-06
ST47:LP-DIR-T0	ST47:LP-DIR-T	ST47		161	-27	0	0	2.980e+02	12.76E+00	This study	LT-LT-Z:LP-DIR-T	g	485	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00015312
ST47:LP-DIR-T1	ST47:LP-DIR-T	ST47		171	-31	0	1	3.730e+02	12.50E+00	This study	LT-T-Z:LP-DIR-T	g	486	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00015000000000000001
ST47:LP-DIR-T2	ST47:LP-DIR-T	ST47		171	-27	0	2	4.230e+02	11.37E+00	This study	LT-T-Z:LP-DIR-T	g	487	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.00013644
ST47:LP-DIR-T3	ST47:LP-DIR-T	ST47		177	-38	0	3	4.730e+02	10.35E+00	This study	LT-T-Z:LP-DIR-T	g	488	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.0001242
ST47:LP-DIR-T4	ST47:LP-DIR-T	ST47		183	-43	0	4	5.230e+02	7.994E+00	This study	LT-T-Z:LP-DIR-T	g	489	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	9.5928e-05
ST47:LP-DIR-T5	ST47:LP-DIR-T	ST47		191	-47	0	5	5.730e+02	5.306E+00	This study	LT-T-Z:LP-DIR-T	g	490	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	6.3672e-05
ST47:LP-DIR-T6	ST47:LP-DIR-T	ST47		176	-18	0	6	6.230e+02	2.923E+00	This study	LT-T-Z:LP-DIR-T	g	491	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	3.5076e-05
ST48:LP-DIR-T0	ST48:LP-DIR-T	ST48		224	-20	0	0	2.980e+02	10.52E+00	This study	LT-LT-Z:LP-DIR-T	g	492	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00012624
ST48:LP-DIR-T1	ST48:LP-DIR-T	ST48		231	-19	0	1	3.730e+02	10.68E+00	This study	LT-T-Z:LP-DIR-T	g	493	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	0.00012816
ST48:LP-DIR-T2	ST48:LP-DIR-T	ST48		237	-15	0	2	4.230e+02	9.177E+00	This study	LT-T-Z:LP-DIR-T	g	494	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	0.000110124
ST48:LP-DIR-T3	ST48:LP-DIR-T	ST48		245	-28	0	3	4.730e+02	7.564E+00	This study	LT-T-Z:LP-DIR-T	g	495	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	9.076800000000001e-05
ST48:LP-DIR-T4	ST48:LP-DIR-T	ST48		247	-33	0	4	5.230e+02	5.708E+00	This study	LT-T-Z:LP-DIR-T	g	496	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	6.8496e-05
ST48:LP-DIR-T5	ST48:LP-DIR-T	ST48		251	-35	0	5	5.730e+02	3.713E+00	This study	LT-T-Z:LP-DIR-T	g	497	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.4556000000000005e-05
ST48:LP-DIR-T6	ST48:LP-DIR-T	ST48		235	-2	0	6	6.230e+02	2.456E+00	This study	LT-T-Z:LP-DIR-T	g	498	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.9472000000000002e-05
