tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_step_num	treat_temp
This study			282.0	-32.0	BR26_LP-DIR-AF	1.8252e-06	0.1521		273.0	BR26_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	111	pmagpy-4.2.19	BR26	u	2013-09-01T00:00:00Z	0.08	10	273.0
This study			280.0	-28.0	BR26_LP-DIR-AF	1.5456e-06	0.1288		273.0	BR26_LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	112	pmagpy-4.2.19	BR26	u	2013-09-01T00:00:00Z	0.09	11	273.0
This study			275.0	-31.0	BR26_LP-DIR-AF	1.3368e-06	0.1114		273.0	BR26_LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	113	pmagpy-4.2.19	BR26	u	2013-09-01T00:00:00Z	0.1	12	273.0
This study			268.0	-26.0	BR26_LP-DIR-AF	1.1664e-06	0.0972		273.0	BR26_LP-DIR-AF13	LT-AF-Z:LP-DIR-AF	g	114	pmagpy-4.2.19	BR26	u	2013-09-01T00:00:00Z	0.11	13	273.0
This study			162.0	29.0	BR27_LP-DIR-AF	1.4820000000000004e-05	1.235		273.0	BR27_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	115	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.0	0	273.0
This study			227.0	8.0	BR27_LP-DIR-AF	5.0832e-06	0.4236		273.0	BR27_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	116	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.01	1	273.0
This study			260.0	-18.0	BR27_LP-DIR-AF	5.7000000000000005e-06	0.475		273.0	BR27_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	117	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.015	2	273.0
This study			274.0	-27.0	BR27_LP-DIR-AF	6.3012e-06	0.5251		273.0	BR27_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	118	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.02	3	273.0
This study			280.0	-35.0	BR27_LP-DIR-AF	6.216e-06	0.518		273.0	BR27_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	119	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.025	4	273.0
This study			283.0	-35.0	BR27_LP-DIR-AF	5.7887999999999995e-06	0.4824		273.0	BR27_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	120	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.03	5	273.0
This study			283.0	-37.0	BR27_LP-DIR-AF	4.5504000000000005e-06	0.3792		273.0	BR27_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	121	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.04	6	273.0
This study			281.0	-40.0	BR27_LP-DIR-AF	3.1536e-06	0.2628		273.0	BR27_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	122	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.05	7	273.0
This study			283.0	-42.0	BR27_LP-DIR-AF	2.1096e-06	0.1758		273.0	BR27_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	123	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.06	8	273.0
This study			272.0	-39.0	BR27_LP-DIR-AF	1.4268e-06	0.1189		273.0	BR27_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	124	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.07	9	273.0
This study			262.0	-36.0	BR27_LP-DIR-AF	1.0570799999999999e-06	0.08809		273.0	BR27_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	125	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.08	10	273.0
This study			256.0	-28.0	BR27_LP-DIR-AF	8.451600000000001e-07	0.07042999999999999		273.0	BR27_LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	126	pmagpy-4.2.19	BR27	u	2013-08-28T00:00:00Z	0.09	11	273.0
This study			159.0	41.0	BR28_LP-DIR-AF	2.0988000000000006e-05	1.749		273.0	BR28_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	127	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.0	0	273.0
This study			217.0	21.0	BR28_LP-DIR-AF	7.0068e-06	0.5839		273.0	BR28_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	128	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.01	1	273.0
This study			250.0	-16.0	BR28_LP-DIR-AF	7.2635999999999985e-06	0.6053		273.0	BR28_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	129	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.015	2	273.0
This study			263.0	-30.0	BR28_LP-DIR-AF	8.473199999999999e-06	0.7061		273.0	BR28_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	130	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.02	3	273.0
This study			269.0	-36.0	BR28_LP-DIR-AF	8.862000000000001e-06	0.7385		273.0	BR28_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	131	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.025	4	273.0
This study			273.0	-38.0	BR28_LP-DIR-AF	8.555999999999999e-06	0.713		273.0	BR28_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	132	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.03	5	273.0
This study			274.0	-41.0	BR28_LP-DIR-AF	6.877200000000002e-06	0.5731		273.0	BR28_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	133	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.04	6	273.0
This study			270.0	-42.0	BR28_LP-DIR-AF	4.9896000000000005e-06	0.4158		273.0	BR28_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	134	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.05	7	273.0
This study			265.0	-42.0	BR28_LP-DIR-AF	3.2376e-06	0.2698		273.0	BR28_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	135	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.06	8	273.0
This study			256.0	-35.0	BR28_LP-DIR-AF	2.1564e-06	0.1797		273.0	BR28_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	136	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.07	9	273.0
This study			249.0	-31.0	BR28_LP-DIR-AF	1.5587999999999996e-06	0.1299		273.0	BR28_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	137	pmagpy-4.2.19	BR28	u	2013-08-25T00:00:00Z	0.08	10	273.0
This study			250.0	-33.0	BR29B_LP-DIR-AF	1.0476e-05	0.873		273.0	BR29B_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	138	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			278.0	-38.0	BR29B_LP-DIR-AF	2.1756e-05	1.8130000000000002		273.0	BR29B_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	139	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.01	1	273.0
This study			283.0	-40.0	BR29B_LP-DIR-AF	2.2032e-05	1.8359999999999999		273.0	BR29B_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	140	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.015	2	273.0
This study			286.0	-42.0	BR29B_LP-DIR-AF	1.9848e-05	1.6540000000000001		273.0	BR29B_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	141	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.02	3	273.0
This study			286.0	-41.0	BR29B_LP-DIR-AF	1.7124e-05	1.4269999999999998		273.0	BR29B_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	142	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.025	4	273.0
This study			285.0	-43.0	BR29B_LP-DIR-AF	1.428e-05	1.19		273.0	BR29B_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	143	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.03	5	273.0
This study			287.0	-44.0	BR29B_LP-DIR-AF	1.0011599999999999e-05	0.8343		273.0	BR29B_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	144	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.04	6	273.0
This study			287.0	-44.0	BR29B_LP-DIR-AF	6.817200000000001e-06	0.5681		273.0	BR29B_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	145	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.05	7	273.0
This study			280.0	-41.0	BR29B_LP-DIR-AF	5.209199999999999e-06	0.4341		273.0	BR29B_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	146	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.06	8	273.0
This study			280.0	-44.0	BR29B_LP-DIR-AF	3.3624e-06	0.2802		273.0	BR29B_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	147	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.07	9	273.0
This study			275.0	-42.0	BR29B_LP-DIR-AF	2.4780000000000002e-06	0.2065		273.0	BR29B_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	148	pmagpy-4.2.19	BR29B	u	2013-08-18T00:00:00Z	0.08	10	273.0
This study			357.0	52.0	MF11_LP-DIR-AF	6.9384e-05	5.782		273.0	MF11_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	149	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.0	0	273.0
This study			354.0	61.0	MF11_LP-DIR-AF	4.6416000000000004e-05	3.8680000000000003		273.0	MF11_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	150	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.01	1	273.0
This study			349.0	69.0	MF11_LP-DIR-AF	3.4835999999999996e-05	2.903		273.0	MF11_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	151	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.015	2	273.0
This study			339.0	74.0	MF11_LP-DIR-AF	2.8032e-05	2.336		273.0	MF11_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	152	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.02	3	273.0
This study			337.0	77.0	MF11_LP-DIR-AF	2.3148000000000006e-05	1.929		273.0	MF11_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	153	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.025	4	273.0
This study			330.0	78.0	MF11_LP-DIR-AF	1.9044e-05	1.587		273.0	MF11_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	154	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.03	5	273.0
This study			326.0	79.0	MF11_LP-DIR-AF	1.2995999999999999e-05	1.083		273.0	MF11_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	155	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.04	6	273.0
This study			327.0	79.0	MF11_LP-DIR-AF	8.3748e-06	0.6979		273.0	MF11_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	156	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.05	7	273.0
This study			327.0	78.0	MF11_LP-DIR-AF	5.5464e-06	0.4622		273.0	MF11_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	157	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.06	8	273.0
This study			315.0	78.0	MF11_LP-DIR-AF	3.9792e-06	0.3316		273.0	MF11_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	158	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.07	9	273.0
This study			322.0	78.0	MF11_LP-DIR-AF	2.9808000000000008e-06	0.2484		273.0	MF11_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	159	pmagpy-4.2.19	MF11	u	2013-08-19T00:00:00Z	0.08	10	273.0
This study			6.0	52.0	MF12_LP-DIR-AF	6.740400000000001e-05	5.617000000000001		273.0	MF12_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	160	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.0	0	273.0
This study			9.0	61.0	MF12_LP-DIR-AF	4.618800000000001e-05	3.8489999999999998		273.0	MF12_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	161	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.01	1	273.0
This study			8.0	70.0	MF12_LP-DIR-AF	3.4296000000000005e-05	2.858		273.0	MF12_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	162	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.015	2	273.0
This study			357.0	76.0	MF12_LP-DIR-AF	2.7408000000000003e-05	2.2840000000000003		273.0	MF12_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	163	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.02	3	273.0
This study			344.0	79.0	MF12_LP-DIR-AF	2.2356e-05	1.8630000000000002		273.0	MF12_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	164	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.025	4	273.0
This study			337.0	80.0	MF12_LP-DIR-AF	1.8324e-05	1.527		273.0	MF12_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	165	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.03	5	273.0
This study			343.0	79.0	MF12_LP-DIR-AF	1.23e-05	1.025		273.0	MF12_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	166	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.04	6	273.0
This study			337.0	80.0	MF12_LP-DIR-AF	7.8864e-06	0.6572		273.0	MF12_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	167	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.05	7	273.0
This study			336.0	79.0	MF12_LP-DIR-AF	5.262000000000001e-06	0.4385		273.0	MF12_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	168	pmagpy-4.2.19	MF12	u	2013-08-20T00:00:00Z	0.06	8	273.0
This study			58.0	41.0	MF13_LP-DIR-AF	0.00011256	9.38		273.0	MF13_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	169	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.0	0	273.0
This study			58.0	39.0	MF13_LP-DIR-AF	0.000112476	9.373		273.0	MF13_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	170	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.01	1	273.0
This study			59.0	39.0	MF13_LP-DIR-AF	0.0001086	9.05		273.0	MF13_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	171	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.015	2	273.0
This study			59.0	39.0	MF13_LP-DIR-AF	0.00010114799999999999	8.429		273.0	MF13_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	172	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.02	3	273.0
This study			61.0	40.0	MF13_LP-DIR-AF	9.1536e-05	7.627999999999999		273.0	MF13_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	173	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.025	4	273.0
This study			62.0	40.0	MF13_LP-DIR-AF	8.035199999999999e-05	6.696000000000001		273.0	MF13_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	174	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.03	5	273.0
This study			60.0	40.0	MF13_LP-DIR-AF	5.8944e-05	4.912		273.0	MF13_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	175	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.04	6	273.0
This study			59.0	39.0	MF13_LP-DIR-AF	4.2252e-05	3.5210000000000004		273.0	MF13_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	176	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.05	7	273.0
This study			59.0	45.0	MF13_LP-DIR-AF	2.9736000000000005e-05	2.478		273.0	MF13_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	177	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.06	8	273.0
This study			57.0	36.0	MF13_LP-DIR-AF	2.1504e-05	1.7919999999999998		273.0	MF13_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	178	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.07	9	273.0
This study			61.0	40.0	MF13_LP-DIR-AF	1.626e-05	1.355		273.0	MF13_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	179	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.08	10	273.0
This study			54.0	39.0	MF13_LP-DIR-AF	1.2396e-05	1.033		273.0	MF13_LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	180	pmagpy-4.2.19	MF13	u	2013-08-28T00:00:00Z	0.09	11	273.0
This study			73.0	32.0	MF14_LP-DIR-AF	0.000117996	9.833		273.0	MF14_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	181	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.0	0	273.0
This study			75.0	30.0	MF14_LP-DIR-AF	0.000119208	9.934		273.0	MF14_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	182	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.01	1	273.0
This study			72.0	31.0	MF14_LP-DIR-AF	0.000116544	9.712		273.0	MF14_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	183	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.015	2	273.0
This study			74.0	30.0	MF14_LP-DIR-AF	0.00011167200000000001	9.306000000000001		273.0	MF14_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	184	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.02	3	273.0
This study			72.0	32.0	MF14_LP-DIR-AF	0.00010458	8.715		273.0	MF14_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	185	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.025	4	273.0
This study			74.0	31.0	MF14_LP-DIR-AF	9.5484e-05	7.957000000000001		273.0	MF14_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	186	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.03	5	273.0
This study			73.0	32.0	MF14_LP-DIR-AF	7.572e-05	6.31		273.0	MF14_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	187	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.04	6	273.0
This study			71.0	31.0	MF14_LP-DIR-AF	5.652e-05	4.71		273.0	MF14_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	188	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.05	7	273.0
This study			75.0	31.0	MF14_LP-DIR-AF	4.098e-05	3.415		273.0	MF14_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	189	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.06	8	273.0
This study			74.0	32.0	MF14_LP-DIR-AF	2.8884e-05	2.407		273.0	MF14_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	190	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.07	9	273.0
This study			79.0	33.0	MF14_LP-DIR-AF	2.0651999999999998e-05	1.7209999999999999		273.0	MF14_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	191	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.08	10	273.0
This study			73.0	34.0	MF14_LP-DIR-AF	1.4772000000000004e-05	1.2309999999999999		273.0	MF14_LP-DIR-AF11	LT-AF-Z:LP-DIR-AF	g	192	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.09	11	273.0
This study			74.0	32.0	MF14_LP-DIR-AF	1.08528e-05	0.9044		273.0	MF14_LP-DIR-AF12	LT-AF-Z:LP-DIR-AF	g	193	pmagpy-4.2.19	MF14	u	2013-08-20T00:00:00Z	0.1	12	273.0
This study			63.0	-62.0	MF15B_LP-DIR-AF	3.24e-05	2.7		273.0	MF15B_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	194	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.0	0	273.0
This study			76.0	-50.0	MF15B_LP-DIR-AF	3.932400000000001e-05	3.2769999999999997		273.0	MF15B_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	195	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.01	1	273.0
This study			79.0	-50.0	MF15B_LP-DIR-AF	3.346800000000001e-05	2.7889999999999997		273.0	MF15B_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	196	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.015	2	273.0
This study			78.0	-50.0	MF15B_LP-DIR-AF	2.7888e-05	2.324		273.0	MF15B_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	197	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.02	3	273.0
This study			78.0	-51.0	MF15B_LP-DIR-AF	2.2992e-05	1.916		273.0	MF15B_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	198	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.025	4	273.0
This study			78.0	-52.0	MF15B_LP-DIR-AF	1.8984e-05	1.5819999999999999		273.0	MF15B_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	199	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.03	5	273.0
This study			79.0	-54.0	MF15B_LP-DIR-AF	1.3056000000000003e-05	1.088		273.0	MF15B_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	200	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.04	6	273.0
This study			78.0	-52.0	MF15B_LP-DIR-AF	8.874e-06	0.7395		273.0	MF15B_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	201	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.05	7	273.0
This study			77.0	-50.0	MF15B_LP-DIR-AF	6.928800000000001e-06	0.5774		273.0	MF15B_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	202	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.06	8	273.0
This study			83.0	-55.0	MF15B_LP-DIR-AF	4.5852e-06	0.3821		273.0	MF15B_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	203	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.07	9	273.0
This study			75.0	-56.0	MF15B_LP-DIR-AF	3.3492e-06	0.2791		273.0	MF15B_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	204	pmagpy-4.2.19	MF15B	u	2013-08-18T00:00:00Z	0.08	10	273.0
This study			358.0	-45.0	MF16_LP-DIR-AF	1.7064e-05	1.422		273.0	MF16_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	205	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.0	0	273.0
This study			55.0	-42.0	MF16_LP-DIR-AF	2.4084e-05	2.0069999999999997		273.0	MF16_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	206	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.01	1	273.0
This study			62.0	-41.0	MF16_LP-DIR-AF	2.2644e-05	1.8869999999999998		273.0	MF16_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	207	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.015	2	273.0
This study			60.0	-41.0	MF16_LP-DIR-AF	1.9944e-05	1.662		273.0	MF16_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	208	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.02	3	273.0
This study			62.0	-42.0	MF16_LP-DIR-AF	1.7015999999999998e-05	1.4180000000000001		273.0	MF16_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	209	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.025	4	273.0
This study			65.0	-44.0	MF16_LP-DIR-AF	1.4316000000000003e-05	1.193		273.0	MF16_LP-DIR-AF5	LT-AF-Z:LP-DIR-AF	g	210	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.03	5	273.0
This study			64.0	-45.0	MF16_LP-DIR-AF	1.00032e-05	0.8336		273.0	MF16_LP-DIR-AF6	LT-AF-Z:LP-DIR-AF	g	211	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.04	6	273.0
This study			58.0	-45.0	MF16_LP-DIR-AF	6.980399999999999e-06	0.5817		273.0	MF16_LP-DIR-AF7	LT-AF-Z:LP-DIR-AF	g	212	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.05	7	273.0
This study			60.0	-45.0	MF16_LP-DIR-AF	5.0196e-06	0.4183		273.0	MF16_LP-DIR-AF8	LT-AF-Z:LP-DIR-AF	g	213	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.06	8	273.0
This study			57.0	-46.0	MF16_LP-DIR-AF	3.8604e-06	0.3217		273.0	MF16_LP-DIR-AF9	LT-AF-Z:LP-DIR-AF	g	214	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.07	9	273.0
This study			51.0	-47.0	MF16_LP-DIR-AF	2.9712e-06	0.2476		273.0	MF16_LP-DIR-AF10	LT-AF-Z:LP-DIR-AF	g	215	pmagpy-4.2.19	MF16	u	2013-08-19T00:00:00Z	0.08	10	273.0
This study			268.0	-65.0	MF21_LP-DIR-AF	0.00013476000000000002	11.23		273.0	MF21_LP-DIR-AF0	LT-NO:LP-DIR-AF	g	216	pmagpy-4.2.19	MF21	u	2013-08-19T00:00:00Z	0.0	0	273.0
This study			267.0	-69.0	MF21_LP-DIR-AF	0.00012768	10.64		273.0	MF21_LP-DIR-AF1	LT-AF-Z:LP-DIR-AF	g	217	pmagpy-4.2.19	MF21	u	2013-08-19T00:00:00Z	0.01	1	273.0
This study			268.0	-69.0	MF21_LP-DIR-AF	0.000119532	9.961		273.0	MF21_LP-DIR-AF2	LT-AF-Z:LP-DIR-AF	g	218	pmagpy-4.2.19	MF21	u	2013-08-19T00:00:00Z	0.015	2	273.0
This study			270.0	-69.0	MF21_LP-DIR-AF	0.000107136	8.927999999999999		273.0	MF21_LP-DIR-AF3	LT-AF-Z:LP-DIR-AF	g	219	pmagpy-4.2.19	MF21	u	2013-08-19T00:00:00Z	0.02	3	273.0
This study			271.0	-70.0	MF21_LP-DIR-AF	9.217200000000001e-05	7.681		273.0	MF21_LP-DIR-AF4	LT-AF-Z:LP-DIR-AF	g	220	pmagpy-4.2.19	MF21	u	2013-08-19T00:00:00Z	0.025	4	273.0
